编号	名字	等级需求	图标	光影等级	套装样式	品质	金币	元宝	描述	升等费用	精炼几率	精炼费用	升级费用	种族要求	装备类型	物理防御	魔法防御	闪避	移动时间增加	格档	附加物理防御	附加魔法防御	物防加成（等级）	物防加成（强壮）	物防加成（敏捷）	物防加成（智慧）	魔防加成（等级）	魔防加成（强壮）	魔防加成（敏捷）	魔防加成（智慧）	附加生命上限	附加魔法上限
1110020404	极品射手皮甲+4	36	4	2	1	2	1687	0	神射手专用皮甲	1600	0	0	0	0	1	54	39	0	0	0	18	13	2	0	0	0	2	0	0	0	0	0
1110020405	极品射手皮甲+5	36	4	3	1	2	1687	0	神射手专用皮甲	1700	1000	5000	0	0	1	57	42	0	0	0	19	14	2	0	0	0	2	0	0	0	0	0
1110020406	极品射手皮甲+6	36	4	3	1	2	1687	0	神射手专用皮甲	1800	2000	5000	0	0	1	60	45	0	0	0	20	15	2	0	0	0	2	0	0	0	0	0
1110020407	极品射手皮甲+7	36	4	3	1	2	1687	0	神射手专用皮甲	1900	3500	5000	0	0	1	63	48	0	0	0	21	16	2	0	0	0	2	0	0	0	0	0
1110020408	极品射手皮甲+8	36	4	4	1	2	1687	0	神射手专用皮甲	2000	5000	5000	0	0	1	66	51	0	0	0	22	17	2	0	0	0	2	0	0	0	0	0
1110020409	极品射手皮甲+9	36	4	4	1	2	1687	0	神射手专用皮甲	2100	7000	5000	0	0	1	69	54	0	0	0	23	18	2	0	0	0	2	0	0	0	0	0
1110020410	极品射手皮甲+10	36	4	5	1	2	1687	0	神射手专用皮甲	0	10000	5000	0	0	1	72	57	0	0	0	24	19	2	0	0	0	2	0	0	0	0	0
1110030400	完美射手皮甲	36	4	0	1	3	600000	45	神射手专用皮甲	1200	0	0	144	0	1	42	27	0	0	0	14	9	2	0	10	0	2	0	0	10	200	120
1110030401	完美射手皮甲+1	36	4	0	1	3	600000	45	神射手专用皮甲	1300	0	0	144	0	1	45	30	0	0	0	15	10	2	0	10	0	2	0	0	10	205	120
1110030402	完美射手皮甲+2	36	4	0	1	3	600000	45	神射手专用皮甲	1400	0	0	144	0	1	48	33	0	0	0	16	11	2	0	10	0	2	0	0	10	210	120
1110030403	完美射手皮甲+3	36	4	3	1	3	600000	45	神射手专用皮甲	1500	0	0	144	0	1	51	36	0	0	0	17	12	2	0	10	0	2	0	0	10	215	120
1110030404	完美射手皮甲+4	36	4	3	1	3	600000	45	神射手专用皮甲	1600	0	0	144	0	1	54	39	0	0	0	18	13	2	0	10	0	2	0	0	10	220	120
1110030405	完美射手皮甲+5	36	4	4	1	3	600000	45	神射手专用皮甲	1700	0	0	144	0	1	57	42	0	0	0	19	14	2	0	10	0	2	0	0	10	225	120
1110030406	完美射手皮甲+6	36	4	4	1	3	600000	45	神射手专用皮甲	1800	0	0	144	0	1	60	45	0	0	0	20	15	2	0	10	0	2	0	0	10	230	120
1110030407	完美射手皮甲+7	36	4	4	1	3	600000	45	神射手专用皮甲	1900	1000	6000	144	0	1	63	48	0	0	0	21	16	2	0	10	0	2	0	0	10	235	120
1110030408	完美射手皮甲+8	36	4	5	1	3	600000	45	神射手专用皮甲	2000	2000	6000	144	0	1	66	51	0	0	0	22	17	2	0	10	0	2	0	0	10	240	120
1110030409	完美射手皮甲+9	36	4	5	1	3	600000	45	神射手专用皮甲	2100	3000	6000	144	0	1	69	54	0	0	0	23	18	2	0	10	0	2	0	0	10	245	120
1110030410	完美射手皮甲+10	36	4	6	1	3	600000	45	神射手专用皮甲	0	4000	6000	144	0	1	72	57	0	0	0	24	19	2	0	10	0	2	0	0	10	250	120
1110040400	神品射手皮甲	36	4	0	1	4	1000000	75	神射手专用皮甲	1200	0	0	240	0	1	42	27	0	0	0	14	9	2	10	10	10	2	10	10	10	200	120
1110040401	神品射手皮甲+1	36	4	0	1	4	1000000	75	神射手专用皮甲	1300	0	0	240	0	1	45	30	0	0	0	15	10	2	10	10	10	2	10	10	10	205	120
1110040402	神品射手皮甲+2	36	4	0	1	4	1000000	75	神射手专用皮甲	1400	0	0	240	0	1	48	33	0	0	0	16	11	2	10	10	10	2	10	10	10	210	120
1110040403	神品射手皮甲+3	36	4	4	1	4	1000000	75	神射手专用皮甲	1500	0	0	240	0	1	51	36	0	0	0	17	12	2	10	10	10	2	10	10	10	215	120
1110040404	神品射手皮甲+4	36	4	4	1	4	1000000	75	神射手专用皮甲	1600	0	0	240	0	1	54	39	0	0	0	18	13	2	10	10	10	2	10	10	10	220	120
1110040405	神品射手皮甲+5	36	4	5	1	4	1000000	75	神射手专用皮甲	1700	0	0	240	0	1	57	42	0	0	0	19	14	2	10	10	10	2	10	10	10	225	120
1110040406	神品射手皮甲+6	36	4	5	1	4	1000000	75	神射手专用皮甲	1800	0	0	240	0	1	60	45	0	0	0	20	15	2	10	10	10	2	10	10	10	230	120
1110040407	神品射手皮甲+7	36	4	5	1	4	1000000	75	神射手专用皮甲	1900	0	0	240	0	1	63	48	0	0	0	21	16	2	10	10	10	2	10	10	10	235	120
1110040408	神品射手皮甲+8	36	4	6	1	4	1000000	75	神射手专用皮甲	2000	0	0	240	0	1	66	51	0	0	0	22	17	2	10	10	10	2	10	10	10	240	120
1110040409	神品射手皮甲+9	36	4	6	1	4	1000000	75	神射手专用皮甲	2100	0	0	240	0	1	69	54	0	0	0	23	18	2	10	10	10	2	10	10	10	245	120
1110040410	神品射手皮甲+10	36	4	7	1	4	1000000	75	神射手专用皮甲	0	0	0	240	0	1	72	57	0	0	0	24	19	2	10	10	10	2	10	10	10	250	120
1110000500	宁静皮甲	48	5	0	1	0	2109	0	给人宁静感觉的皮甲	1600	0	0	0	0	1	57	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1110000501	宁静皮甲+1	48	5	0	1	0	2109	0	给人宁静感觉的皮甲	1800	0	0	0	0	1	60	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1110000502	宁静皮甲+2	48	5	0	1	0	2109	0	给人宁静感觉的皮甲	2000	0	0	0	0	1	63	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1110000503	宁静皮甲+3	48	5	0	1	0	2109	0	给人宁静感觉的皮甲	2200	9000	5000	0	0	1	66	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1110000504	宁静皮甲+4	48	5	0	1	0	2109	0	给人宁静感觉的皮甲	2400	10000	5000	0	0	1	69	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1110000505	宁静皮甲+5	48	5	0	1	0	2109	0	给人宁静感觉的皮甲	2600	10000	5000	0	0	1	72	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1110000506	宁静皮甲+6	48	5	0	1	0	2109	0	给人宁静感觉的皮甲	2800	10000	5000	0	0	1	75	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1110000507	宁静皮甲+7	48	5	0	1	0	2109	0	给人宁静感觉的皮甲	3000	10000	5000	0	0	1	78	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1110000508	宁静皮甲+8	48	5	0	1	0	2109	0	给人宁静感觉的皮甲	3200	10000	5000	0	0	1	81	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1110000509	宁静皮甲+9	48	5	0	1	0	2109	0	给人宁静感觉的皮甲	3400	10000	5000	0	0	1	84	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1110000510	宁静皮甲+10	48	5	0	1	0	2109	0	给人宁静感觉的皮甲	0	10000	5000	0	0	1	87	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1110010500	精品宁静皮甲	48	5	0	1	1	2109	0	给人宁静感觉的皮甲	1600	0	0	0	0	1	57	36	0	0	0	19	12	0	0	0	0	0	0	0	0	0	0
1110010501	精品宁静皮甲+1	48	5	0	1	1	2109	0	给人宁静感觉的皮甲	1800	0	0	0	0	1	60	39	0	0	0	20	13	0	0	0	0	0	0	0	0	0	0
1110010502	精品宁静皮甲+2	48	5	0	1	1	2109	0	给人宁静感觉的皮甲	2000	0	0	0	0	1	63	42	0	0	0	21	14	0	0	0	0	0	0	0	0	0	0
1110010503	精品宁静皮甲+3	48	5	1	1	1	2109	0	给人宁静感觉的皮甲	2200	0	0	0	0	1	66	45	0	0	0	22	15	0	0	0	0	0	0	0	0	0	0
1110010504	精品宁静皮甲+4	48	5	1	1	1	2109	0	给人宁静感觉的皮甲	2400	1000	6000	0	0	1	69	48	0	0	0	23	16	0	0	0	0	0	0	0	0	0	0
1110010505	精品宁静皮甲+5	48	5	2	1	1	2109	0	给人宁静感觉的皮甲	2600	3000	6000	0	0	1	72	51	0	0	0	24	17	0	0	0	0	0	0	0	0	0	0
1110010506	精品宁静皮甲+6	48	5	2	1	1	2109	0	给人宁静感觉的皮甲	2800	5000	6000	0	0	1	75	54	0	0	0	25	18	0	0	0	0	0	0	0	0	0	0
1110010507	精品宁静皮甲+7	48	5	2	1	1	2109	0	给人宁静感觉的皮甲	3000	7000	6000	0	0	1	78	57	0	0	0	26	19	0	0	0	0	0	0	0	0	0	0
1110010508	精品宁静皮甲+8	48	5	3	1	1	2109	0	给人宁静感觉的皮甲	3200	8000	6000	0	0	1	81	60	0	0	0	27	20	0	0	0	0	0	0	0	0	0	0
1110010509	精品宁静皮甲+9	48	5	3	1	1	2109	0	给人宁静感觉的皮甲	3400	9000	6000	0	0	1	84	63	0	0	0	28	21	0	0	0	0	0	0	0	0	0	0
1110010510	精品宁静皮甲+10	48	5	4	1	1	2109	0	给人宁静感觉的皮甲	0	10000	6000	0	0	1	87	66	0	0	0	29	22	0	0	0	0	0	0	0	0	0	0
1110020500	极品宁静皮甲	48	5	0	1	2	2109	0	给人宁静感觉的皮甲	1600	0	0	0	0	1	57	36	0	0	0	19	12	2	0	0	0	2	0	0	0	0	0
1110020501	极品宁静皮甲+1	48	5	0	1	2	2109	0	给人宁静感觉的皮甲	1800	0	0	0	0	1	60	39	0	0	0	20	13	2	0	0	0	2	0	0	0	0	0
1110020502	极品宁静皮甲+2	48	5	0	1	2	2109	0	给人宁静感觉的皮甲	2000	0	0	0	0	1	63	42	0	0	0	21	14	2	0	0	0	2	0	0	0	0	0
1110020503	极品宁静皮甲+3	48	5	2	1	2	2109	0	给人宁静感觉的皮甲	2200	0	0	0	0	1	66	45	0	0	0	22	15	2	0	0	0	2	0	0	0	0	0
1110020504	极品宁静皮甲+4	48	5	2	1	2	2109	0	给人宁静感觉的皮甲	2400	0	0	0	0	1	69	48	0	0	0	23	16	2	0	0	0	2	0	0	0	0	0
1110020505	极品宁静皮甲+5	48	5	3	1	2	2109	0	给人宁静感觉的皮甲	2600	1000	7000	0	0	1	72	51	0	0	0	24	17	2	0	0	0	2	0	0	0	0	0
1110020506	极品宁静皮甲+6	48	5	3	1	2	2109	0	给人宁静感觉的皮甲	2800	2000	7000	0	0	1	75	54	0	0	0	25	18	2	0	0	0	2	0	0	0	0	0
1110020507	极品宁静皮甲+7	48	5	3	1	2	2109	0	给人宁静感觉的皮甲	3000	3000	7000	0	0	1	78	57	0	0	0	26	19	2	0	0	0	2	0	0	0	0	0
1110020508	极品宁静皮甲+8	48	5	4	1	2	2109	0	给人宁静感觉的皮甲	3200	4000	7000	0	0	1	81	60	0	0	0	27	20	2	0	0	0	2	0	0	0	0	0
1110020509	极品宁静皮甲+9	48	5	4	1	2	2109	0	给人宁静感觉的皮甲	3400	5000	7000	0	0	1	84	63	0	0	0	28	21	2	0	0	0	2	0	0	0	0	0
1110020510	极品宁静皮甲+10	48	5	5	1	2	2109	0	给人宁静感觉的皮甲	0	6000	7000	0	0	1	87	66	0	0	0	29	22	2	0	0	0	2	0	0	0	0	0
1110030500	完美宁静皮甲	48	5	0	1	3	960000	53	给人宁静感觉的皮甲	1600	0	0	192	0	1	57	36	0	0	0	19	12	2	0	10	0	2	0	0	10	250	150
1110030501	完美宁静皮甲+1	48	5	0	1	3	960000	53	给人宁静感觉的皮甲	1800	0	0	192	0	1	60	39	0	0	0	20	13	2	0	10	0	2	0	0	10	255	150
1110030502	完美宁静皮甲+2	48	5	0	1	3	960000	53	给人宁静感觉的皮甲	2000	0	0	192	0	1	63	42	0	0	0	21	14	2	0	10	0	2	0	0	10	260	150
1110030503	完美宁静皮甲+3	48	5	3	1	3	960000	53	给人宁静感觉的皮甲	2200	0	0	192	0	1	66	45	0	0	0	22	15	2	0	10	0	2	0	0	10	265	150
1110030504	完美宁静皮甲+4	48	5	3	1	3	960000	53	给人宁静感觉的皮甲	2400	0	0	192	0	1	69	48	0	0	0	23	16	2	0	10	0	2	0	0	10	270	150
1110030505	完美宁静皮甲+5	48	5	4	1	3	960000	53	给人宁静感觉的皮甲	2600	0	0	192	0	1	72	51	0	0	0	24	17	2	0	10	0	2	0	0	10	275	150
1110030506	完美宁静皮甲+6	48	5	4	1	3	960000	53	给人宁静感觉的皮甲	2800	0	0	192	0	1	75	54	0	0	0	25	18	2	0	10	0	2	0	0	10	280	150
1110030507	完美宁静皮甲+7	48	5	4	1	3	960000	53	给人宁静感觉的皮甲	3000	100	8000	192	0	1	78	57	0	0	0	26	19	2	0	10	0	2	0	0	10	285	150
1110030508	完美宁静皮甲+8	48	5	5	1	3	960000	53	给人宁静感觉的皮甲	3200	600	8000	192	0	1	81	60	0	0	0	27	20	2	0	10	0	2	0	0	10	290	150
1110030509	完美宁静皮甲+9	48	5	5	1	3	960000	53	给人宁静感觉的皮甲	3400	1100	8000	192	0	1	84	63	0	0	0	28	21	2	0	10	0	2	0	0	10	295	150
1110030510	完美宁静皮甲+10	48	5	6	1	3	960000	53	给人宁静感觉的皮甲	0	1600	8000	192	0	1	87	66	0	0	0	29	22	2	0	10	0	2	0	0	10	300	150
1110040500	神品宁静皮甲	48	5	0	1	4	1600000	88	给人宁静感觉的皮甲	1600	0	0	320	0	1	57	36	0	0	0	19	12	2	10	10	10	2	10	10	10	250	150
1110040501	神品宁静皮甲+1	48	5	0	1	4	1600000	88	给人宁静感觉的皮甲	1800	0	0	320	0	1	60	39	0	0	0	20	13	2	10	10	10	2	10	10	10	255	150
1110040502	神品宁静皮甲+2	48	5	0	1	4	1600000	88	给人宁静感觉的皮甲	2000	0	0	320	0	1	63	42	0	0	0	21	14	2	10	10	10	2	10	10	10	260	150
1110040503	神品宁静皮甲+3	48	5	4	1	4	1600000	88	给人宁静感觉的皮甲	2200	0	0	320	0	1	66	45	0	0	0	22	15	2	10	10	10	2	10	10	10	265	150
1110040504	神品宁静皮甲+4	48	5	4	1	4	1600000	88	给人宁静感觉的皮甲	2400	0	0	320	0	1	69	48	0	0	0	23	16	2	10	10	10	2	10	10	10	270	150
1110040505	神品宁静皮甲+5	48	5	5	1	4	1600000	88	给人宁静感觉的皮甲	2600	0	0	320	0	1	72	51	0	0	0	24	17	2	10	10	10	2	10	10	10	275	150
1110040506	神品宁静皮甲+6	48	5	5	1	4	1600000	88	给人宁静感觉的皮甲	2800	0	0	320	0	1	75	54	0	0	0	25	18	2	10	10	10	2	10	10	10	280	150
1110040507	神品宁静皮甲+7	48	5	5	1	4	1600000	88	给人宁静感觉的皮甲	3000	0	0	320	0	1	78	57	0	0	0	26	19	2	10	10	10	2	10	10	10	285	150
1110040508	神品宁静皮甲+8	48	5	6	1	4	1600000	88	给人宁静感觉的皮甲	3200	0	0	320	0	1	81	60	0	0	0	27	20	2	10	10	10	2	10	10	10	290	150
1110040509	神品宁静皮甲+9	48	5	6	1	4	1600000	88	给人宁静感觉的皮甲	3400	0	0	320	0	1	84	63	0	0	0	28	21	2	10	10	10	2	10	10	10	295	150
1110040510	神品宁静皮甲+10	48	5	7	1	4	1600000	88	给人宁静感觉的皮甲	0	0	0	320	0	1	87	66	0	0	0	29	22	2	10	10	10	2	10	10	10	300	150
1110000600	溯雪皮甲	60	6	0	1	0	3163	0	洁白的皮甲，犹如溯雪	2200	0	0	0	0	1	74	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1110000601	溯雪皮甲+1	60	6	0	1	0	3163	0	洁白的皮甲，犹如溯雪	2400	0	0	0	0	1	78	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1110000602	溯雪皮甲+2	60	6	0	1	0	3163	0	洁白的皮甲，犹如溯雪	2600	0	0	0	0	1	82	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1110000603	溯雪皮甲+3	60	6	0	1	0	3163	0	洁白的皮甲，犹如溯雪	2800	9000	7000	0	0	1	86	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1110000604	溯雪皮甲+4	60	6	0	1	0	3163	0	洁白的皮甲，犹如溯雪	3000	10000	7000	0	0	1	90	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1110000605	溯雪皮甲+5	60	6	0	1	0	3163	0	洁白的皮甲，犹如溯雪	3200	10000	7000	0	0	1	94	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1110000606	溯雪皮甲+6	60	6	0	1	0	3163	0	洁白的皮甲，犹如溯雪	3400	10000	7000	0	0	1	98	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1110000607	溯雪皮甲+7	60	6	0	1	0	3163	0	洁白的皮甲，犹如溯雪	3600	10000	7000	0	0	1	102	74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1110000608	溯雪皮甲+8	60	6	0	1	0	3163	0	洁白的皮甲，犹如溯雪	3800	10000	7000	0	0	1	106	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1110000609	溯雪皮甲+9	60	6	0	1	0	3163	0	洁白的皮甲，犹如溯雪	4000	10000	7000	0	0	1	110	82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1110000610	溯雪皮甲+10	60	6	0	1	0	3163	0	洁白的皮甲，犹如溯雪	0	10000	7000	0	0	1	114	86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1110010600	精品溯雪皮甲	60	6	0	1	1	3163	0	洁白的皮甲，犹如溯雪	2200	0	0	0	0	1	74	46	0	0	0	24	15	0	0	0	0	0	0	0	0	0	0
1110010601	精品溯雪皮甲+1	60	6	0	1	1	3163	0	洁白的皮甲，犹如溯雪	2400	0	0	0	0	1	78	50	0	0	0	26	16	0	0	0	0	0	0	0	0	0	0
1110010602	精品溯雪皮甲+2	60	6	0	1	1	3163	0	洁白的皮甲，犹如溯雪	2600	0	0	0	0	1	82	54	0	0	0	27	18	0	0	0	0	0	0	0	0	0	0
1110010603	精品溯雪皮甲+3	60	6	1	1	1	3163	0	洁白的皮甲，犹如溯雪	2800	0	0	0	0	1	86	58	0	0	0	28	19	0	0	0	0	0	0	0	0	0	0
1110010604	精品溯雪皮甲+4	60	6	1	1	1	3163	0	洁白的皮甲，犹如溯雪	3000	1000	9000	0	0	1	90	62	0	0	0	30	20	0	0	0	0	0	0	0	0	0	0
1110010605	精品溯雪皮甲+5	60	6	2	1	1	3163	0	洁白的皮甲，犹如溯雪	3200	3000	9000	0	0	1	94	66	0	0	0	31	22	0	0	0	0	0	0	0	0	0	0
1110010606	精品溯雪皮甲+6	60	6	2	1	1	3163	0	洁白的皮甲，犹如溯雪	3400	5000	9000	0	0	1	98	70	0	0	0	32	23	0	0	0	0	0	0	0	0	0	0
1110010607	精品溯雪皮甲+7	60	6	2	1	1	3163	0	洁白的皮甲，犹如溯雪	3600	7000	9000	0	0	1	102	74	0	0	0	34	24	0	0	0	0	0	0	0	0	0	0
1110010608	精品溯雪皮甲+8	60	6	3	1	1	3163	0	洁白的皮甲，犹如溯雪	3800	8000	9000	0	0	1	106	78	0	0	0	35	26	0	0	0	0	0	0	0	0	0	0
1110010609	精品溯雪皮甲+9	60	6	3	1	1	3163	0	洁白的皮甲，犹如溯雪	4000	9000	9000	0	0	1	110	82	0	0	0	36	27	0	0	0	0	0	0	0	0	0	0
1110010610	精品溯雪皮甲+10	60	6	4	1	1	3163	0	洁白的皮甲，犹如溯雪	0	10000	9000	0	0	1	114	86	0	0	0	38	28	0	0	0	0	0	0	0	0	0	0
1110020600	极品溯雪皮甲	60	6	0	1	2	3163	0	洁白的皮甲，犹如溯雪	2200	0	0	0	0	1	74	46	0	0	0	24	15	2	0	0	0	2	0	0	0	0	0
1110020601	极品溯雪皮甲+1	60	6	0	1	2	3163	0	洁白的皮甲，犹如溯雪	2400	0	0	0	0	1	78	50	0	0	0	26	16	2	0	0	0	2	0	0	0	0	0
1110020602	极品溯雪皮甲+2	60	6	0	1	2	3163	0	洁白的皮甲，犹如溯雪	2600	0	0	0	0	1	82	54	0	0	0	27	18	2	0	0	0	2	0	0	0	0	0
1110020603	极品溯雪皮甲+3	60	6	2	1	2	3163	0	洁白的皮甲，犹如溯雪	2800	0	0	0	0	1	86	58	0	0	0	28	19	2	0	0	0	2	0	0	0	0	0
1110020604	极品溯雪皮甲+4	60	6	2	1	2	3163	0	洁白的皮甲，犹如溯雪	3000	0	0	0	0	1	90	62	0	0	0	30	20	2	0	0	0	2	0	0	0	0	0
1110020605	极品溯雪皮甲+5	60	6	3	1	2	3163	0	洁白的皮甲，犹如溯雪	3200	1000	11000	0	0	1	94	66	0	0	0	31	22	2	0	0	0	2	0	0	0	0	0
1110020606	极品溯雪皮甲+6	60	6	3	1	2	3163	0	洁白的皮甲，犹如溯雪	3400	2000	11000	0	0	1	98	70	0	0	0	32	23	2	0	0	0	2	0	0	0	0	0
1110020607	极品溯雪皮甲+7	60	6	3	1	2	3163	0	洁白的皮甲，犹如溯雪	3600	3000	11000	0	0	1	102	74	0	0	0	34	24	2	0	0	0	2	0	0	0	0	0
1110020608	极品溯雪皮甲+8	60	6	4	1	2	3163	0	洁白的皮甲，犹如溯雪	3800	4000	11000	0	0	1	106	78	0	0	0	35	26	2	0	0	0	2	0	0	0	0	0
1110020609	极品溯雪皮甲+9	60	6	4	1	2	3163	0	洁白的皮甲，犹如溯雪	4000	5000	11000	0	0	1	110	82	0	0	0	36	27	2	0	0	0	2	0	0	0	0	0
1110020610	极品溯雪皮甲+10	60	6	5	1	2	3163	0	洁白的皮甲，犹如溯雪	0	6000	11000	0	0	1	114	86	0	0	0	38	28	2	0	0	0	2	0	0	0	0	0
1110030600	完美溯雪皮甲	60	6	0	1	3	1440000	65	洁白的皮甲，犹如溯雪	2200	0	0	288	0	1	74	46	0	0	0	24	15	2	0	10	0	2	0	0	10	300	180
1110030601	完美溯雪皮甲+1	60	6	0	1	3	1440000	65	洁白的皮甲，犹如溯雪	2400	0	0	288	0	1	78	50	0	0	0	26	16	2	0	10	0	2	0	0	10	305	180
1110030602	完美溯雪皮甲+2	60	6	0	1	3	1440000	65	洁白的皮甲，犹如溯雪	2600	0	0	288	0	1	82	54	0	0	0	27	18	2	0	10	0	2	0	0	10	310	180
1110030603	完美溯雪皮甲+3	60	6	3	1	3	1440000	65	洁白的皮甲，犹如溯雪	2800	0	0	288	0	1	86	58	0	0	0	28	19	2	0	10	0	2	0	0	10	315	180
1110030604	完美溯雪皮甲+4	60	6	3	1	3	1440000	65	洁白的皮甲，犹如溯雪	3000	0	0	288	0	1	90	62	0	0	0	30	20	2	0	10	0	2	0	0	10	320	180
1110030605	完美溯雪皮甲+5	60	6	4	1	3	1440000	65	洁白的皮甲，犹如溯雪	3200	0	0	288	0	1	94	66	0	0	0	31	22	2	0	10	0	2	0	0	10	325	180
1110030606	完美溯雪皮甲+6	60	6	4	1	3	1440000	65	洁白的皮甲，犹如溯雪	3400	0	0	288	0	1	98	70	0	0	0	32	23	2	0	10	0	2	0	0	10	330	180
1110030607	完美溯雪皮甲+7	60	6	4	1	3	1440000	65	洁白的皮甲，犹如溯雪	3600	100	13000	288	0	1	102	74	0	0	0	34	24	2	0	10	0	2	0	0	10	335	180
1110030608	完美溯雪皮甲+8	60	6	5	1	3	1440000	65	洁白的皮甲，犹如溯雪	3800	200	13000	288	0	1	106	78	0	0	0	35	26	2	0	10	0	2	0	0	10	340	180
1110030609	完美溯雪皮甲+9	60	6	5	1	3	1440000	65	洁白的皮甲，犹如溯雪	4000	300	13000	288	0	1	110	82	0	0	0	36	27	2	0	10	0	2	0	0	10	345	180
1110030610	完美溯雪皮甲+10	60	6	6	1	3	1440000	65	洁白的皮甲，犹如溯雪	0	400	13000	288	0	1	114	86	0	0	0	38	28	2	0	10	0	2	0	0	10	350	180
1110040600	神品溯雪皮甲	60	6	0	1	4	2400000	108	洁白的皮甲，犹如溯雪	2200	0	0	480	0	1	74	46	0	0	0	24	15	2	10	10	10	2	10	10	10	300	180
1110040601	神品溯雪皮甲+1	60	6	0	1	4	2400000	108	洁白的皮甲，犹如溯雪	2400	0	0	480	0	1	78	50	0	0	0	26	16	2	10	10	10	2	10	10	10	305	180
1110040602	神品溯雪皮甲+2	60	6	0	1	4	2400000	108	洁白的皮甲，犹如溯雪	2600	0	0	480	0	1	82	54	0	0	0	27	18	2	10	10	10	2	10	10	10	310	180
1110040603	神品溯雪皮甲+3	60	6	4	1	4	2400000	108	洁白的皮甲，犹如溯雪	2800	0	0	480	0	1	86	58	0	0	0	28	19	2	10	10	10	2	10	10	10	315	180
1110040604	神品溯雪皮甲+4	60	6	4	1	4	2400000	108	洁白的皮甲，犹如溯雪	3000	0	0	480	0	1	90	62	0	0	0	30	20	2	10	10	10	2	10	10	10	320	180
1110040605	神品溯雪皮甲+5	60	6	5	1	4	2400000	108	洁白的皮甲，犹如溯雪	3200	0	0	480	0	1	94	66	0	0	0	31	22	2	10	10	10	2	10	10	10	325	180
1110040606	神品溯雪皮甲+6	60	6	5	1	4	2400000	108	洁白的皮甲，犹如溯雪	3400	0	0	480	0	1	98	70	0	0	0	32	23	2	10	10	10	2	10	10	10	330	180
1110040607	神品溯雪皮甲+7	60	6	5	1	4	2400000	108	洁白的皮甲，犹如溯雪	3600	0	0	480	0	1	102	74	0	0	0	34	24	2	10	10	10	2	10	10	10	335	180
1110040608	神品溯雪皮甲+8	60	6	6	1	4	2400000	108	洁白的皮甲，犹如溯雪	3800	0	0	480	0	1	106	78	0	0	0	35	26	2	10	10	10	2	10	10	10	340	180
1110040609	神品溯雪皮甲+9	60	6	6	1	4	2400000	108	洁白的皮甲，犹如溯雪	4000	0	0	480	0	1	110	82	0	0	0	36	27	2	10	10	10	2	10	10	10	345	180
1110040610	神品溯雪皮甲+10	60	6	7	1	4	2400000	108	洁白的皮甲，犹如溯雪	0	0	0	480	0	1	114	86	0	0	0	38	28	2	10	10	10	2	10	10	10	350	180
1110000700	天鹰皮甲	72	7	0	2	0	3796	0	有着天鹰徽章的军队统一皮甲	3000	0	0	0	0	1	93	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1110000701	天鹰皮甲+1	72	7	0	2	0	3796	0	有着天鹰徽章的军队统一皮甲	3500	0	0	0	0	1	97	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1110000702	天鹰皮甲+2	72	7	0	2	0	3796	0	有着天鹰徽章的军队统一皮甲	4000	0	0	0	0	1	101	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1110000703	天鹰皮甲+3	72	7	0	2	0	3796	0	有着天鹰徽章的军队统一皮甲	4500	7500	11000	0	0	1	105	68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1110000704	天鹰皮甲+4	72	7	0	2	0	3796	0	有着天鹰徽章的军队统一皮甲	5000	8500	11000	0	0	1	109	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1110000705	天鹰皮甲+5	72	7	0	2	0	3796	0	有着天鹰徽章的军队统一皮甲	5500	9500	11000	0	0	1	113	76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1110000706	天鹰皮甲+6	72	7	0	2	0	3796	0	有着天鹰徽章的军队统一皮甲	6000	10000	11000	0	0	1	117	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
