编号	名字	等级需求	光影等级	图标	品质	金币	元宝	功能描述	攻击距离增加	描述	升等费用	精炼几率	精炼费用	升级费用	种族要求	武器攻击附加状态	状态产生几率	最小物理攻击	最大物理攻击	最小魔法攻击	最大魔法攻击	增加攻击时间	增加攻击间隔	增加攻击命中	双倍攻击几率	附加最小物理攻击	附加最大物理攻击	附加最小魔法攻击	附加最大魔法攻击	物攻加成（等级）	物攻加成（强壮）	物攻加成（敏捷）	物攻加成（智慧）	魔攻加成（等级）	魔攻加成（强壮）	魔攻加成（敏捷）	魔攻加成（智慧）	是否可丢弃
1210042219	进阶·远古·无双之箭·精炼等级：19	0	12	18	4	0	0	攻击目标时，有几率无视防御，使其固定掉血2000	1	无双暗影出品	10000000	0	0	0	0	85000420	30	5144	5836	3204	3308	-408	-408	244	30	96	116	54	58	41	5	24	5	1	5	5	5	0
1210042220	进阶·远古·无双之箭·精炼等级：20	0	12	18	4	0	0	攻击目标时，有几率无视防御，使其固定掉血2100	1	无双暗影出品	10000000	0	0	0	0	85000421	30	5204	5896	3256	3360	-408	-408	248	30	98	118	56	60	43	5	25	5	1	5	5	5	0
1210042221	进阶·远古·无双之箭·精炼等级：21	0	13	18	4	0	0	攻击目标时，有几率无视防御，使其固定掉血2200	1	无双暗影出品	10000000	0	0	0	0	85000422	30	5264	5956	3308	3412	-408	-408	252	30	100	120	58	62	45	5	26	5	1	5	5	5	0
1210042222	进阶·远古·无双之箭·精炼等级：22	0	13	18	4	0	0	攻击目标时，有几率无视防御，使其固定掉血2300	1	无双暗影出品	10000000	0	0	0	0	85000423	30	5324	6016	3360	3464	-408	-408	256	30	102	122	60	64	47	5	27	5	1	5	5	5	0
1210042223	进阶·远古·无双之箭·精炼等级：23	0	13	18	4	0	0	攻击目标时，有几率无视防御，使其固定掉血2400	1	无双暗影出品	10000000	0	0	0	0	85000424	30	5384	6076	3412	3516	-408	-408	260	30	104	124	62	66	49	5	28	5	1	5	5	5	0
1210042224	进阶·远古·无双之箭·精炼等级：24	0	13	18	4	0	0	攻击目标时，有几率无视防御，使其固定掉血2500	1	无双暗影出品	10000000	0	0	0	0	85000425	30	5444	6136	3464	3568	-408	-408	264	30	106	126	64	68	51	5	29	5	1	5	5	5	0
1210042225	进阶·远古·无双之箭·精炼等级：25	0	13	18	4	0	0	攻击目标时，有几率无视防御，使其固定掉血2600	1	无双暗影出品	10000000	0	0	0	0	85000426	30	5504	6196	3516	3620	-408	-408	268	30	108	128	66	70	53	5	30	5	1	5	5	5	0
1210042226	进阶·远古·无双之箭·精炼等级：26	0	13	18	4	0	0	攻击目标时，有几率无视防御，使其固定掉血2700	1	无双暗影出品	10000000	0	0	0	0	85000427	30	5564	6256	3568	3672	-408	-408	272	30	110	130	68	72	55	5	31	5	1	5	5	5	0
1210042227	进阶·远古·无双之箭·精炼等级：27	0	13	18	4	0	0	攻击目标时，有几率无视防御，使其固定掉血2800	1	无双暗影出品	10000000	0	0	0	0	85000428	30	5624	6316	3620	3724	-408	-408	276	30	112	132	70	74	57	5	32	5	1	5	5	5	0
1210042228	进阶·远古·无双之箭·精炼等级：28	0	13	18	4	0	0	攻击目标时，有几率无视防御，使其固定掉血2900	1	无双暗影出品	10000000	0	0	0	0	85000429	30	5684	6376	3672	3776	-408	-408	280	30	114	134	72	76	59	5	33	5	1	5	5	5	0
1210042229	进阶·远古·无双之箭·精炼等级：29	0	13	18	4	0	0	攻击目标时，有几率无视防御，使其固定掉血3000	1	无双暗影出品	10000000	0	0	0	0	85000430	30	5744	6436	3724	3828	-408	-408	284	30	116	136	74	78	61	5	34	5	1	5	5	5	0
1210042230	进阶·远古·无双之箭·精炼等级：30	0	13	18	4	0	0	攻击目标时，有几率无视防御，使其固定掉血3100	1	无双暗影出品	10000000	0	0	0	0	85000431	30	5804	6496	3776	3880	-408	-408	288	30	118	138	76	80	63	5	35	5	1	5	5	5	0
1210042231	进阶·远古·无双之箭·精炼等级：31	0	14	18	4	0	0	攻击目标时，有几率无视防御，使其固定掉血3200	1	无双暗影出品	10000000	0	0	0	0	85000432	30	5864	6556	3828	3932	-408	-408	292	30	120	140	78	82	65	5	36	5	1	5	5	5	0
1210042232	进阶·远古·无双之箭·精炼等级：32	0	14	18	4	0	0	攻击目标时，有几率无视防御，使其固定掉血3300	1	无双暗影出品	10000000	0	0	0	0	85000433	30	5924	6616	3880	3984	-408	-408	296	30	122	142	80	84	67	5	37	5	1	5	5	5	0
1210042233	进阶·远古·无双之箭·精炼等级：33	0	14	18	4	0	0	攻击目标时，有几率无视防御，使其固定掉血3400	1	无双暗影出品	10000000	0	0	0	0	85000434	30	5984	6676	3932	4036	-408	-408	300	30	124	144	82	86	69	5	38	5	1	5	5	5	0
1210042234	进阶·远古·无双之箭·精炼等级：34	0	14	18	4	0	0	攻击目标时，有几率无视防御，使其固定掉血3500	1	无双暗影出品	10000000	0	0	0	0	85000435	30	6044	6736	3984	4088	-408	-408	304	30	126	146	84	88	71	5	39	5	1	5	5	5	0
1210042235	进阶·远古·无双之箭·精炼等级：35	0	14	18	4	0	0	攻击目标时，有几率无视防御，使其固定掉血3600	1	无双暗影出品	10000000	0	0	0	0	85000436	30	6104	6796	4036	4140	-408	-408	308	30	128	148	86	90	73	5	40	5	1	5	5	5	0
1210042236	进阶·远古·无双之箭·精炼等级：36	0	14	18	4	0	0	攻击目标时，有几率无视防御，使其固定掉血3700	1	无双暗影出品	10000000	0	0	0	0	85000437	30	6164	6856	4088	4192	-408	-408	312	30	130	150	88	92	75	5	41	5	1	5	5	5	0
1210042237	进阶·远古·无双之箭·精炼等级：37	0	14	18	4	0	0	攻击目标时，有几率无视防御，使其固定掉血3800	1	无双暗影出品	10000000	0	0	0	0	85000438	30	6224	6916	4140	4244	-408	-408	316	30	132	152	90	94	77	5	42	5	1	5	5	5	0
1210042238	进阶·远古·无双之箭·精炼等级：38	0	14	18	4	0	0	攻击目标时，有几率无视防御，使其固定掉血3900	1	无双暗影出品	10000000	0	0	0	0	85000439	30	6284	6976	4192	4296	-408	-408	320	30	134	154	92	96	79	5	43	5	1	5	5	5	0
1210042239	进阶·远古·无双之箭·精炼等级：39	0	14	18	4	0	0	攻击目标时，有几率无视防御，使其固定掉血4000	1	无双暗影出品	10000000	0	0	0	0	85000440	30	6344	7036	4244	4348	-408	-408	324	30	136	156	94	98	81	5	44	5	1	5	5	5	0
1210042240	进阶·远古·无双之箭·精炼等级：40（附带定身特效）	0	14	18	4	0	0	攻击目标时，有几率无视防御，使其固定掉血4100	1	无双暗影出品	10000000	0	0	0	0	85000441	30	6404	7096	4296	4400	-408	-408	328	30	138	158	96	100	83	5	45	5	1	5	5	5	0
1210042241	进阶·远古·无双之箭·精炼等级：41（附带定身特效）	0	15	18	4	0	0	攻击目标时，有几率无视防御，使其固定掉血4200	1	无双暗影出品	10000000	0	0	0	0	85000442	30	6464	7156	4348	4452	-408	-408	332	30	140	160	98	102	85	5	46	5	1	5	5	5	0
1210042242	进阶·远古·无双之箭·精炼等级：42（附带定身特效）	0	15	18	4	0	0	攻击目标时，有几率无视防御，使其固定掉血4300	2	无双暗影出品	10000000	0	0	0	0	85000443	30	6524	7216	4400	4504	-408	-408	336	30	142	162	100	104	87	5	47	5	1	5	5	5	0
1210042243	进阶·远古·无双之箭·精炼等级：43（附带定身特效）	0	15	18	4	0	0	攻击目标时，有几率无视防御，使其固定掉血4400	2	无双暗影出品	10000000	0	0	0	0	85000444	30	6584	7276	4452	4556	-408	-408	340	30	144	164	102	106	89	5	48	5	1	5	5	5	0
1210042244	进阶·远古·无双之箭·精炼等级：44（附带定身特效）	0	15	18	4	0	0	攻击目标时，有几率无视防御，使其固定掉血4500	2	无双暗影出品	10000000	0	0	0	0	85000445	30	6644	7336	4504	4608	-408	-408	344	30	146	166	104	108	91	5	49	5	1	5	5	5	0
1210042245	进阶·远古·无双之箭·精炼等级：45（附带定身特效）	0	15	18	4	0	0	攻击目标时，有几率无视防御，使其固定掉血4600	2	无双暗影出品	10000000	0	0	0	0	85000446	30	6704	7396	4556	4660	-408	-408	348	30	148	168	106	110	93	5	50	5	1	5	5	5	0
1210042246	进阶·远古·无双之箭·精炼等级：46（附带定身特效）	0	15	18	4	0	0	攻击目标时，有几率无视防御，使其固定掉血4700	2	无双暗影出品	10000000	0	0	0	0	85000447	30	6764	7456	4608	4712	-408	-408	352	30	150	170	108	112	95	5	51	5	1	5	5	5	0
1210042247	进阶·远古·无双之箭·精炼等级：47（附带定身特效）	0	15	18	4	0	0	攻击目标时，有几率无视防御，使其固定掉血4800	2	无双暗影出品	10000000	0	0	0	0	85000448	30	6824	7516	4660	4764	-408	-408	356	30	152	172	110	114	97	5	52	5	1	5	5	5	0
1210042248	进阶·远古·无双之箭·精炼等级：48（附带定身特效）	0	15	18	4	0	0	攻击目标时，有几率无视防御，使其固定掉血4900	2	无双暗影出品	10000000	0	0	0	0	85000449	30	6884	7576	4712	4816	-408	-408	360	30	154	174	112	116	99	5	53	5	1	5	5	5	0
1210042249	进阶·远古·无双之箭·精炼等级：49（附带定身特效）	0	15	18	4	0	0	攻击目标时，有几率无视防御，使其固定掉血5000	2	无双暗影出品	10000000	0	0	0	0	85000450	30	6944	7636	4764	4868	-408	-408	364	30	156	176	114	118	101	5	54	5	1	5	5	5	0
1210042250	进阶·远古·无双之箭·精炼等级：50（附带定身特效）	0	15	18	4	0	0	攻击目标时，有几率无视防御，使其固定掉血5100	2	无双暗影出品	10000000	0	0	0	0	85000451	30	7004	7696	4816	4920	-408	-408	368	30	158	178	116	120	103	5	55	5	1	5	5	5	0
1210042251	进阶·远古·无双之箭·精炼等级：51（附带定身特效）	0	16	18	4	0	0	攻击目标时，有几率无视防御，使其固定掉血5200	2	无双暗影出品	10000000	0	0	0	0	85000452	30	7064	7756	4868	4972	-408	-408	372	30	160	180	118	122	105	5	56	5	1	5	5	5	0
1210042252	进阶·远古·无双之箭·精炼等级：52（附带定身特效）	0	16	18	4	0	0	攻击目标时，有几率无视防御，使其固定掉血5300	2	无双暗影出品	10000000	0	0	0	0	85000453	30	7124	7816	4920	5024	-408	-408	376	30	162	182	120	124	107	5	57	5	1	5	5	5	0
1210042253	进阶·远古·无双之箭·精炼等级：53（附带定身特效）	0	16	18	4	0	0	攻击目标时，有几率无视防御，使其固定掉血5400	2	无双暗影出品	10000000	0	0	0	0	85000454	30	7184	7876	4972	5076	-408	-408	380	30	164	184	122	126	109	5	58	5	1	5	5	5	0
1210042254	进阶·远古·无双之箭·精炼等级：54（附带定身特效）	0	16	18	4	0	0	攻击目标时，有几率无视防御，使其固定掉血5500	2	无双暗影出品	10000000	0	0	0	0	85000455	30	7244	7936	5024	5128	-408	-408	384	30	166	186	124	128	111	5	59	5	1	5	5	5	0
1210042255	进阶·远古·无双之箭·精炼等级：55（附带定身特效）	0	16	18	4	0	0	攻击目标时，有几率无视防御，使其固定掉血5600	2	无双暗影出品	10000000	0	0	0	0	85000456	30	7304	7996	5076	5180	-408	-408	388	30	168	188	126	130	113	5	60	5	1	5	5	5	0
1210042256	进阶·远古·无双之箭·精炼等级：56（附带定身特效）	0	16	18	4	0	0	攻击目标时，有几率无视防御，使其固定掉血5700	2	无双暗影出品	10000000	0	0	0	0	85000457	30	7364	8056	5128	5232	-408	-408	392	30	170	190	128	132	115	5	61	5	1	5	5	5	0
1210042257	进阶·远古·无双之箭·精炼等级：57（附带定身特效）	0	16	18	4	0	0	攻击目标时，有几率无视防御，使其固定掉血5800	2	无双暗影出品	10000000	0	0	0	0	85000458	30	7424	8116	5180	5284	-408	-408	396	30	172	192	130	134	117	5	62	5	1	5	5	5	0
1210042258	进阶·远古·无双之箭·精炼等级：58（附带定身特效）	0	16	18	4	0	0	攻击目标时，有几率无视防御，使其固定掉血5900	2	无双暗影出品	10000000	0	0	0	0	85000459	30	7484	8176	5232	5336	-408	-408	400	30	174	194	132	136	119	5	63	5	1	5	5	5	0
1210042259	进阶·远古·无双之箭·精炼等级：59（附带定身特效）	0	16	18	4	0	0	攻击目标时，有几率无视防御，使其固定掉血6000	2	无双暗影出品	10000000	0	0	0	0	85000460	30	7544	8236	5284	5388	-408	-408	404	30	176	196	134	138	121	5	64	5	1	5	5	5	0
1210042260	进阶·远古·无双之箭·精炼等级：60（附带定身特效）	0	16	18	4	0	0	攻击目标时，有几率无视防御，使其固定掉血6100	2	无双暗影出品	10000000	0	0	0	0	85000461	30	7604	8296	5336	5440	-408	-408	408	30	178	198	136	140	123	5	65	5	1	5	5	5	0
1210042261	进阶·远古·无双之箭·精炼等级：61（附带定身特效）	0	17	18	4	0	0	攻击目标时，有几率无视防御，使其固定掉血6200	2	无双暗影出品	10000000	0	0	0	0	85000462	30	7664	8356	5388	5492	-408	-408	412	30	180	200	138	142	125	5	66	5	1	5	5	5	0
1210042262	进阶·远古·无双之箭·精炼等级：62（附带定身特效）	0	17	18	4	0	0	攻击目标时，有几率无视防御，使其固定掉血6300	2	无双暗影出品	10000000	0	0	0	0	85000463	30	7724	8416	5440	5544	-408	-408	416	30	182	202	140	144	127	5	67	5	1	5	5	5	0
1210042263	进阶·远古·无双之箭·精炼等级：63（附带定身特效）	0	17	18	4	0	0	攻击目标时，有几率无视防御，使其固定掉血6400	2	无双暗影出品	10000000	0	0	0	0	85000464	30	7784	8476	5492	5596	-408	-408	420	30	184	204	142	146	129	5	68	5	1	5	5	5	0
1210042264	进阶·远古·无双之箭·精炼等级：64（附带定身特效）	0	17	18	4	0	0	攻击目标时，有几率无视防御，使其固定掉血6500	2	无双暗影出品	10000000	0	0	0	0	85000465	30	7844	8536	5544	5648	-408	-408	424	30	186	206	144	148	131	5	69	5	1	5	5	5	0
1210042265	进阶·远古·无双之箭·精炼等级：65（附带定身特效）	0	17	18	4	0	0	攻击目标时，有几率无视防御，使其固定掉血6600	2	无双暗影出品	10000000	0	0	0	0	85000466	30	7904	8596	5596	5700	-408	-408	428	30	188	208	146	150	133	5	70	5	1	5	5	5	0
1210042266	进阶·远古·无双之箭·精炼等级：66（附带定身特效）	0	17	18	4	0	0	攻击目标时，有几率无视防御，使其固定掉血6700	2	无双暗影出品	10000000	0	0	0	0	85000467	30	7964	8656	5648	5752	-408	-408	432	30	190	210	148	152	135	5	71	5	1	5	5	5	0
1210042267	进阶·远古·无双之箭·精炼等级：67（附带定身特效）	0	17	18	4	0	0	攻击目标时，有几率无视防御，使其固定掉血6800	2	无双暗影出品	10000000	0	0	0	0	85000468	30	8024	8716	5700	5804	-408	-408	436	30	192	212	150	154	137	5	72	5	1	5	5	5	0
1210042268	进阶·远古·无双之箭·精炼等级：68（附带定身特效）	0	17	18	4	0	0	攻击目标时，有几率无视防御，使其固定掉血6900	2	无双暗影出品	10000000	0	0	0	0	85000469	30	8084	8776	5752	5856	-408	-408	440	30	194	214	152	156	139	5	73	5	1	5	5	5	0
1210042269	进阶·远古·无双之箭·精炼等级：69（附带定身特效）	0	17	18	4	0	0	攻击目标时，有几率无视防御，使其固定掉血7000	2	无双暗影出品	10000000	0	0	0	0	85000470	30	8144	8836	5804	5908	-408	-408	444	30	196	216	154	158	141	5	74	5	1	5	5	5	0
1210042270	进阶·远古·无双之箭·精炼等级：70（附带定身特效）	0	17	18	4	0	0	攻击目标时，有几率无视防御，使其固定掉血7100	2	无双暗影出品	10000000	0	0	0	0	85000471	30	8204	8896	5856	5960	-408	-408	448	30	198	218	156	160	143	5	75	5	1	5	5	5	0
1210042271	进阶·远古·无双之箭·精炼等级：71（附带定身特效）	0	18	18	4	0	0	攻击目标时，有几率无视防御，使其固定掉血7200	2	无双暗影出品	10000000	0	0	0	0	85000472	30	8264	8956	5908	6012	-408	-408	452	30	200	220	158	162	145	5	76	5	1	5	5	5	0
1210042272	进阶·远古·无双之箭·精炼等级：72（附带定身特效）	0	18	18	4	0	0	攻击目标时，有几率无视防御，使其固定掉血7300	2	无双暗影出品	10000000	0	0	0	0	85000473	30	8324	9016	5960	6064	-408	-408	456	30	202	222	160	164	147	5	77	5	1	5	5	5	0
1210042273	进阶·远古·无双之箭·精炼等级：73（附带定身特效）	0	18	18	4	0	0	攻击目标时，有几率无视防御，使其固定掉血7400	2	无双暗影出品	10000000	0	0	0	0	85000474	30	8384	9076	6012	6116	-408	-408	460	30	204	224	162	166	149	5	78	5	1	5	5	5	0
1210042274	进阶·远古·无双之箭·精炼等级：74（附带定身特效）	0	18	18	4	0	0	攻击目标时，有几率无视防御，使其固定掉血7500	2	无双暗影出品	10000000	0	0	0	0	85000475	30	8444	9136	6064	6168	-408	-408	464	30	206	226	164	168	151	5	79	5	1	5	5	5	0
1210042275	进阶·远古·无双之箭·精炼等级：75（附带定身特效）	0	18	18	4	0	0	攻击目标时，有几率无视防御，使其固定掉血7600	2	无双暗影出品	10000000	0	0	0	0	85000476	30	8504	9196	6116	6220	-408	-408	468	30	208	228	166	170	153	5	80	5	1	5	5	5	0
1210042276	进阶·远古·无双之箭·精炼等级：76（附带定身特效）	0	18	18	4	0	0	攻击目标时，有几率无视防御，使其固定掉血7700	2	无双暗影出品	10000000	0	0	0	0	85000477	30	8564	9256	6168	6272	-408	-408	472	30	210	230	168	172	155	5	81	5	1	5	5	5	0
1210042277	进阶·远古·无双之箭·精炼等级：77（附带定身特效）	0	18	18	4	0	0	攻击目标时，有几率无视防御，使其固定掉血7800	2	无双暗影出品	10000000	0	0	0	0	85000478	30	8624	9316	6220	6324	-408	-408	476	30	212	232	170	174	157	5	82	5	1	5	5	5	0
1210042278	进阶·远古·无双之箭·精炼等级：78（附带定身特效）	0	18	18	4	0	0	攻击目标时，有几率无视防御，使其固定掉血7900	2	无双暗影出品	10000000	0	0	0	0	85000479	30	8684	9376	6272	6376	-408	-408	480	30	214	234	172	176	159	5	83	5	1	5	5	5	0
1210042279	进阶·远古·无双之箭·精炼等级：79（附带定身特效）	0	18	18	4	0	0	攻击目标时，有几率无视防御，使其固定掉血8000	2	无双暗影出品	10000000	0	0	0	0	85000480	30	8744	9436	6324	6428	-408	-408	484	30	216	236	174	178	161	5	84	5	1	5	5	5	0
1210042280	进阶·远古·无双之箭·精炼等级：80（附带定身特效）	0	18	18	4	0	0	攻击目标时，有几率无视防御，使其固定掉血8000	2	无双暗影出品	0	0	0	0	0	85000480	30	8804	9496	6376	6480	-408	-408	488	30	218	238	176	180	163	5	85	5	1	5	5	5	0
