编号	名字	等级需求	光影等级	图标	品质	金币	元宝	功能描述	攻击距离增加	描述	升等费用	精炼几率	精炼费用	升级费用	种族要求	武器攻击附加状态	状态产生几率	最小物理攻击	最大物理攻击	最小魔法攻击	最大魔法攻击	增加攻击时间	增加攻击间隔	增加攻击命中	双倍攻击几率	附加最小物理攻击	附加最大物理攻击	附加最小魔法攻击	附加最大魔法攻击	物攻加成（等级）	物攻加成（强壮）	物攻加成（敏捷）	物攻加成（智慧）	魔攻加成（等级）	魔攻加成（强壮）	魔攻加成（敏捷）	魔攻加成（智慧）
1210000410	森林长弓+10	36	0	4	0	4500	0		0	资深的老猎人才能够使用的长弓	0	10000	3000	0	0	0	0	730	884	228	260	-500	-500	25	2	0	0	0	0	0	0	0	0	0	0	0	0
1210010400	精品森林长弓	36	0	4	1	4500	0		0	资深的老猎人才能够使用的长弓	1200	0	0	0	0	0	0	470	624	128	160	-500	-500	15	2	58	78	0	0	0	0	0	0	0	0	0	0
1210010401	精品森林长弓+1	36	0	4	1	4500	0		0	资深的老猎人才能够使用的长弓	1300	0	0	0	0	0	0	496	650	138	170	-500	-500	16	2	62	81	0	0	0	0	0	0	0	0	0	0
1210010402	精品森林长弓+2	36	0	4	1	4500	0		0	资深的老猎人才能够使用的长弓	1400	0	0	0	0	0	0	522	676	148	180	-500	-500	17	2	65	84	0	0	0	0	0	0	0	0	0	0
1210010403	精品森林长弓+3	36	1	4	1	4500	0		0	资深的老猎人才能够使用的长弓	1500	0	0	0	0	0	0	548	702	158	190	-500	-500	18	2	68	87	0	0	0	0	0	0	0	0	0	0
1210010404	精品森林长弓+4	36	1	4	1	4500	0		0	资深的老猎人才能够使用的长弓	1600	5000	4000	0	0	0	0	574	728	168	200	-500	-500	19	2	71	91	0	0	0	0	0	0	0	0	0	0
1210010405	精品森林长弓+5	36	2	4	1	4500	0		0	资深的老猎人才能够使用的长弓	1700	6000	4000	0	0	0	0	600	754	178	210	-500	-500	20	2	75	94	0	0	0	0	0	0	0	0	0	0
1210010406	精品森林长弓+6	36	2	4	1	4500	0		0	资深的老猎人才能够使用的长弓	1800	7000	4000	0	0	0	0	626	780	188	220	-500	-500	21	2	78	97	0	0	0	0	0	0	0	0	0	0
1210010407	精品森林长弓+7	36	2	4	1	4500	0		0	资深的老猎人才能够使用的长弓	1900	8000	4000	0	0	0	0	652	806	198	230	-500	-500	22	2	81	100	0	0	0	0	0	0	0	0	0	0
1210010408	精品森林长弓+8	36	3	4	1	4500	0		0	资深的老猎人才能够使用的长弓	2000	9000	4000	0	0	0	0	678	832	208	240	-500	-500	23	2	84	104	0	0	0	0	0	0	0	0	0	0
1210010409	精品森林长弓+9	36	3	4	1	4500	0		0	资深的老猎人才能够使用的长弓	2100	10000	4000	0	0	0	0	704	858	218	250	-500	-500	24	2	88	107	0	0	0	0	0	0	0	0	0	0
1210010410	精品森林长弓+10	36	4	4	1	4500	0		0	资深的老猎人才能够使用的长弓	0	10000	4000	0	0	0	0	730	884	228	260	-500	-500	25	2	91	110	0	0	0	0	0	0	0	0	0	0
1210020400	极品森林长弓	36	0	4	2	4500	0		0	资深的老猎人才能够使用的长弓	1200	0	0	0	0	0	0	470	624	128	160	-500	-500	15	2	58	78	16	20	2	0	0	0	2	0	0	0
1210020401	极品森林长弓+1	36	0	4	2	4500	0		0	资深的老猎人才能够使用的长弓	1300	0	0	0	0	0	0	496	650	138	170	-500	-500	16	2	62	81	17	21	2	0	0	0	2	0	0	0
1210020402	极品森林长弓+2	36	0	4	2	4500	0		0	资深的老猎人才能够使用的长弓	1400	0	0	0	0	0	0	522	676	148	180	-500	-500	17	2	65	84	18	22	2	0	0	0	2	0	0	0
1210020403	极品森林长弓+3	36	2	4	2	4500	0		0	资深的老猎人才能够使用的长弓	1500	0	0	0	0	0	0	548	702	158	190	-500	-500	18	2	68	87	19	23	2	0	0	0	2	0	0	0
1210020404	极品森林长弓+4	36	2	4	2	4500	0		0	资深的老猎人才能够使用的长弓	1600	0	0	0	0	0	0	574	728	168	200	-500	-500	19	2	71	91	21	25	2	0	0	0	2	0	0	0
1210020405	极品森林长弓+5	36	3	4	2	4500	0		0	资深的老猎人才能够使用的长弓	1700	1000	5000	0	0	0	0	600	754	178	210	-500	-500	20	2	75	94	22	26	2	0	0	0	2	0	0	0
1210020406	极品森林长弓+6	36	3	4	2	4500	0		0	资深的老猎人才能够使用的长弓	1800	2000	5000	0	0	0	0	626	780	188	220	-500	-500	21	2	78	97	23	27	2	0	0	0	2	0	0	0
1210020407	极品森林长弓+7	36	3	4	2	4500	0		0	资深的老猎人才能够使用的长弓	1900	3500	5000	0	0	0	0	652	806	198	230	-500	-500	22	2	81	100	24	28	2	0	0	0	2	0	0	0
1210020408	极品森林长弓+8	36	4	4	2	4500	0		0	资深的老猎人才能够使用的长弓	2000	5000	5000	0	0	0	0	678	832	208	240	-500	-500	23	2	84	104	26	30	2	0	0	0	2	0	0	0
1210020409	极品森林长弓+9	36	4	4	2	4500	0		0	资深的老猎人才能够使用的长弓	2100	7000	5000	0	0	0	0	704	858	218	250	-500	-500	24	2	88	107	27	31	2	0	0	0	2	0	0	0
1210020410	极品森林长弓+10	36	5	4	2	4500	0		0	资深的老猎人才能够使用的长弓	0	10000	5000	0	0	0	0	730	884	228	260	-500	-500	25	2	91	110	28	32	2	0	0	0	2	0	0	0
1210030400	完美森林长弓	36	0	4	3	1440000	108		0	资深的老猎人才能够使用的长弓	1200	0	0	384	0	0	0	470	624	128	160	-500	-500	15	2	58	78	16	20	2	0	10	0	2	0	0	10
1210030401	完美森林长弓+1	36	0	4	3	1440000	108		0	资深的老猎人才能够使用的长弓	1300	0	0	384	0	0	0	496	650	138	170	-500	-500	16	2	62	81	17	21	2	0	10	0	2	0	0	10
1210030402	完美森林长弓+2	36	0	4	3	1440000	108		0	资深的老猎人才能够使用的长弓	1400	0	0	384	0	0	0	522	676	148	180	-500	-500	17	2	65	84	18	22	2	0	10	0	2	0	0	10
1210030403	完美森林长弓+3	36	3	4	3	1440000	108		0	资深的老猎人才能够使用的长弓	1500	0	0	384	0	0	0	548	702	158	190	-500	-500	18	2	68	87	19	23	2	0	10	0	2	0	0	10
1210030404	完美森林长弓+4	36	3	4	3	1440000	108		0	资深的老猎人才能够使用的长弓	1600	0	0	384	0	0	0	574	728	168	200	-500	-500	19	2	71	91	21	25	2	0	10	0	2	0	0	10
1210030405	完美森林长弓+5	36	4	4	3	1440000	108		0	资深的老猎人才能够使用的长弓	1700	0	0	384	0	0	0	600	754	178	210	-500	-500	20	2	75	94	22	26	2	0	10	0	2	0	0	10
1210030406	完美森林长弓+6	36	4	4	3	1440000	108		0	资深的老猎人才能够使用的长弓	1800	0	0	384	0	0	0	626	780	188	220	-500	-500	21	2	78	97	23	27	2	0	10	0	2	0	0	10
1210030407	完美森林长弓+7	36	4	4	3	1440000	108		0	资深的老猎人才能够使用的长弓	1900	1000	6000	384	0	0	0	652	806	198	230	-500	-500	22	2	81	100	24	28	2	0	10	0	2	0	0	10
1210030408	完美森林长弓+8	36	5	4	3	1440000	108		0	资深的老猎人才能够使用的长弓	2000	2000	6000	384	0	0	0	678	832	208	240	-500	-500	23	2	84	104	26	30	2	0	10	0	2	0	0	10
1210030409	完美森林长弓+9	36	5	4	3	1440000	108		0	资深的老猎人才能够使用的长弓	2100	3000	6000	384	0	0	0	704	858	218	250	-500	-500	24	2	88	107	27	31	2	0	10	0	2	0	0	10
1210030410	完美森林长弓+10	36	6	4	3	1440000	108		0	资深的老猎人才能够使用的长弓	0	4000	6000	384	0	0	0	730	884	228	260	-500	-500	25	2	91	110	28	32	2	0	10	0	2	0	0	10
1210040400	神品森林长弓	36	0	4	4	2400000	180		0	资深的老猎人才能够使用的长弓	1200	0	0	640	0	85000503	5	470	624	128	160	-500	-500	15	2	58	78	16	20	2	10	10	10	2	10	10	10
1210040401	神品森林长弓+1	36	0	4	4	2400000	180		0	资深的老猎人才能够使用的长弓	1300	0	0	640	0	85000503	10	496	650	138	170	-500	-500	16	2	62	81	17	21	2	10	10	10	2	10	10	10
1210040402	神品森林长弓+2	36	0	4	4	2400000	180		0	资深的老猎人才能够使用的长弓	1400	0	0	640	0	85000503	15	522	676	148	180	-500	-500	17	2	65	84	18	22	2	10	10	10	2	10	10	10
1210040403	神品森林长弓+3	36	4	4	4	2400000	180		0	资深的老猎人才能够使用的长弓	1500	0	0	640	0	85000503	20	548	702	158	190	-500	-500	18	2	68	87	19	23	2	10	10	10	2	10	10	10
1210040404	神品森林长弓+4	36	4	4	4	2400000	180		0	资深的老猎人才能够使用的长弓	1600	0	0	640	0	85000503	25	574	728	168	200	-500	-500	19	2	71	91	21	25	2	10	10	10	2	10	10	10
1210040405	神品森林长弓+5	36	5	4	4	2400000	180		0	资深的老猎人才能够使用的长弓	1700	0	0	640	0	85000503	30	600	754	178	210	-500	-500	20	2	75	94	22	26	2	10	10	10	2	10	10	10
1210040406	神品森林长弓+6	36	5	4	4	2400000	180		0	资深的老猎人才能够使用的长弓	1800	0	0	640	0	85000503	35	626	780	188	220	-500	-500	21	2	78	97	23	27	2	10	10	10	2	10	10	10
1210040407	神品森林长弓+7	36	5	4	4	2400000	180		0	资深的老猎人才能够使用的长弓	1900	0	0	640	0	85000503	40	652	806	198	230	-500	-500	22	2	81	100	24	28	2	10	10	10	2	10	10	10
1210040408	神品森林长弓+8	36	6	4	4	2400000	180		0	资深的老猎人才能够使用的长弓	2000	0	0	640	0	85000503	45	678	832	208	240	-500	-500	23	2	84	104	26	30	2	10	10	10	2	10	10	10
1210040409	神品森林长弓+9	36	6	4	4	2400000	180		0	资深的老猎人才能够使用的长弓	2100	0	0	640	0	85000503	50	704	858	218	250	-500	-500	24	2	88	107	27	31	2	10	10	10	2	10	10	10
1210040410	神品森林长弓+10	36	7	4	4	2400000	180		0	资深的老猎人才能够使用的长弓	0	0	0	640	0	85000503	55	730	884	228	260	-500	-500	25	2	91	110	28	32	2	10	10	10	2	10	10	10
1210000500	卓越长弓	48	0	5	0	5624	0		0	经过高明工匠精心制作的卓越之弓	1600	0	0	0	0	0	0	600	878	186	204	-500	-500	21	2	0	0	0	0	0	0	0	0	0	0	0	0
1210000501	卓越长弓+1	48	0	5	0	5624	0		0	经过高明工匠精心制作的卓越之弓	1800	0	0	0	0	0	0	626	904	196	214	-500	-500	22	2	0	0	0	0	0	0	0	0	0	0	0	0
1210000502	卓越长弓+2	48	0	5	0	5624	0		0	经过高明工匠精心制作的卓越之弓	2000	0	0	0	0	0	0	652	930	206	224	-500	-500	23	2	0	0	0	0	0	0	0	0	0	0	0	0
1210000503	卓越长弓+3	48	0	5	0	5624	0		0	经过高明工匠精心制作的卓越之弓	2200	9000	5000	0	0	0	0	678	956	216	234	-500	-500	24	2	0	0	0	0	0	0	0	0	0	0	0	0
1210000504	卓越长弓+4	48	0	5	0	5624	0		0	经过高明工匠精心制作的卓越之弓	2400	10000	5000	0	0	0	0	704	982	226	244	-500	-500	25	2	0	0	0	0	0	0	0	0	0	0	0	0
1210000505	卓越长弓+5	48	0	5	0	5624	0		0	经过高明工匠精心制作的卓越之弓	2600	10000	5000	0	0	0	0	730	1008	236	254	-500	-500	26	2	0	0	0	0	0	0	0	0	0	0	0	0
1210000506	卓越长弓+6	48	0	5	0	5624	0		0	经过高明工匠精心制作的卓越之弓	2800	10000	5000	0	0	0	0	756	1034	246	264	-500	-500	27	2	0	0	0	0	0	0	0	0	0	0	0	0
1210000507	卓越长弓+7	48	0	5	0	5624	0		0	经过高明工匠精心制作的卓越之弓	3000	10000	5000	0	0	0	0	782	1060	256	274	-500	-500	28	2	0	0	0	0	0	0	0	0	0	0	0	0
1210000508	卓越长弓+8	48	0	5	0	5624	0		0	经过高明工匠精心制作的卓越之弓	3200	10000	5000	0	0	0	0	808	1086	266	284	-500	-500	29	2	0	0	0	0	0	0	0	0	0	0	0	0
1210000509	卓越长弓+9	48	0	5	0	5624	0		0	经过高明工匠精心制作的卓越之弓	3400	10000	5000	0	0	0	0	834	1112	276	294	-500	-500	30	2	0	0	0	0	0	0	0	0	0	0	0	0
1210000510	卓越长弓+10	48	0	5	0	5624	0		0	经过高明工匠精心制作的卓越之弓	0	10000	5000	0	0	0	0	860	1138	286	304	-500	-500	31	2	0	0	0	0	0	0	0	0	0	0	0	0
1210010500	精品卓越长弓	48	0	5	1	5624	0		0	经过高明工匠精心制作的卓越之弓	1600	0	0	0	0	0	0	600	878	186	204	-500	-500	21	2	75	109	0	0	0	0	0	0	0	0	0	0
1210010501	精品卓越长弓+1	48	0	5	1	5624	0		0	经过高明工匠精心制作的卓越之弓	1800	0	0	0	0	0	0	626	904	196	214	-500	-500	22	2	78	113	0	0	0	0	0	0	0	0	0	0
1210010502	精品卓越长弓+2	48	0	5	1	5624	0		0	经过高明工匠精心制作的卓越之弓	2000	0	0	0	0	0	0	652	930	206	224	-500	-500	23	2	81	116	0	0	0	0	0	0	0	0	0	0
1210010503	精品卓越长弓+3	48	1	5	1	5624	0		0	经过高明工匠精心制作的卓越之弓	2200	0	0	0	0	0	0	678	956	216	234	-500	-500	24	2	84	119	0	0	0	0	0	0	0	0	0	0
1210010504	精品卓越长弓+4	48	1	5	1	5624	0		0	经过高明工匠精心制作的卓越之弓	2400	1000	6000	0	0	0	0	704	982	226	244	-500	-500	25	2	88	122	0	0	0	0	0	0	0	0	0	0
1210010505	精品卓越长弓+5	48	2	5	1	5624	0		0	经过高明工匠精心制作的卓越之弓	2600	3000	6000	0	0	0	0	730	1008	236	254	-500	-500	26	2	91	126	0	0	0	0	0	0	0	0	0	0
1210010506	精品卓越长弓+6	48	2	5	1	5624	0		0	经过高明工匠精心制作的卓越之弓	2800	5000	6000	0	0	0	0	756	1034	246	264	-500	-500	27	2	94	129	0	0	0	0	0	0	0	0	0	0
1210010507	精品卓越长弓+7	48	2	5	1	5624	0		0	经过高明工匠精心制作的卓越之弓	3000	7000	6000	0	0	0	0	782	1060	256	274	-500	-500	28	2	97	132	0	0	0	0	0	0	0	0	0	0
1210010508	精品卓越长弓+8	48	3	5	1	5624	0		0	经过高明工匠精心制作的卓越之弓	3200	8000	6000	0	0	0	0	808	1086	266	284	-500	-500	29	2	101	135	0	0	0	0	0	0	0	0	0	0
1210010509	精品卓越长弓+9	48	3	5	1	5624	0		0	经过高明工匠精心制作的卓越之弓	3400	9000	6000	0	0	0	0	834	1112	276	294	-500	-500	30	2	104	139	0	0	0	0	0	0	0	0	0	0
1210010510	精品卓越长弓+10	48	4	5	1	5624	0		0	经过高明工匠精心制作的卓越之弓	0	10000	6000	0	0	0	0	860	1138	286	304	-500	-500	31	2	107	142	0	0	0	0	0	0	0	0	0	0
1210020500	极品卓越长弓	48	0	5	2	5624	0		0	经过高明工匠精心制作的卓越之弓	1600	0	0	0	0	0	0	600	878	186	204	-500	-500	21	2	75	109	23	25	2	0	0	0	2	0	0	0
1210020501	极品卓越长弓+1	48	0	5	2	5624	0		0	经过高明工匠精心制作的卓越之弓	1800	0	0	0	0	0	0	626	904	196	214	-500	-500	22	2	78	113	24	26	2	0	0	0	2	0	0	0
1210020502	极品卓越长弓+2	48	0	5	2	5624	0		0	经过高明工匠精心制作的卓越之弓	2000	0	0	0	0	0	0	652	930	206	224	-500	-500	23	2	81	116	25	28	2	0	0	0	2	0	0	0
1210020503	极品卓越长弓+3	48	2	5	2	5624	0		0	经过高明工匠精心制作的卓越之弓	2200	0	0	0	0	0	0	678	956	216	234	-500	-500	24	2	84	119	27	29	2	0	0	0	2	0	0	0
1210020504	极品卓越长弓+4	48	2	5	2	5624	0		0	经过高明工匠精心制作的卓越之弓	2400	0	0	0	0	0	0	704	982	226	244	-500	-500	25	2	88	122	28	30	2	0	0	0	2	0	0	0
1210020505	极品卓越长弓+5	48	3	5	2	5624	0		0	经过高明工匠精心制作的卓越之弓	2600	1000	7000	0	0	0	0	730	1008	236	254	-500	-500	26	2	91	126	29	31	2	0	0	0	2	0	0	0
1210020506	极品卓越长弓+6	48	3	5	2	5624	0		0	经过高明工匠精心制作的卓越之弓	2800	2000	7000	0	0	0	0	756	1034	246	264	-500	-500	27	2	94	129	30	33	2	0	0	0	2	0	0	0
1210020507	极品卓越长弓+7	48	3	5	2	5624	0		0	经过高明工匠精心制作的卓越之弓	3000	3000	7000	0	0	0	0	782	1060	256	274	-500	-500	28	2	97	132	32	34	2	0	0	0	2	0	0	0
1210020508	极品卓越长弓+8	48	4	5	2	5624	0		0	经过高明工匠精心制作的卓越之弓	3200	4000	7000	0	0	0	0	808	1086	266	284	-500	-500	29	2	101	135	33	35	2	0	0	0	2	0	0	0
1210020509	极品卓越长弓+9	48	4	5	2	5624	0		0	经过高明工匠精心制作的卓越之弓	3400	5000	7000	0	0	0	0	834	1112	276	294	-500	-500	30	2	104	139	34	36	2	0	0	0	2	0	0	0
1210020510	极品卓越长弓+10	48	5	5	2	5624	0		0	经过高明工匠精心制作的卓越之弓	0	6000	7000	0	0	0	0	860	1138	286	304	-500	-500	31	2	107	142	35	38	2	0	0	0	2	0	0	0
1210030500	完美卓越长弓	48	0	5	3	2400000	132		0	经过高明工匠精心制作的卓越之弓	1600	0	0	480	0	0	0	600	878	186	204	-500	-500	21	2	75	109	23	25	2	0	10	0	2	0	0	10
1210030501	完美卓越长弓+1	48	0	5	3	2400000	132		0	经过高明工匠精心制作的卓越之弓	1800	0	0	480	0	0	0	626	904	196	214	-500	-500	22	2	78	113	24	26	2	0	10	0	2	0	0	10
1210030502	完美卓越长弓+2	48	0	5	3	2400000	132		0	经过高明工匠精心制作的卓越之弓	2000	0	0	480	0	0	0	652	930	206	224	-500	-500	23	2	81	116	25	28	2	0	10	0	2	0	0	10
1210030503	完美卓越长弓+3	48	3	5	3	2400000	132		0	经过高明工匠精心制作的卓越之弓	2200	0	0	480	0	0	0	678	956	216	234	-500	-500	24	2	84	119	27	29	2	0	10	0	2	0	0	10
1210030504	完美卓越长弓+4	48	3	5	3	2400000	132		0	经过高明工匠精心制作的卓越之弓	2400	0	0	480	0	0	0	704	982	226	244	-500	-500	25	2	88	122	28	30	2	0	10	0	2	0	0	10
1210030505	完美卓越长弓+5	48	4	5	3	2400000	132		0	经过高明工匠精心制作的卓越之弓	2600	0	0	480	0	0	0	730	1008	236	254	-500	-500	26	2	91	126	29	31	2	0	10	0	2	0	0	10
1210030506	完美卓越长弓+6	48	4	5	3	2400000	132		0	经过高明工匠精心制作的卓越之弓	2800	0	0	480	0	0	0	756	1034	246	264	-500	-500	27	2	94	129	30	33	2	0	10	0	2	0	0	10
1210030507	完美卓越长弓+7	48	4	5	3	2400000	132		0	经过高明工匠精心制作的卓越之弓	3000	100	8000	480	0	0	0	782	1060	256	274	-500	-500	28	2	97	132	32	34	2	0	10	0	2	0	0	10
1210030508	完美卓越长弓+8	48	5	5	3	2400000	132		0	经过高明工匠精心制作的卓越之弓	3200	600	8000	480	0	0	0	808	1086	266	284	-500	-500	29	2	101	135	33	35	2	0	10	0	2	0	0	10
1210030509	完美卓越长弓+9	48	5	5	3	2400000	132		0	经过高明工匠精心制作的卓越之弓	3400	1100	8000	480	0	0	0	834	1112	276	294	-500	-500	30	2	104	139	34	36	2	0	10	0	2	0	0	10
1210030510	完美卓越长弓+10	48	6	5	3	2400000	132		0	经过高明工匠精心制作的卓越之弓	0	1600	8000	480	0	0	0	860	1138	286	304	-500	-500	31	2	107	142	35	38	2	0	10	0	2	0	0	10
1210040500	神品卓越长弓	48	0	5	4	4000000	220		0	经过高明工匠精心制作的卓越之弓	1600	0	0	800	0	0	0	600	878	186	204	-500	-500	21	2	75	109	23	25	2	10	10	10	2	10	10	10
1210040501	神品卓越长弓+1	48	0	5	4	4000000	220		0	经过高明工匠精心制作的卓越之弓	1800	0	0	800	0	0	0	626	904	196	214	-500	-500	22	2	78	113	24	26	2	10	10	10	2	10	10	10
1210040502	神品卓越长弓+2	48	0	5	4	4000000	220		0	经过高明工匠精心制作的卓越之弓	2000	0	0	800	0	0	0	652	930	206	224	-500	-500	23	2	81	116	25	28	2	10	10	10	2	10	10	10
1210040503	神品卓越长弓+3	48	4	5	4	4000000	220		0	经过高明工匠精心制作的卓越之弓	2200	0	0	800	0	0	0	678	956	216	234	-500	-500	24	2	84	119	27	29	2	10	10	10	2	10	10	10
1210040504	神品卓越长弓+4	48	4	5	4	4000000	220		0	经过高明工匠精心制作的卓越之弓	2400	0	0	800	0	0	0	704	982	226	244	-500	-500	25	2	88	122	28	30	2	10	10	10	2	10	10	10
1210040505	神品卓越长弓+5	48	5	5	4	4000000	220		0	经过高明工匠精心制作的卓越之弓	2600	0	0	800	0	0	0	730	1008	236	254	-500	-500	26	2	91	126	29	31	2	10	10	10	2	10	10	10
1210040506	神品卓越长弓+6	48	5	5	4	4000000	220		0	经过高明工匠精心制作的卓越之弓	2800	0	0	800	0	0	0	756	1034	246	264	-500	-500	27	2	94	129	30	33	2	10	10	10	2	10	10	10
1210040507	神品卓越长弓+7	48	5	5	4	4000000	220		0	经过高明工匠精心制作的卓越之弓	3000	0	0	800	0	0	0	782	1060	256	274	-500	-500	28	2	97	132	32	34	2	10	10	10	2	10	10	10
1210040508	神品卓越长弓+8	48	6	5	4	4000000	220		0	经过高明工匠精心制作的卓越之弓	3200	0	0	800	0	0	0	808	1086	266	284	-500	-500	29	2	101	135	33	35	2	10	10	10	2	10	10	10
1210040509	神品卓越长弓+9	48	6	5	4	4000000	220		0	经过高明工匠精心制作的卓越之弓	3400	0	0	800	0	0	0	834	1112	276	294	-500	-500	30	2	104	139	34	36	2	10	10	10	2	10	10	10
1210040510	神品卓越长弓+10	48	7	5	4	4000000	220		0	经过高明工匠精心制作的卓越之弓	0	0	0	800	0	0	0	860	1138	286	304	-500	-500	31	2	107	142	35	38	2	10	10	10	2	10	10	10
1210000600	圣殿长弓	60	0	6	0	8437	0		0	守护圣殿的游侠们所使用的弓，是极高荣誉的象征	2200	0	0	0	0	0	0	762	1108	220	272	-500	-500	24	3	0	0	0	0	0	0	0	0	0	0	0	0
1210000601	圣殿长弓+1	60	0	6	0	8437	0		0	守护圣殿的游侠们所使用的弓，是极高荣誉的象征	2400	0	0	0	0	0	0	790	1136	232	284	-500	-500	25	3	0	0	0	0	0	0	0	0	0	0	0	0
1210000602	圣殿长弓+2	60	0	6	0	8437	0		0	守护圣殿的游侠们所使用的弓，是极高荣誉的象征	2600	0	0	0	0	0	0	818	1164	244	296	-500	-500	26	3	0	0	0	0	0	0	0	0	0	0	0	0
1210000603	圣殿长弓+3	60	0	6	0	8437	0		0	守护圣殿的游侠们所使用的弓，是极高荣誉的象征	2800	9000	7000	0	0	0	0	846	1192	256	308	-500	-500	27	3	0	0	0	0	0	0	0	0	0	0	0	0
1210000604	圣殿长弓+4	60	0	6	0	8437	0		0	守护圣殿的游侠们所使用的弓，是极高荣誉的象征	3000	10000	7000	0	0	0	0	874	1220	268	320	-500	-500	28	3	0	0	0	0	0	0	0	0	0	0	0	0
1210000605	圣殿长弓+5	60	0	6	0	8437	0		0	守护圣殿的游侠们所使用的弓，是极高荣誉的象征	3200	10000	7000	0	0	0	0	902	1248	280	332	-500	-500	29	3	0	0	0	0	0	0	0	0	0	0	0	0
1210000606	圣殿长弓+6	60	0	6	0	8437	0		0	守护圣殿的游侠们所使用的弓，是极高荣誉的象征	3400	10000	7000	0	0	0	0	930	1276	292	344	-500	-500	30	3	0	0	0	0	0	0	0	0	0	0	0	0
1210000607	圣殿长弓+7	60	0	6	0	8437	0		0	守护圣殿的游侠们所使用的弓，是极高荣誉的象征	3600	10000	7000	0	0	0	0	958	1304	304	356	-500	-500	31	3	0	0	0	0	0	0	0	0	0	0	0	0
1210000608	圣殿长弓+8	60	0	6	0	8437	0		0	守护圣殿的游侠们所使用的弓，是极高荣誉的象征	3800	10000	7000	0	0	0	0	986	1332	316	368	-500	-500	32	3	0	0	0	0	0	0	0	0	0	0	0	0
1210000609	圣殿长弓+9	60	0	6	0	8437	0		0	守护圣殿的游侠们所使用的弓，是极高荣誉的象征	4000	10000	7000	0	0	0	0	1014	1360	328	380	-500	-500	33	3	0	0	0	0	0	0	0	0	0	0	0	0
1210000610	圣殿长弓+10	60	0	6	0	8437	0		0	守护圣殿的游侠们所使用的弓，是极高荣誉的象征	0	10000	7000	0	0	0	0	1042	1388	340	392	-500	-500	34	3	0	0	0	0	0	0	0	0	0	0	0	0
1210010600	精品圣殿长弓	60	0	6	1	8437	0		0	守护圣殿的游侠们所使用的弓，是极高荣誉的象征	2200	0	0	0	0	0	0	762	1108	220	272	-500	-500	24	3	95	138	0	0	0	0	0	0	0	0	0	0
1210010601	精品圣殿长弓+1	60	0	6	1	8437	0		0	守护圣殿的游侠们所使用的弓，是极高荣誉的象征	2400	0	0	0	0	0	0	790	1136	232	284	-500	-500	25	3	98	142	0	0	0	0	0	0	0	0	0	0
1210010602	精品圣殿长弓+2	60	0	6	1	8437	0		0	守护圣殿的游侠们所使用的弓，是极高荣誉的象征	2600	0	0	0	0	0	0	818	1164	244	296	-500	-500	26	3	102	145	0	0	0	0	0	0	0	0	0	0
1210010603	精品圣殿长弓+3	60	1	6	1	8437	0		0	守护圣殿的游侠们所使用的弓，是极高荣誉的象征	2800	0	0	0	0	0	0	846	1192	256	308	-500	-500	27	3	105	149	0	0	0	0	0	0	0	0	0	0
1210010604	精品圣殿长弓+4	60	1	6	1	8437	0		0	守护圣殿的游侠们所使用的弓，是极高荣誉的象征	3000	1000	9000	0	0	0	0	874	1220	268	320	-500	-500	28	3	109	152	0	0	0	0	0	0	0	0	0	0
1210010605	精品圣殿长弓+5	60	2	6	1	8437	0		0	守护圣殿的游侠们所使用的弓，是极高荣誉的象征	3200	3000	9000	0	0	0	0	902	1248	280	332	-500	-500	29	3	112	156	0	0	0	0	0	0	0	0	0	0
1210010606	精品圣殿长弓+6	60	2	6	1	8437	0		0	守护圣殿的游侠们所使用的弓，是极高荣誉的象征	3400	5000	9000	0	0	0	0	930	1276	292	344	-500	-500	30	3	116	159	0	0	0	0	0	0	0	0	0	0
1210010607	精品圣殿长弓+7	60	2	6	1	8437	0		0	守护圣殿的游侠们所使用的弓，是极高荣誉的象征	3600	7000	9000	0	0	0	0	958	1304	304	356	-500	-500	31	3	119	163	0	0	0	0	0	0	0	0	0	0
1210010608	精品圣殿长弓+8	60	3	6	1	8437	0		0	守护圣殿的游侠们所使用的弓，是极高荣誉的象征	3800	8000	9000	0	0	0	0	986	1332	316	368	-500	-500	32	3	123	166	0	0	0	0	0	0	0	0	0	0
1210010609	精品圣殿长弓+9	60	3	6	1	8437	0		0	守护圣殿的游侠们所使用的弓，是极高荣誉的象征	4000	9000	9000	0	0	0	0	1014	1360	328	380	-500	-500	33	3	126	170	0	0	0	0	0	0	0	0	0	0
1210010610	精品圣殿长弓+10	60	4	6	1	8437	0		0	守护圣殿的游侠们所使用的弓，是极高荣誉的象征	0	10000	9000	0	0	0	0	1042	1388	340	392	-500	-500	34	3	130	173	0	0	0	0	0	0	0	0	0	0
1210020600	极品圣殿长弓	60	0	6	2	8437	0		0	守护圣殿的游侠们所使用的弓，是极高荣誉的象征	2200	0	0	0	0	0	0	762	1108	220	272	-500	-500	24	3	95	138	27	34	2	0	0	0	2	0	0	0
1210020601	极品圣殿长弓+1	60	0	6	2	8437	0		0	守护圣殿的游侠们所使用的弓，是极高荣誉的象征	2400	0	0	0	0	0	0	790	1136	232	284	-500	-500	25	3	98	142	29	35	2	0	0	0	2	0	0	0
1210020602	极品圣殿长弓+2	60	0	6	2	8437	0		0	守护圣殿的游侠们所使用的弓，是极高荣誉的象征	2600	0	0	0	0	0	0	818	1164	244	296	-500	-500	26	3	102	145	30	37	2	0	0	0	2	0	0	0
