编号	名字	等级需求	光影等级	图标	品质	金币	元宝	功能描述	攻击距离增加	描述	升等费用	精炼几率	精炼费用	升级费用	种族要求	武器攻击附加状态	状态产生几率	最小物理攻击	最大物理攻击	最小魔法攻击	最大魔法攻击	增加攻击时间	增加攻击间隔	增加攻击命中	双倍攻击几率	附加最小物理攻击	附加最大物理攻击	附加最小魔法攻击	附加最大魔法攻击	物攻加成（等级）	物攻加成（强壮）	物攻加成（敏捷）	物攻加成（智慧）	魔攻加成（等级）	魔攻加成（强壮）	魔攻加成（敏捷）	魔攻加成（智慧）
1221000402	水晶杖+2	36	0	4	0	3375	0		0	用水晶做的法杖，使用者可以借由水晶发挥更大的魔法能力	1400	0	3000	0	1	0	0	264	334	312	542	-500	-500	12	1	0	0	0	0	0	0	0	0	0	0	0	0
1221000403	水晶杖+3	36	0	4	0	3375	0		0	用水晶做的法杖，使用者可以借由水晶发挥更大的魔法能力	1500	10000	3000	0	1	0	0	278	348	334	564	-500	-500	13	1	0	0	0	0	0	0	0	0	0	0	0	0
1221000404	水晶杖+4	36	0	4	0	3375	0		0	用水晶做的法杖，使用者可以借由水晶发挥更大的魔法能力	1600	10000	3000	0	1	0	0	292	362	356	586	-500	-500	14	1	0	0	0	0	0	0	0	0	0	0	0	0
1221000405	水晶杖+5	36	0	4	0	3375	0		0	用水晶做的法杖，使用者可以借由水晶发挥更大的魔法能力	1700	10000	3000	0	1	0	0	306	376	378	608	-500	-500	15	1	0	0	0	0	0	0	0	0	0	0	0	0
1221000406	水晶杖+6	36	0	4	0	3375	0		0	用水晶做的法杖，使用者可以借由水晶发挥更大的魔法能力	1800	10000	3000	0	1	0	0	320	390	400	630	-500	-500	16	1	0	0	0	0	0	0	0	0	0	0	0	0
1221000407	水晶杖+7	36	0	4	0	3375	0		0	用水晶做的法杖，使用者可以借由水晶发挥更大的魔法能力	1900	10000	3000	0	1	0	0	334	404	422	652	-500	-500	17	1	0	0	0	0	0	0	0	0	0	0	0	0
1221000408	水晶杖+8	36	0	4	0	3375	0		0	用水晶做的法杖，使用者可以借由水晶发挥更大的魔法能力	2000	10000	3000	0	1	0	0	348	418	444	674	-500	-500	18	1	0	0	0	0	0	0	0	0	0	0	0	0
1221000409	水晶杖+9	36	0	4	0	3375	0		0	用水晶做的法杖，使用者可以借由水晶发挥更大的魔法能力	2100	10000	3000	0	1	0	0	362	432	466	696	-500	-500	19	1	0	0	0	0	0	0	0	0	0	0	0	0
1221000410	水晶杖+10	36	0	4	0	3375	0		0	用水晶做的法杖，使用者可以借由水晶发挥更大的魔法能力	0	10000	3000	0	1	0	0	376	446	488	718	-500	-500	20	1	0	0	0	0	0	0	0	0	0	0	0	0
1221010400	精品水晶杖	36	0	4	1	3375	0		0	用水晶做的法杖，使用者可以借由水晶发挥更大的魔法能力	1200	0	0	0	1	0	0	236	306	268	498	-500	-500	10	1	0	0	33	62	0	0	0	0	0	0	0	0
1221010401	精品水晶杖+1	36	0	4	1	3375	0		0	用水晶做的法杖，使用者可以借由水晶发挥更大的魔法能力	1300	0	0	0	1	0	0	250	320	290	520	-500	-500	11	1	0	0	36	65	0	0	0	0	0	0	0	0
1221010402	精品水晶杖+2	36	0	4	1	3375	0		0	用水晶做的法杖，使用者可以借由水晶发挥更大的魔法能力	1400	0	0	0	1	0	0	264	334	312	542	-500	-500	12	1	0	0	39	67	0	0	0	0	0	0	0	0
1221010403	精品水晶杖+3	36	1	4	1	3375	0		0	用水晶做的法杖，使用者可以借由水晶发挥更大的魔法能力	1500	0	0	0	1	0	0	278	348	334	564	-500	-500	13	1	0	0	41	70	0	0	0	0	0	0	0	0
1221010404	精品水晶杖+4	36	1	4	1	3375	0		0	用水晶做的法杖，使用者可以借由水晶发挥更大的魔法能力	1600	5000	4000	0	1	0	0	292	362	356	586	-500	-500	14	1	0	0	44	73	0	0	0	0	0	0	0	0
1221010405	精品水晶杖+5	36	2	4	1	3375	0		0	用水晶做的法杖，使用者可以借由水晶发挥更大的魔法能力	1700	6000	4000	0	1	0	0	306	376	378	608	-500	-500	15	1	0	0	47	76	0	0	0	0	0	0	0	0
1221010406	精品水晶杖+6	36	2	4	1	3375	0		0	用水晶做的法杖，使用者可以借由水晶发挥更大的魔法能力	1800	7000	4000	0	1	0	0	320	390	400	630	-500	-500	16	1	0	0	50	78	0	0	0	0	0	0	0	0
1221010407	精品水晶杖+7	36	2	4	1	3375	0		0	用水晶做的法杖，使用者可以借由水晶发挥更大的魔法能力	1900	8000	4000	0	1	0	0	334	404	422	652	-500	-500	17	1	0	0	52	81	0	0	0	0	0	0	0	0
1221010408	精品水晶杖+8	36	3	4	1	3375	0		0	用水晶做的法杖，使用者可以借由水晶发挥更大的魔法能力	2000	9000	4000	0	1	0	0	348	418	444	674	-500	-500	18	1	0	0	55	84	0	0	0	0	0	0	0	0
1221010409	精品水晶杖+9	36	3	4	1	3375	0		0	用水晶做的法杖，使用者可以借由水晶发挥更大的魔法能力	2100	10000	4000	0	1	0	0	362	432	466	696	-500	-500	19	1	0	0	58	87	0	0	0	0	0	0	0	0
1221010410	精品水晶杖+10	36	4	4	1	3375	0		0	用水晶做的法杖，使用者可以借由水晶发挥更大的魔法能力	0	10000	4000	0	1	0	0	376	446	488	718	-500	-500	20	1	0	0	61	89	0	0	0	0	0	0	0	0
1221020400	极品水晶杖	36	0	4	2	3375	0		0	用水晶做的法杖，使用者可以借由水晶发挥更大的魔法能力	1200	0	0	0	1	0	0	236	306	268	498	-500	-500	10	1	29	38	33	62	2	0	0	0	2	0	0	0
1221020401	极品水晶杖+1	36	0	4	2	3375	0		0	用水晶做的法杖，使用者可以借由水晶发挥更大的魔法能力	1300	0	0	0	1	0	0	250	320	290	520	-500	-500	11	1	31	40	36	65	2	0	0	0	2	0	0	0
1221020402	极品水晶杖+2	36	0	4	2	3375	0		0	用水晶做的法杖，使用者可以借由水晶发挥更大的魔法能力	1400	0	0	0	1	0	0	264	334	312	542	-500	-500	12	1	33	41	39	67	2	0	0	0	2	0	0	0
1221020403	极品水晶杖+3	36	2	4	2	3375	0		0	用水晶做的法杖，使用者可以借由水晶发挥更大的魔法能力	1500	0	0	0	1	0	0	278	348	334	564	-500	-500	13	1	34	43	41	70	2	0	0	0	2	0	0	0
1221020404	极品水晶杖+4	36	2	4	2	3375	0		0	用水晶做的法杖，使用者可以借由水晶发挥更大的魔法能力	1600	0	0	0	1	0	0	292	362	356	586	-500	-500	14	1	36	45	44	73	2	0	0	0	2	0	0	0
1221020405	极品水晶杖+5	36	3	4	2	3375	0		0	用水晶做的法杖，使用者可以借由水晶发挥更大的魔法能力	1700	1000	5000	0	1	0	0	306	376	378	608	-500	-500	15	1	38	47	47	76	2	0	0	0	2	0	0	0
1221020406	极品水晶杖+6	36	3	4	2	3375	0		0	用水晶做的法杖，使用者可以借由水晶发挥更大的魔法能力	1800	2000	5000	0	1	0	0	320	390	400	630	-500	-500	16	1	40	48	50	78	2	0	0	0	2	0	0	0
1221020407	极品水晶杖+7	36	3	4	2	3375	0		0	用水晶做的法杖，使用者可以借由水晶发挥更大的魔法能力	1900	3500	5000	0	1	0	0	334	404	422	652	-500	-500	17	1	41	50	52	81	2	0	0	0	2	0	0	0
1221020408	极品水晶杖+8	36	4	4	2	3375	0		0	用水晶做的法杖，使用者可以借由水晶发挥更大的魔法能力	2000	5000	5000	0	1	0	0	348	418	444	674	-500	-500	18	1	43	52	55	84	2	0	0	0	2	0	0	0
1221020409	极品水晶杖+9	36	4	4	2	3375	0		0	用水晶做的法杖，使用者可以借由水晶发挥更大的魔法能力	2100	7000	5000	0	1	0	0	362	432	466	696	-500	-500	19	1	45	54	58	87	2	0	0	0	2	0	0	0
1221020410	极品水晶杖+10	36	5	4	2	3375	0		0	用水晶做的法杖，使用者可以借由水晶发挥更大的魔法能力	0	10000	5000	0	1	0	0	376	446	488	718	-500	-500	20	1	47	55	61	89	2	0	0	0	2	0	0	0
1221030400	完美水晶杖	36	0	4	3	1200000	90		0	用水晶做的法杖，使用者可以借由水晶发挥更大的魔法能力	1200	0	0	336	1	0	0	236	306	268	498	-500	-500	10	1	29	38	33	62	2	10	0	0	2	0	0	10
1221030401	完美水晶杖+1	36	0	4	3	1200000	90		0	用水晶做的法杖，使用者可以借由水晶发挥更大的魔法能力	1300	0	0	336	1	0	0	250	320	290	520	-500	-500	11	1	31	40	36	65	2	10	0	0	2	0	0	10
1221030402	完美水晶杖+2	36	0	4	3	1200000	90		0	用水晶做的法杖，使用者可以借由水晶发挥更大的魔法能力	1400	0	0	336	1	0	0	264	334	312	542	-500	-500	12	1	33	41	39	67	2	10	0	0	2	0	0	10
1221030403	完美水晶杖+3	36	3	4	3	1200000	90		0	用水晶做的法杖，使用者可以借由水晶发挥更大的魔法能力	1500	0	0	336	1	0	0	278	348	334	564	-500	-500	13	1	34	43	41	70	2	10	0	0	2	0	0	10
1221030404	完美水晶杖+4	36	3	4	3	1200000	90		0	用水晶做的法杖，使用者可以借由水晶发挥更大的魔法能力	1600	0	0	336	1	0	0	292	362	356	586	-500	-500	14	1	36	45	44	73	2	10	0	0	2	0	0	10
1221030405	完美水晶杖+5	36	4	4	3	1200000	90		0	用水晶做的法杖，使用者可以借由水晶发挥更大的魔法能力	1700	0	0	336	1	0	0	306	376	378	608	-500	-500	15	1	38	47	47	76	2	10	0	0	2	0	0	10
1221030406	完美水晶杖+6	36	4	4	3	1200000	90		0	用水晶做的法杖，使用者可以借由水晶发挥更大的魔法能力	1800	0	0	336	1	0	0	320	390	400	630	-500	-500	16	1	40	48	50	78	2	10	0	0	2	0	0	10
1221030407	完美水晶杖+7	36	4	4	3	1200000	90		0	用水晶做的法杖，使用者可以借由水晶发挥更大的魔法能力	1900	1000	6000	336	1	0	0	334	404	422	652	-500	-500	17	1	41	50	52	81	2	10	0	0	2	0	0	10
1221030408	完美水晶杖+8	36	5	4	3	1200000	90		0	用水晶做的法杖，使用者可以借由水晶发挥更大的魔法能力	2000	2000	6000	336	1	0	0	348	418	444	674	-500	-500	18	1	43	52	55	84	2	10	0	0	2	0	0	10
1221030409	完美水晶杖+9	36	5	4	3	1200000	90		0	用水晶做的法杖，使用者可以借由水晶发挥更大的魔法能力	2100	3000	6000	336	1	0	0	362	432	466	696	-500	-500	19	1	45	54	58	87	2	10	0	0	2	0	0	10
1221030410	完美水晶杖+10	36	6	4	3	1200000	90		0	用水晶做的法杖，使用者可以借由水晶发挥更大的魔法能力	0	4000	6000	336	1	0	0	376	446	488	718	-500	-500	20	1	47	55	61	89	2	10	0	0	2	0	0	10
1221040400	神品水晶杖	36	0	4	4	2000000	150		0	用水晶做的法杖，使用者可以借由水晶发挥更大的魔法能力	1200	0	0	560	1	85000603	5	236	306	268	498	-500	-500	10	1	29	38	33	62	2	10	10	10	2	10	10	10
1221040401	神品水晶杖+1	36	0	4	4	2000000	150		0	用水晶做的法杖，使用者可以借由水晶发挥更大的魔法能力	1300	0	0	560	1	85000603	10	250	320	290	520	-500	-500	11	1	31	40	36	65	2	10	10	10	2	10	10	10
1221040402	神品水晶杖+2	36	0	4	4	2000000	150		0	用水晶做的法杖，使用者可以借由水晶发挥更大的魔法能力	1400	0	0	560	1	85000603	15	264	334	312	542	-500	-500	12	1	33	41	39	67	2	10	10	10	2	10	10	10
1221040403	神品水晶杖+3	36	4	4	4	2000000	150		0	用水晶做的法杖，使用者可以借由水晶发挥更大的魔法能力	1500	0	0	560	1	85000603	20	278	348	334	564	-500	-500	13	1	34	43	41	70	2	10	10	10	2	10	10	10
1221040404	神品水晶杖+4	36	4	4	4	2000000	150		0	用水晶做的法杖，使用者可以借由水晶发挥更大的魔法能力	1600	0	0	560	1	85000603	25	292	362	356	586	-500	-500	14	1	36	45	44	73	2	10	10	10	2	10	10	10
1221040405	神品水晶杖+5	36	5	4	4	2000000	150		0	用水晶做的法杖，使用者可以借由水晶发挥更大的魔法能力	1700	0	0	560	1	85000603	30	306	376	378	608	-500	-500	15	1	38	47	47	76	2	10	10	10	2	10	10	10
1221040406	神品水晶杖+6	36	5	4	4	2000000	150		0	用水晶做的法杖，使用者可以借由水晶发挥更大的魔法能力	1800	0	0	560	1	85000603	35	320	390	400	630	-500	-500	16	1	40	48	50	78	2	10	10	10	2	10	10	10
1221040407	神品水晶杖+7	36	5	4	4	2000000	150		0	用水晶做的法杖，使用者可以借由水晶发挥更大的魔法能力	1900	0	0	560	1	85000603	40	334	404	422	652	-500	-500	17	1	41	50	52	81	2	10	10	10	2	10	10	10
1221040408	神品水晶杖+8	36	6	4	4	2000000	150		0	用水晶做的法杖，使用者可以借由水晶发挥更大的魔法能力	2000	0	0	560	1	85000603	45	348	418	444	674	-500	-500	18	1	43	52	55	84	2	10	10	10	2	10	10	10
1221040409	神品水晶杖+9	36	6	4	4	2000000	150		0	用水晶做的法杖，使用者可以借由水晶发挥更大的魔法能力	2100	0	0	560	1	85000603	50	362	432	466	696	-500	-500	19	1	45	54	58	87	2	10	10	10	2	10	10	10
1221040410	神品水晶杖+10	36	7	4	4	2000000	150		0	用水晶做的法杖，使用者可以借由水晶发挥更大的魔法能力	0	0	0	560	1	85000603	55	376	446	488	718	-500	-500	20	1	47	55	61	89	2	10	10	10	2	10	10	10
1221000500	怒涛杖	48	0	5	0	4218	0		0	据说其魔力可以在海上掀起惊涛骇浪	1600	0	0	0	1	0	0	320	394	360	658	-500	-500	15	1	0	0	0	0	0	0	0	0	0	0	0	0
1221000501	怒涛杖+1	48	0	5	0	4218	0		0	据说其魔力可以在海上掀起惊涛骇浪	1800	0	0	0	1	0	0	334	408	382	680	-500	-500	16	1	0	0	0	0	0	0	0	0	0	0	0	0
1221000502	怒涛杖+2	48	0	5	0	4218	0		0	据说其魔力可以在海上掀起惊涛骇浪	2000	0	0	0	1	0	0	348	422	404	702	-500	-500	17	1	0	0	0	0	0	0	0	0	0	0	0	0
1221000503	怒涛杖+3	48	0	5	0	4218	0		0	据说其魔力可以在海上掀起惊涛骇浪	2200	9000	5000	0	1	0	0	362	436	426	724	-500	-500	18	1	0	0	0	0	0	0	0	0	0	0	0	0
1221000504	怒涛杖+4	48	0	5	0	4218	0		0	据说其魔力可以在海上掀起惊涛骇浪	2400	10000	5000	0	1	0	0	376	450	448	746	-500	-500	19	1	0	0	0	0	0	0	0	0	0	0	0	0
1221000505	怒涛杖+5	48	0	5	0	4218	0		0	据说其魔力可以在海上掀起惊涛骇浪	2600	10000	5000	0	1	0	0	390	464	470	768	-500	-500	20	1	0	0	0	0	0	0	0	0	0	0	0	0
1221000506	怒涛杖+6	48	0	5	0	4218	0		0	据说其魔力可以在海上掀起惊涛骇浪	2800	10000	5000	0	1	0	0	404	478	492	790	-500	-500	21	1	0	0	0	0	0	0	0	0	0	0	0	0
1221000507	怒涛杖+7	48	0	5	0	4218	0		0	据说其魔力可以在海上掀起惊涛骇浪	3000	10000	5000	0	1	0	0	418	492	514	812	-500	-500	22	1	0	0	0	0	0	0	0	0	0	0	0	0
1221000508	怒涛杖+8	48	0	5	0	4218	0		0	据说其魔力可以在海上掀起惊涛骇浪	3200	10000	5000	0	1	0	0	432	506	536	834	-500	-500	23	1	0	0	0	0	0	0	0	0	0	0	0	0
1221000509	怒涛杖+9	48	0	5	0	4218	0		0	据说其魔力可以在海上掀起惊涛骇浪	3400	10000	5000	0	1	0	0	446	520	558	856	-500	-500	24	1	0	0	0	0	0	0	0	0	0	0	0	0
1221000510	怒涛杖+10	48	0	5	0	4218	0		0	据说其魔力可以在海上掀起惊涛骇浪	0	10000	5000	0	1	0	0	460	534	580	878	-500	-500	25	1	0	0	0	0	0	0	0	0	0	0	0	0
1221010500	精品怒涛杖	48	0	5	1	4218	0		0	据说其魔力可以在海上掀起惊涛骇浪	1600	0	0	0	1	0	0	320	394	360	658	-500	-500	15	1	0	0	45	82	0	0	0	0	0	0	0	0
1221010501	精品怒涛杖+1	48	0	5	1	4218	0		0	据说其魔力可以在海上掀起惊涛骇浪	1800	0	0	0	1	0	0	334	408	382	680	-500	-500	16	1	0	0	47	85	0	0	0	0	0	0	0	0
1221010502	精品怒涛杖+2	48	0	5	1	4218	0		0	据说其魔力可以在海上掀起惊涛骇浪	2000	0	0	0	1	0	0	348	422	404	702	-500	-500	17	1	0	0	50	87	0	0	0	0	0	0	0	0
1221010503	精品怒涛杖+3	48	1	5	1	4218	0		0	据说其魔力可以在海上掀起惊涛骇浪	2200	0	0	0	1	0	0	362	436	426	724	-500	-500	18	1	0	0	53	90	0	0	0	0	0	0	0	0
1221010504	精品怒涛杖+4	48	1	5	1	4218	0		0	据说其魔力可以在海上掀起惊涛骇浪	2400	1000	6000	0	1	0	0	376	450	448	746	-500	-500	19	1	0	0	56	93	0	0	0	0	0	0	0	0
1221010505	精品怒涛杖+5	48	2	5	1	4218	0		0	据说其魔力可以在海上掀起惊涛骇浪	2600	3000	6000	0	1	0	0	390	464	470	768	-500	-500	20	1	0	0	58	96	0	0	0	0	0	0	0	0
1221010506	精品怒涛杖+6	48	2	5	1	4218	0		0	据说其魔力可以在海上掀起惊涛骇浪	2800	5000	6000	0	1	0	0	404	478	492	790	-500	-500	21	1	0	0	61	98	0	0	0	0	0	0	0	0
1221010507	精品怒涛杖+7	48	2	5	1	4218	0		0	据说其魔力可以在海上掀起惊涛骇浪	3000	7000	6000	0	1	0	0	418	492	514	812	-500	-500	22	1	0	0	64	101	0	0	0	0	0	0	0	0
1221010508	精品怒涛杖+8	48	3	5	1	4218	0		0	据说其魔力可以在海上掀起惊涛骇浪	3200	8000	6000	0	1	0	0	432	506	536	834	-500	-500	23	1	0	0	67	104	0	0	0	0	0	0	0	0
1221010509	精品怒涛杖+9	48	3	5	1	4218	0		0	据说其魔力可以在海上掀起惊涛骇浪	3400	9000	6000	0	1	0	0	446	520	558	856	-500	-500	24	1	0	0	69	107	0	0	0	0	0	0	0	0
1221010510	精品怒涛杖+10	48	4	5	1	4218	0		0	据说其魔力可以在海上掀起惊涛骇浪	0	10000	6000	0	1	0	0	460	534	580	878	-500	-500	25	1	0	0	72	109	0	0	0	0	0	0	0	0
1221020500	极品怒涛杖	48	0	5	2	4218	0		0	据说其魔力可以在海上掀起惊涛骇浪	1600	0	0	0	1	0	0	320	394	360	658	-500	-500	15	1	40	49	45	82	2	0	0	0	2	0	0	0
1221020501	极品怒涛杖+1	48	0	5	2	4218	0		0	据说其魔力可以在海上掀起惊涛骇浪	1800	0	0	0	1	0	0	334	408	382	680	-500	-500	16	1	41	51	47	85	2	0	0	0	2	0	0	0
1221020502	极品怒涛杖+2	48	0	5	2	4218	0		0	据说其魔力可以在海上掀起惊涛骇浪	2000	0	0	0	1	0	0	348	422	404	702	-500	-500	17	1	43	52	50	87	2	0	0	0	2	0	0	0
1221020503	极品怒涛杖+3	48	2	5	2	4218	0		0	据说其魔力可以在海上掀起惊涛骇浪	2200	0	0	0	1	0	0	362	436	426	724	-500	-500	18	1	45	54	53	90	2	0	0	0	2	0	0	0
1221020504	极品怒涛杖+4	48	2	5	2	4218	0		0	据说其魔力可以在海上掀起惊涛骇浪	2400	0	0	0	1	0	0	376	450	448	746	-500	-500	19	1	47	56	56	93	2	0	0	0	2	0	0	0
1221020505	极品怒涛杖+5	48	3	5	2	4218	0		0	据说其魔力可以在海上掀起惊涛骇浪	2600	1000	7000	0	1	0	0	390	464	470	768	-500	-500	20	1	48	58	58	96	2	0	0	0	2	0	0	0
1221020506	极品怒涛杖+6	48	3	5	2	4218	0		0	据说其魔力可以在海上掀起惊涛骇浪	2800	2000	7000	0	1	0	0	404	478	492	790	-500	-500	21	1	50	59	61	98	2	0	0	0	2	0	0	0
1221020507	极品怒涛杖+7	48	3	5	2	4218	0		0	据说其魔力可以在海上掀起惊涛骇浪	3000	3000	7000	0	1	0	0	418	492	514	812	-500	-500	22	1	52	61	64	101	2	0	0	0	2	0	0	0
1221020508	极品怒涛杖+8	48	4	5	2	4218	0		0	据说其魔力可以在海上掀起惊涛骇浪	3200	4000	7000	0	1	0	0	432	506	536	834	-500	-500	23	1	54	63	67	104	2	0	0	0	2	0	0	0
1221020509	极品怒涛杖+9	48	4	5	2	4218	0		0	据说其魔力可以在海上掀起惊涛骇浪	3400	5000	7000	0	1	0	0	446	520	558	856	-500	-500	24	1	55	65	69	107	2	0	0	0	2	0	0	0
1221020510	极品怒涛杖+10	48	5	5	2	4218	0		0	据说其魔力可以在海上掀起惊涛骇浪	0	6000	7000	0	1	0	0	460	534	580	878	-500	-500	25	1	57	66	72	109	2	0	0	0	2	0	0	0
1221030500	完美怒涛杖	48	0	5	3	2040000	112		0	据说其魔力可以在海上掀起惊涛骇浪	1600	0	0	432	1	0	0	320	394	360	658	-500	-500	15	1	40	49	45	82	2	10	0	0	2	0	0	10
1221030501	完美怒涛杖+1	48	0	5	3	2040000	112		0	据说其魔力可以在海上掀起惊涛骇浪	1800	0	0	432	1	0	0	334	408	382	680	-500	-500	16	1	41	51	47	85	2	10	0	0	2	0	0	10
1221030502	完美怒涛杖+2	48	0	5	3	2040000	112		0	据说其魔力可以在海上掀起惊涛骇浪	2000	0	0	432	1	0	0	348	422	404	702	-500	-500	17	1	43	52	50	87	2	10	0	0	2	0	0	10
1221030503	完美怒涛杖+3	48	3	5	3	2040000	112		0	据说其魔力可以在海上掀起惊涛骇浪	2200	0	0	432	1	0	0	362	436	426	724	-500	-500	18	1	45	54	53	90	2	10	0	0	2	0	0	10
1221030504	完美怒涛杖+4	48	3	5	3	2040000	112		0	据说其魔力可以在海上掀起惊涛骇浪	2400	0	0	432	1	0	0	376	450	448	746	-500	-500	19	1	47	56	56	93	2	10	0	0	2	0	0	10
1221030505	完美怒涛杖+5	48	4	5	3	2040000	112		0	据说其魔力可以在海上掀起惊涛骇浪	2600	0	0	432	1	0	0	390	464	470	768	-500	-500	20	1	48	58	58	96	2	10	0	0	2	0	0	10
1221030506	完美怒涛杖+6	48	4	5	3	2040000	112		0	据说其魔力可以在海上掀起惊涛骇浪	2800	0	0	432	1	0	0	404	478	492	790	-500	-500	21	1	50	59	61	98	2	10	0	0	2	0	0	10
1221030507	完美怒涛杖+7	48	4	5	3	2040000	112		0	据说其魔力可以在海上掀起惊涛骇浪	3000	100	8000	432	1	0	0	418	492	514	812	-500	-500	22	1	52	61	64	101	2	10	0	0	2	0	0	10
1221030508	完美怒涛杖+8	48	5	5	3	2040000	112		0	据说其魔力可以在海上掀起惊涛骇浪	3200	600	8000	432	1	0	0	432	506	536	834	-500	-500	23	1	54	63	67	104	2	10	0	0	2	0	0	10
1221030509	完美怒涛杖+9	48	5	5	3	2040000	112		0	据说其魔力可以在海上掀起惊涛骇浪	3400	1100	8000	432	1	0	0	446	520	558	856	-500	-500	24	1	55	65	69	107	2	10	0	0	2	0	0	10
1221030510	完美怒涛杖+10	48	6	5	3	2040000	112		0	据说其魔力可以在海上掀起惊涛骇浪	0	1600	8000	432	1	0	0	460	534	580	878	-500	-500	25	1	57	66	72	109	2	10	0	0	2	0	0	10
1221040500	神品怒涛杖	48	0	5	4	3400000	187		0	据说其魔力可以在海上掀起惊涛骇浪	1600	0	0	720	1	85000604	5	320	394	360	658	-500	-500	15	1	40	49	45	82	2	10	10	10	2	10	10	10
1221040501	神品怒涛杖+1	48	0	5	4	3400000	187		0	据说其魔力可以在海上掀起惊涛骇浪	1800	0	0	720	1	85000604	10	334	408	382	680	-500	-500	16	1	41	51	47	85	2	10	10	10	2	10	10	10
1221040502	神品怒涛杖+2	48	0	5	4	3400000	187		0	据说其魔力可以在海上掀起惊涛骇浪	2000	0	0	720	1	85000604	15	348	422	404	702	-500	-500	17	1	43	52	50	87	2	10	10	10	2	10	10	10
1221040503	神品怒涛杖+3	48	4	5	4	3400000	187		0	据说其魔力可以在海上掀起惊涛骇浪	2200	0	0	720	1	85000604	20	362	436	426	724	-500	-500	18	1	45	54	53	90	2	10	10	10	2	10	10	10
1221040504	神品怒涛杖+4	48	4	5	4	3400000	187		0	据说其魔力可以在海上掀起惊涛骇浪	2400	0	0	720	1	85000604	25	376	450	448	746	-500	-500	19	1	47	56	56	93	2	10	10	10	2	10	10	10
1221040505	神品怒涛杖+5	48	5	5	4	3400000	187		0	据说其魔力可以在海上掀起惊涛骇浪	2600	0	0	720	1	85000604	30	390	464	470	768	-500	-500	20	1	48	58	58	96	2	10	10	10	2	10	10	10
1221040506	神品怒涛杖+6	48	5	5	4	3400000	187		0	据说其魔力可以在海上掀起惊涛骇浪	2800	0	0	720	1	85000604	35	404	478	492	790	-500	-500	21	1	50	59	61	98	2	10	10	10	2	10	10	10
1221040507	神品怒涛杖+7	48	5	5	4	3400000	187		0	据说其魔力可以在海上掀起惊涛骇浪	3000	0	0	720	1	85000604	40	418	492	514	812	-500	-500	22	1	52	61	64	101	2	10	10	10	2	10	10	10
1221040508	神品怒涛杖+8	48	6	5	4	3400000	187		0	据说其魔力可以在海上掀起惊涛骇浪	3200	0	0	720	1	85000604	45	432	506	536	834	-500	-500	23	1	54	63	67	104	2	10	10	10	2	10	10	10
1221040509	神品怒涛杖+9	48	6	5	4	3400000	187		0	据说其魔力可以在海上掀起惊涛骇浪	3400	0	0	720	1	85000604	50	446	520	558	856	-500	-500	24	1	55	65	69	107	2	10	10	10	2	10	10	10
1221040510	神品怒涛杖+10	48	7	5	4	3400000	187		0	据说其魔力可以在海上掀起惊涛骇浪	0	0	0	720	1	85000604	55	460	534	580	878	-500	-500	25	1	57	66	72	109	2	10	10	10	2	10	10	10
1221000600	烈焰杖	60	0	6	0	6327	0		0	周身被火焰包围，非一般人可以驾驭	2200	0	0	0	1	0	0	412	504	440	898	-500	-500	16	1	0	0	0	0	0	0	0	0	0	0	0	0
1221000601	烈焰杖+1	60	0	6	0	6327	0		0	周身被火焰包围，非一般人可以驾驭	2400	0	0	0	1	0	0	428	520	464	922	-500	-500	17	1	0	0	0	0	0	0	0	0	0	0	0	0
1221000602	烈焰杖+2	60	0	6	0	6327	0		0	周身被火焰包围，非一般人可以驾驭	2600	0	0	0	1	0	0	444	536	488	946	-500	-500	18	1	0	0	0	0	0	0	0	0	0	0	0	0
1221000603	烈焰杖+3	60	0	6	0	6327	0		0	周身被火焰包围，非一般人可以驾驭	2800	9000	7000	0	1	0	0	460	552	512	970	-500	-500	19	1	0	0	0	0	0	0	0	0	0	0	0	0
1221000604	烈焰杖+4	60	0	6	0	6327	0		0	周身被火焰包围，非一般人可以驾驭	3000	10000	7000	0	1	0	0	476	568	536	994	-500	-500	20	1	0	0	0	0	0	0	0	0	0	0	0	0
1221000605	烈焰杖+5	60	0	6	0	6327	0		0	周身被火焰包围，非一般人可以驾驭	3200	10000	7000	0	1	0	0	492	584	560	1018	-500	-500	21	1	0	0	0	0	0	0	0	0	0	0	0	0
1221000606	烈焰杖+6	60	0	6	0	6327	0		0	周身被火焰包围，非一般人可以驾驭	3400	10000	7000	0	1	0	0	508	600	584	1042	-500	-500	22	1	0	0	0	0	0	0	0	0	0	0	0	0
1221000607	烈焰杖+7	60	0	6	0	6327	0		0	周身被火焰包围，非一般人可以驾驭	3600	10000	7000	0	1	0	0	524	616	608	1066	-500	-500	23	1	0	0	0	0	0	0	0	0	0	0	0	0
1221000608	烈焰杖+8	60	0	6	0	6327	0		0	周身被火焰包围，非一般人可以驾驭	3800	10000	7000	0	1	0	0	540	632	632	1090	-500	-500	24	1	0	0	0	0	0	0	0	0	0	0	0	0
1221000609	烈焰杖+9	60	0	6	0	6327	0		0	周身被火焰包围，非一般人可以驾驭	4000	10000	7000	0	1	0	0	556	648	656	1114	-500	-500	25	1	0	0	0	0	0	0	0	0	0	0	0	0
