编号	名字	等级需求	转生需求	光影等级	图标	品质	金币	元宝	功能描述	攻击距离增加	描述	升等费用	精炼几率	精炼费用	升级费用	种族要求	武器攻击附加状态	状态产生几率	最小物理攻击	最大物理攻击	最小魔法攻击	最大魔法攻击	增加攻击时间	增加攻击间隔	增加攻击命中	双倍攻击几率	附加最小物理攻击	附加最大物理攻击	附加最小魔法攻击	附加最大魔法攻击	物攻加成（等级）	物攻加成（强壮）	物攻加成（敏捷）	物攻加成（智慧）	魔攻加成（等级）	魔攻加成（强壮）	魔攻加成（敏捷）	魔攻加成（智慧）	是否可丢弃
1232042210	进阶·远古·无双之魄·精炼等级：10	0	0	11	15	4	0	0	攻击目标时，有几率无视防御，使其固定掉血1100	0	无双暗影出品	10000000	0	0	0	2	85000411	35	2744	4792	1664	1796	-401	-401	108	1	204	418	90	100	0	0	0	0	0	0	0	0	0
1232042211	进阶·远古·无双之魄·精炼等级：11	0	0	12	15	4	0	0	攻击目标时，有几率无视防御，使其固定掉血1200	0	无双暗影出品	10000000	0	0	0	2	85000412	35	2804	4868	1724	1856	-401	-401	112	1	207	421	94	103	0	0	0	0	0	0	0	0	0
1232042212	进阶·远古·无双之魄·精炼等级：12	0	0	12	15	4	0	0	攻击目标时，有几率无视防御，使其固定掉血1300	0	无双暗影出品	10000000	0	0	0	2	85000413	35	2864	4944	1784	1916	-401	-401	116	1	210	424	98	106	0	0	0	0	0	0	0	0	0
1232042213	进阶·远古·无双之魄·精炼等级：13	0	0	12	15	4	0	0	攻击目标时，有几率无视防御，使其固定掉血1400	0	无双暗影出品	10000000	0	0	0	2	85000414	35	2924	5020	1844	1976	-401	-401	120	1	213	427	102	109	0	0	0	0	0	0	0	0	0
1232042214	进阶·远古·无双之魄·精炼等级：14	0	0	12	15	4	0	0	攻击目标时，有几率无视防御，使其固定掉血1500	0	无双暗影出品	10000000	0	0	0	2	85000415	35	2984	5096	1904	2036	-401	-401	124	1	216	430	106	112	0	0	0	0	0	0	0	0	0
1232042215	进阶·远古·无双之魄·精炼等级：15	0	0	12	15	4	0	0	攻击目标时，有几率无视防御，使其固定掉血1600	0	无双暗影出品	10000000	0	0	0	2	85000416	35	3044	5172	1964	2096	-401	-401	128	1	219	433	110	115	0	0	0	0	0	0	0	0	0
1232042216	进阶·远古·无双之魄·精炼等级：16	0	0	12	15	4	0	0	攻击目标时，有几率无视防御，使其固定掉血1700	0	无双暗影出品	10000000	0	0	0	2	85000417	35	3104	5248	2024	2156	-401	-401	132	1	222	436	114	118	0	0	0	0	0	0	0	0	0
1232042217	进阶·远古·无双之魄·精炼等级：17	0	0	12	15	4	0	0	攻击目标时，有几率无视防御，使其固定掉血1800	0	无双暗影出品	10000000	0	0	0	2	85000418	35	3164	5324	2084	2216	-401	-401	136	1	225	439	118	121	0	0	0	0	0	0	0	0	0
1232042218	进阶·远古·无双之魄·精炼等级：18	0	0	12	15	4	0	0	攻击目标时，有几率无视防御，使其固定掉血1900	0	无双暗影出品	10000000	0	0	0	2	85000419	35	3224	5400	2144	2276	-401	-401	140	1	228	442	122	124	0	0	0	0	0	0	0	0	0
1232042219	进阶·远古·无双之魄·精炼等级：19	0	0	12	15	4	0	0	攻击目标时，有几率无视防御，使其固定掉血2000	0	无双暗影出品	10000000	0	0	0	2	85000420	35	3284	5476	2204	2336	-401	-401	144	1	231	445	126	127	0	0	0	0	0	0	0	0	0
1232042220	进阶·远古·无双之魄·精炼等级：20	0	0	12	15	4	0	0	攻击目标时，有几率无视防御，使其固定掉血2100	0	无双暗影出品	10000000	0	0	0	2	85000421	35	3344	5552	2264	2396	-401	-401	148	1	234	448	130	130	0	0	0	0	0	0	0	0	0
1232042221	进阶·远古·无双之魄·精炼等级：21	0	0	13	15	4	0	0	攻击目标时，有几率无视防御，使其固定掉血2200	0	无双暗影出品	10000000	0	0	0	2	85000422	35	3404	5628	2324	2456	-401	-401	152	1	237	451	134	133	0	0	0	0	0	0	0	0	0
1232042222	进阶·远古·无双之魄·精炼等级：22	0	0	13	15	4	0	0	攻击目标时，有几率无视防御，使其固定掉血2300	0	无双暗影出品	10000000	0	0	0	2	85000423	35	3464	5704	2384	2516	-401	-401	156	1	240	454	138	136	0	0	0	0	0	0	0	0	0
1232042223	进阶·远古·无双之魄·精炼等级：23	0	0	13	15	4	0	0	攻击目标时，有几率无视防御，使其固定掉血2400	0	无双暗影出品	10000000	0	0	0	2	85000424	35	3524	5780	2444	2576	-401	-401	160	1	243	457	142	139	0	0	0	0	0	0	0	0	0
1232042224	进阶·远古·无双之魄·精炼等级：24	0	0	13	15	4	0	0	攻击目标时，有几率无视防御，使其固定掉血2500	0	无双暗影出品	10000000	0	0	0	2	85000425	35	3584	5856	2504	2636	-401	-401	164	1	246	460	146	142	0	0	0	0	0	0	0	0	0
1232042225	进阶·远古·无双之魄·精炼等级：25	0	0	13	15	4	0	0	攻击目标时，有几率无视防御，使其固定掉血2600	0	无双暗影出品	10000000	0	0	0	2	85000426	35	3644	5932	2564	2696	-401	-401	168	1	249	463	150	145	0	0	0	0	0	0	0	0	0
1232042226	进阶·远古·无双之魄·精炼等级：26	0	0	13	15	4	0	0	攻击目标时，有几率无视防御，使其固定掉血2700	0	无双暗影出品	10000000	0	0	0	2	85000427	35	3704	6008	2624	2756	-401	-401	172	1	252	466	154	148	0	0	0	0	0	0	0	0	0
1232042227	进阶·远古·无双之魄·精炼等级：27	0	0	13	15	4	0	0	攻击目标时，有几率无视防御，使其固定掉血2800	0	无双暗影出品	10000000	0	0	0	2	85000428	35	3764	6084	2684	2816	-401	-401	176	1	255	469	158	151	0	0	0	0	0	0	0	0	0
1232042228	进阶·远古·无双之魄·精炼等级：28	0	0	13	15	4	0	0	攻击目标时，有几率无视防御，使其固定掉血2900	0	无双暗影出品	10000000	0	0	0	2	85000429	35	3824	6160	2744	2876	-401	-401	180	1	258	472	162	154	0	0	0	0	0	0	0	0	0
1232042229	进阶·远古·无双之魄·精炼等级：29	0	0	13	15	4	0	0	攻击目标时，有几率无视防御，使其固定掉血3000	0	无双暗影出品	10000000	0	0	0	2	85000430	35	3884	6236	2804	2936	-401	-401	184	1	261	475	166	157	0	0	0	0	0	0	0	0	0
1232042230	进阶·远古·无双之魄·精炼等级：30	0	0	13	15	4	0	0	攻击目标时，有几率无视防御，使其固定掉血3100	0	无双暗影出品	10000000	0	0	0	2	85000431	35	3944	6312	2864	2996	-401	-401	188	1	264	478	170	160	0	0	0	0	0	0	0	0	0
1232042231	进阶·远古·无双之魄·精炼等级：31	0	0	14	15	4	0	0	攻击目标时，有几率无视防御，使其固定掉血3200	0	无双暗影出品	10000000	0	0	0	2	85000432	35	4004	6388	2924	3056	-401	-401	192	1	267	481	174	163	0	0	0	0	0	0	0	0	0
1232042232	进阶·远古·无双之魄·精炼等级：32	0	0	14	15	4	0	0	攻击目标时，有几率无视防御，使其固定掉血3300	0	无双暗影出品	10000000	0	0	0	2	85000433	35	4064	6464	2984	3116	-401	-401	196	1	270	484	178	166	0	0	0	0	0	0	0	0	0
1232042233	进阶·远古·无双之魄·精炼等级：33	0	0	14	15	4	0	0	攻击目标时，有几率无视防御，使其固定掉血3400	0	无双暗影出品	10000000	0	0	0	2	85000434	35	4124	6540	3044	3176	-401	-401	200	1	273	487	182	169	0	0	0	0	0	0	0	0	0
1232042234	进阶·远古·无双之魄·精炼等级：34	0	0	14	15	4	0	0	攻击目标时，有几率无视防御，使其固定掉血3500	0	无双暗影出品	10000000	0	0	0	2	85000435	35	4184	6616	3104	3236	-401	-401	204	1	276	490	186	172	0	0	0	0	0	0	0	0	0
1232042235	进阶·远古·无双之魄·精炼等级：35	0	0	14	15	4	0	0	攻击目标时，有几率无视防御，使其固定掉血3600	0	无双暗影出品	10000000	0	0	0	2	85000436	35	4244	6692	3164	3296	-401	-401	208	1	279	493	190	175	0	0	0	0	0	0	0	0	0
1232042236	进阶·远古·无双之魄·精炼等级：36	0	0	14	15	4	0	0	攻击目标时，有几率无视防御，使其固定掉血3700	0	无双暗影出品	10000000	0	0	0	2	85000437	35	4304	6768	3224	3356	-401	-401	212	1	282	496	194	178	0	0	0	0	0	0	0	0	0
1232042237	进阶·远古·无双之魄·精炼等级：37	0	0	14	15	4	0	0	攻击目标时，有几率无视防御，使其固定掉血3800	0	无双暗影出品	10000000	0	0	0	2	85000438	35	4364	6844	3284	3416	-401	-401	216	1	285	499	198	181	0	0	0	0	0	0	0	0	0
1232042238	进阶·远古·无双之魄·精炼等级：38	0	0	14	15	4	0	0	攻击目标时，有几率无视防御，使其固定掉血3900	0	无双暗影出品	10000000	0	0	0	2	85000439	35	4424	6920	3344	3476	-401	-401	220	1	288	502	202	184	0	0	0	0	0	0	0	0	0
1232042239	进阶·远古·无双之魄·精炼等级：39	0	0	14	15	4	0	0	攻击目标时，有几率无视防御，使其固定掉血4000	0	无双暗影出品	10000000	0	0	0	2	85000440	35	4484	6996	3404	3536	-401	-401	224	1	291	505	206	187	0	0	0	0	0	0	0	0	0
1232042240	进阶·远古·无双之魄·精炼等级：40（附击晕特效）	0	0	14	15	4	0	0	攻击目标时，有几率无视防御，使其固定掉血4100	0	无双暗影出品	10000000	0	0	0	2	85000441	35	4544	7072	3464	3596	-401	-401	228	1	294	508	210	190	0	0	0	0	0	0	0	0	0
1232042241	进阶·远古·无双之魄·精炼等级：41（附击晕特效）	0	0	15	15	4	0	0	攻击目标时，有几率无视防御，使其固定掉血4200	0	无双暗影出品	10000000	0	0	0	2	85000442	35	4604	7148	3524	3656	-401	-401	232	1	297	511	214	193	0	0	0	0	0	0	0	0	0
1232042242	进阶·远古·无双之魄·精炼等级：42（附击晕特效）	0	0	15	15	4	0	0	攻击目标时，有几率无视防御，使其固定掉血4300	0	无双暗影出品	10000000	0	0	0	2	85000443	35	4664	7224	3584	3716	-401	-401	236	1	300	514	218	196	0	0	0	0	0	0	0	0	0
1232042243	进阶·远古·无双之魄·精炼等级：43（附击晕特效）	0	0	15	15	4	0	0	攻击目标时，有几率无视防御，使其固定掉血4400	0	无双暗影出品	10000000	0	0	0	2	85000444	35	4724	7300	3644	3776	-401	-401	240	1	303	517	222	199	0	0	0	0	0	0	0	0	0
1232042244	进阶·远古·无双之魄·精炼等级：44（附击晕特效）	0	0	15	15	4	0	0	攻击目标时，有几率无视防御，使其固定掉血4500	0	无双暗影出品	10000000	0	0	0	2	85000445	35	4784	7376	3704	3836	-401	-401	244	1	306	520	226	202	0	0	0	0	0	0	0	0	0
1232042245	进阶·远古·无双之魄·精炼等级：45（附击晕特效）	0	0	15	15	4	0	0	攻击目标时，有几率无视防御，使其固定掉血4600	0	无双暗影出品	10000000	0	0	0	2	85000446	35	4844	7452	3764	3896	-401	-401	248	1	309	523	230	205	0	0	0	0	0	0	0	0	0
1232042246	进阶·远古·无双之魄·精炼等级：46（附击晕特效）	0	0	15	15	4	0	0	攻击目标时，有几率无视防御，使其固定掉血4700	0	无双暗影出品	10000000	0	0	0	2	85000447	35	4904	7528	3824	3956	-401	-401	252	1	312	526	234	208	0	0	0	0	0	0	0	0	0
1232042247	进阶·远古·无双之魄·精炼等级：47（附击晕特效）	0	0	15	15	4	0	0	攻击目标时，有几率无视防御，使其固定掉血4800	0	无双暗影出品	10000000	0	0	0	2	85000448	35	4964	7604	3884	4016	-401	-401	256	1	315	529	238	211	0	0	0	0	0	0	0	0	0
1232042248	进阶·远古·无双之魄·精炼等级：48（附击晕特效）	0	0	15	15	4	0	0	攻击目标时，有几率无视防御，使其固定掉血4900	0	无双暗影出品	10000000	0	0	0	2	85000449	35	5024	7680	3944	4076	-401	-401	260	1	318	532	242	214	0	0	0	0	0	0	0	0	0
1232042249	进阶·远古·无双之魄·精炼等级：49（附击晕特效）	0	0	15	15	4	0	0	攻击目标时，有几率无视防御，使其固定掉血5000	0	无双暗影出品	10000000	0	0	0	2	85000450	35	5084	7756	4004	4136	-401	-401	264	1	321	535	246	217	0	0	0	0	0	0	0	0	0
1232042250	进阶·远古·无双之魄·精炼等级：50（附击晕特效）	0	0	15	15	4	0	0	攻击目标时，有几率无视防御，使其固定掉血5100	0	无双暗影出品	10000000	0	0	0	2	85000451	35	5144	7832	4064	4196	-401	-401	268	1	324	538	250	220	0	0	0	0	0	0	0	0	0
1232042251	进阶·远古·无双之魄·精炼等级：51（附击晕特效）	0	0	16	15	4	0	0	攻击目标时，有几率无视防御，使其固定掉血5200	0	无双暗影出品	10000000	0	0	0	2	85000452	35	5204	7908	4124	4256	-401	-401	272	1	327	541	254	223	0	0	0	0	0	0	0	0	0
1232042252	进阶·远古·无双之魄·精炼等级：52（附击晕特效）	0	0	16	15	4	0	0	攻击目标时，有几率无视防御，使其固定掉血5300	0	无双暗影出品	10000000	0	0	0	2	85000453	35	5264	7984	4184	4316	-401	-401	276	1	330	544	258	226	0	0	0	0	0	0	0	0	0
1232042253	进阶·远古·无双之魄·精炼等级：53（附击晕特效）	0	0	16	15	4	0	0	攻击目标时，有几率无视防御，使其固定掉血5400	0	无双暗影出品	10000000	0	0	0	2	85000454	35	5324	8060	4244	4376	-401	-401	280	1	333	547	262	229	0	0	0	0	0	0	0	0	0
1232042254	进阶·远古·无双之魄·精炼等级：54（附击晕特效）	0	0	16	15	4	0	0	攻击目标时，有几率无视防御，使其固定掉血5500	0	无双暗影出品	10000000	0	0	0	2	85000455	35	5384	8136	4304	4436	-401	-401	284	1	336	550	266	232	0	0	0	0	0	0	0	0	0
1232042255	进阶·远古·无双之魄·精炼等级：55（附击晕特效）	0	0	16	15	4	0	0	攻击目标时，有几率无视防御，使其固定掉血5600	0	无双暗影出品	10000000	0	0	0	2	85000456	35	5444	8212	4364	4496	-401	-401	288	1	339	553	270	235	0	0	0	0	0	0	0	0	0
1232042256	进阶·远古·无双之魄·精炼等级：56（附击晕特效）	0	0	16	15	4	0	0	攻击目标时，有几率无视防御，使其固定掉血5700	0	无双暗影出品	10000000	0	0	0	2	85000457	35	5504	8288	4424	4556	-401	-401	292	1	342	556	274	238	0	0	0	0	0	0	0	0	0
1232042257	进阶·远古·无双之魄·精炼等级：57（附击晕特效）	0	0	16	15	4	0	0	攻击目标时，有几率无视防御，使其固定掉血5800	0	无双暗影出品	10000000	0	0	0	2	85000458	35	5564	8364	4484	4616	-401	-401	296	1	345	559	278	241	0	0	0	0	0	0	0	0	0
1232042258	进阶·远古·无双之魄·精炼等级：58（附击晕特效）	0	0	16	15	4	0	0	攻击目标时，有几率无视防御，使其固定掉血5900	0	无双暗影出品	10000000	0	0	0	2	85000459	35	5624	8440	4544	4676	-401	-401	300	1	348	562	282	244	0	0	0	0	0	0	0	0	0
1232042259	进阶·远古·无双之魄·精炼等级：59（附击晕特效）	0	0	16	15	4	0	0	攻击目标时，有几率无视防御，使其固定掉血6000	0	无双暗影出品	10000000	0	0	0	2	85000460	35	5684	8516	4604	4736	-401	-401	304	1	351	565	286	247	0	0	0	0	0	0	0	0	0
1232042260	进阶·远古·无双之魄·精炼等级：60（附击晕特效）	0	0	16	15	4	0	0	攻击目标时，有几率无视防御，使其固定掉血6100	0	无双暗影出品	10000000	0	0	0	2	85000461	35	5744	8592	4664	4796	-401	-401	308	13	354	568	290	250	0	0	0	0	0	0	0	0	0
1232042261	进阶·远古·无双之魄·精炼等级：61（附击晕特效）	0	0	17	15	4	0	0	攻击目标时，有几率无视防御，使其固定掉血6200	0	无双暗影出品	10000000	0	0	0	2	85000462	35	5804	8668	4724	4856	-401	-401	312	13	357	571	294	253	0	0	0	0	0	0	0	0	0
1232042262	进阶·远古·无双之魄·精炼等级：62（附击晕特效）	0	0	17	15	4	0	0	攻击目标时，有几率无视防御，使其固定掉血6300	0	无双暗影出品	10000000	0	0	0	2	85000463	35	5864	8744	4784	4916	-401	-401	316	13	360	574	298	256	0	0	0	0	0	0	0	0	0
1232042263	进阶·远古·无双之魄·精炼等级：63（附击晕特效）	0	0	17	15	4	0	0	攻击目标时，有几率无视防御，使其固定掉血6400	0	无双暗影出品	10000000	0	0	0	2	85000464	35	5924	8820	4844	4976	-401	-401	320	13	363	577	302	259	0	0	0	0	0	0	0	0	0
1232042264	进阶·远古·无双之魄·精炼等级：64（附击晕特效）	0	0	17	15	4	0	0	攻击目标时，有几率无视防御，使其固定掉血6500	0	无双暗影出品	10000000	0	0	0	2	85000465	35	5984	8896	4904	5036	-401	-401	324	13	366	580	306	262	0	0	0	0	0	0	0	0	0
1232042265	进阶·远古·无双之魄·精炼等级：65（附击晕特效）	0	0	17	15	4	0	0	攻击目标时，有几率无视防御，使其固定掉血6600	0	无双暗影出品	10000000	0	0	0	2	85000466	35	6044	8972	4964	5096	-401	-401	328	13	369	583	310	265	0	0	0	0	0	0	0	0	0
1232042266	进阶·远古·无双之魄·精炼等级：66（附击晕特效）	0	0	17	15	4	0	0	攻击目标时，有几率无视防御，使其固定掉血6700	0	无双暗影出品	10000000	0	0	0	2	85000467	35	6104	9048	5024	5156	-401	-401	332	13	372	586	314	268	0	0	0	0	0	0	0	0	0
1232042267	进阶·远古·无双之魄·精炼等级：67（附击晕特效）	0	0	17	15	4	0	0	攻击目标时，有几率无视防御，使其固定掉血6800	0	无双暗影出品	10000000	0	0	0	2	85000468	35	6164	9124	5084	5216	-401	-401	336	13	375	589	318	271	0	0	0	0	0	0	0	0	0
1232042268	进阶·远古·无双之魄·精炼等级：68（附击晕特效）	0	0	17	15	4	0	0	攻击目标时，有几率无视防御，使其固定掉血6900	0	无双暗影出品	10000000	0	0	0	2	85000469	35	6224	9200	5144	5276	-401	-401	340	13	378	592	322	274	0	0	0	0	0	0	0	0	0
1232042269	进阶·远古·无双之魄·精炼等级：69（附击晕特效）	0	0	17	15	4	0	0	攻击目标时，有几率无视防御，使其固定掉血7000	0	无双暗影出品	10000000	0	0	0	2	85000470	35	6284	9276	5204	5336	-401	-401	344	13	381	595	326	277	0	0	0	0	0	0	0	0	0
1232042270	进阶·远古·无双之魄·精炼等级：70（附击晕特效）	0	0	17	15	4	0	0	攻击目标时，有几率无视防御，使其固定掉血7100	0	无双暗影出品	10000000	0	0	0	2	85000471	35	6344	9352	5264	5396	-401	-401	348	13	384	598	330	280	0	0	0	0	0	0	0	0	0
1232042271	进阶·远古·无双之魄·精炼等级：71（附击晕特效）	0	0	18	15	4	0	0	攻击目标时，有几率无视防御，使其固定掉血7200	0	无双暗影出品	10000000	0	0	0	2	85000472	35	6404	9428	5324	5456	-401	-401	352	13	387	601	334	283	0	0	0	0	0	0	0	0	0
1232042272	进阶·远古·无双之魄·精炼等级：72（附击晕特效）	0	0	18	15	4	0	0	攻击目标时，有几率无视防御，使其固定掉血7300	0	无双暗影出品	10000000	0	0	0	2	85000473	35	6464	9504	5384	5516	-401	-401	356	13	390	604	338	286	0	0	0	0	0	0	0	0	0
1232042273	进阶·远古·无双之魄·精炼等级：73（附击晕特效）	0	0	18	15	4	0	0	攻击目标时，有几率无视防御，使其固定掉血7400	0	无双暗影出品	10000000	0	0	0	2	85000474	35	6524	9580	5444	5576	-401	-401	360	13	393	607	342	289	0	0	0	0	0	0	0	0	0
1232042274	进阶·远古·无双之魄·精炼等级：74（附击晕特效）	0	0	18	15	4	0	0	攻击目标时，有几率无视防御，使其固定掉血7500	0	无双暗影出品	10000000	0	0	0	2	85000475	35	6584	9656	5504	5636	-401	-401	364	13	396	610	346	292	0	0	0	0	0	0	0	0	0
1232042275	进阶·远古·无双之魄·精炼等级：75（附击晕特效）	0	0	18	15	4	0	0	攻击目标时，有几率无视防御，使其固定掉血7600	0	无双暗影出品	10000000	0	0	0	2	85000476	35	6644	9732	5564	5696	-401	-401	368	13	399	613	350	295	0	0	0	0	0	0	0	0	0
1232042276	进阶·远古·无双之魄·精炼等级：76（附击晕特效）	0	0	18	15	4	0	0	攻击目标时，有几率无视防御，使其固定掉血7700	0	无双暗影出品	10000000	0	0	0	2	85000477	35	6704	9808	5624	5756	-401	-401	372	13	402	616	354	298	0	0	0	0	0	0	0	0	0
1232042277	进阶·远古·无双之魄·精炼等级：77（附击晕特效）	0	0	18	15	4	0	0	攻击目标时，有几率无视防御，使其固定掉血7800	0	无双暗影出品	10000000	0	0	0	2	85000478	35	6764	9884	5684	5816	-401	-401	376	13	405	619	358	301	0	0	0	0	0	0	0	0	0
1232042278	进阶·远古·无双之魄·精炼等级：78（附击晕特效）	0	0	18	15	4	0	0	攻击目标时，有几率无视防御，使其固定掉血7900	0	无双暗影出品	10000000	0	0	0	2	85000479	35	6824	9960	5744	5876	-401	-401	380	13	408	622	362	304	0	0	0	0	0	0	0	0	0
1232042279	进阶·远古·无双之魄·精炼等级：79（附击晕特效）	0	0	18	15	4	0	0	攻击目标时，有几率无视防御，使其固定掉血8000	0	无双暗影出品	10000000	0	0	0	2	85000480	35	6884	10036	5804	5936	-401	-401	384	13	411	625	366	307	0	0	0	0	0	0	0	0	0
1232042280	进阶·远古·无双之魄·精炼等级：80（附击晕特效）	0	0	18	15	4	0	0	攻击目标时，有几率无视防御，使其固定掉血8000	0	无双暗影出品	0	0	0	0	2	85000480	35	6944	10112	5864	5996	-401	-401	388	13	414	628	370	310	0	0	0	0	0	0	0	0	0
