编号	名字	等级需求	光影等级	图标	品质	金币	元宝	功能描述	攻击距离增加	描述	升等费用	精炼几率	精炼费用	升级费用	种族要求	武器攻击附加状态	状态产生几率	最小物理攻击	最大物理攻击	最小魔法攻击	最大魔法攻击	增加攻击时间	增加攻击间隔	增加攻击命中	双倍攻击几率	附加最小物理攻击	附加最大物理攻击	附加最小魔法攻击	附加最大魔法攻击	物攻加成（等级）	物攻加成（强壮）	物攻加成（敏捷）	物攻加成（智慧）	魔攻加成（等级）	魔攻加成（强壮）	魔攻加成（敏捷）	魔攻加成（智慧）	是否可丢弃
1221042223	进阶·远古·无双之术·精炼等级：23	0	13	18	4	0	0	每阶多提高百分之二的魔法攻击	0	无双暗影世界出品	600000	0	0	0	1	0	0	4038	4176	7260	7947	-360	-360	40	11	117	129	246	303	2	10	10	10	49	10	10	29	0
1221042224	进阶·远古·无双之术·精炼等级：24	0	13	18	4	0	0	每阶多提高百分之二的魔法攻击	0	无双暗影世界出品	700000	0	0	0	1	0	0	4128	4266	7401	8088	-360	-360	41	11	119	131	253	310	2	10	10	10	51	10	10	30	0
1221042225	进阶·远古·无双之术·精炼等级：25	0	13	18	4	0	0	每阶多提高百分之二的魔法攻击	0	无双暗影世界出品	800000	0	0	0	1	0	0	4218	4356	7542	8229	-360	-360	42	11	121	133	260	317	2	10	10	10	53	10	10	31	0
1221042226	进阶·远古·无双之术·精炼等级：26	0	13	18	4	0	0	每阶多提高百分之二的魔法攻击	0	无双暗影世界出品	900000	0	0	0	1	0	0	4308	4446	7683	8370	-360	-360	43	11	123	135	267	324	2	10	10	10	55	10	10	32	0
1221042227	进阶·远古·无双之术·精炼等级：27	0	13	18	4	0	0	每阶多提高百分之二的魔法攻击	0	无双暗影世界出品	1000000	0	0	0	1	0	0	4398	4536	7824	8511	-360	-360	44	11	125	137	274	331	2	10	10	10	57	10	10	33	0
1221042228	进阶·远古·无双之术·精炼等级：28	0	13	18	4	0	0	每阶多提高百分之二的魔法攻击	0	无双暗影世界出品	2000000	0	0	0	1	0	0	4488	4626	7965	8652	-360	-360	45	11	127	139	281	338	2	10	10	10	59	10	10	34	0
1221042229	进阶·远古·无双之术·精炼等级：29	0	13	18	4	0	0	每阶多提高百分之二的魔法攻击	0	无双暗影世界出品	3000000	0	0	0	1	0	0	4578	4716	8106	8793	-360	-360	46	11	129	141	288	345	2	10	10	10	61	10	10	35	0
1221042230	进阶·远古·无双之术·精炼等级：30	0	13	18	4	0	0	每阶多提高百分之二的魔法攻击	0	无双暗影世界出品	4000000	0	0	0	1	0	0	4668	4806	8247	8934	-360	-360	47	11	131	143	295	352	2	10	10	10	63	10	10	36	0
1221042231	进阶·远古·无双之术·精炼等级：31	0	14	18	4	0	0	每阶多提高百分之二的魔法攻击	0	无双暗影世界出品	5000000	0	0	0	1	0	0	4758	4896	8388	9075	-360	-360	48	11	133	145	302	359	2	10	10	10	65	10	10	37	0
1221042232	进阶·远古·无双之术·精炼等级：32	0	14	18	4	0	0	每阶多提高百分之二的魔法攻击	0	无双暗影世界出品	6000000	0	0	0	1	0	0	4848	4986	8529	9216	-360	-360	44	11	135	147	309	366	2	10	10	10	67	10	10	38	0
1221042233	进阶·远古·无双之术·精炼等级：33	0	14	18	4	0	0	每阶多提高百分之二的魔法攻击	0	无双暗影世界出品	7000000	0	0	0	1	0	0	4938	5076	8670	9357	-360	-360	45	11	137	149	316	373	2	10	10	10	69	10	10	39	0
1221042234	进阶·远古·无双之术·精炼等级：34	0	14	18	4	0	0	每阶多提高百分之二的魔法攻击	0	无双暗影世界出品	8000000	0	0	0	1	0	0	5028	5166	8811	9498	-360	-360	46	11	139	151	323	380	2	10	10	10	71	10	10	40	0
1221042235	进阶·远古·无双之术·精炼等级：35	0	14	18	4	0	0	每阶多提高百分之二的魔法攻击	0	无双暗影世界出品	9000000	0	0	0	1	0	0	5118	5256	8952	9639	-360	-360	47	11	141	153	330	387	2	10	10	10	73	10	10	41	0
1221042236	进阶·远古·无双之术·精炼等级：36	0	14	18	4	0	0	每阶多提高百分之二的魔法攻击	0	无双暗影世界出品	10000000	0	0	0	1	0	0	5208	5346	9093	9780	-360	-360	48	11	143	155	337	394	2	10	10	10	75	10	10	42	0
1221042237	进阶·远古·无双之术·精炼等级：37	0	14	18	4	0	0	每阶多提高百分之二的魔法攻击	0	无双暗影世界出品	10000000	0	0	0	1	0	0	5298	5436	9234	9921	-360	-360	49	11	145	157	344	401	2	10	10	10	77	10	10	43	0
1221042238	进阶·远古·无双之术·精炼等级：38	0	14	18	4	0	0	每阶多提高百分之二的魔法攻击	0	无双暗影世界出品	10000000	0	0	0	1	0	0	5388	5526	9375	10062	-360	-360	50	11	147	159	351	408	2	10	10	10	79	10	10	44	0
1221042239	进阶·远古·无双之术·精炼等级：39	0	14	18	4	0	0	每阶多提高百分之二的魔法攻击	0	无双暗影世界出品	10000000	0	0	0	1	0	0	5478	5616	9516	10203	-360	-360	51	11	149	161	358	415	2	10	10	10	81	10	10	45	0
1221042240	进阶·远古·无双之术·精炼等级：40	0	14	18	4	0	0	每阶多提高百分之二的魔法攻击	0	无双暗影世界出品	10000000	0	0	0	1	0	0	5568	5706	9657	10344	-360	-360	52	11	151	163	365	422	2	10	10	10	83	10	10	46	0
1221042241	进阶·远古·无双之术·精炼等级：41	0	15	18	4	0	0	每阶多提高百分之二的魔法攻击	0	无双暗影世界出品	10000000	0	0	0	1	0	0	5658	5796	9798	10485	-360	-360	53	11	153	165	372	429	2	10	10	10	85	10	10	47	0
1221042242	进阶·远古·无双之术·精炼等级：42	0	15	18	4	0	0	每阶多提高百分之二的魔法攻击	0	无双暗影世界出品	10000000	0	0	0	1	0	0	5748	5886	9939	10626	-360	-360	54	11	155	167	379	436	2	10	10	10	87	10	10	48	0
1221042243	进阶·远古·无双之术·精炼等级：43	0	15	18	4	0	0	每阶多提高百分之二的魔法攻击	0	无双暗影世界出品	10000000	0	0	0	1	0	0	5838	5976	10080	10767	-360	-360	55	11	157	169	386	443	2	10	10	10	89	10	10	49	0
1221042244	进阶·远古·无双之术·精炼等级：44	0	15	18	4	0	0	每阶多提高百分之二的魔法攻击	0	无双暗影世界出品	10000000	0	0	0	1	0	0	5928	6066	10221	10908	-360	-360	56	11	159	171	393	450	2	10	10	10	91	10	10	50	0
1221042245	进阶·远古·无双之术·精炼等级：45	0	15	18	4	0	0	每阶多提高百分之二的魔法攻击	0	无双暗影世界出品	10000000	0	0	0	1	0	0	6018	6156	10362	11049	-360	-360	57	11	161	173	400	457	2	10	10	10	93	10	10	51	0
1221042246	进阶·远古·无双之术·精炼等级：46	0	15	18	4	0	0	每阶多提高百分之二的魔法攻击	0	无双暗影世界出品	10000000	0	0	0	1	0	0	6108	6246	10503	11190	-360	-360	58	11	163	175	407	464	2	10	10	10	95	10	10	52	0
1221042247	进阶·远古·无双之术·精炼等级：47	0	15	18	4	0	0	每阶多提高百分之二的魔法攻击	0	无双暗影世界出品	10000000	0	0	0	1	0	0	6198	6336	10644	11331	-360	-360	59	11	165	177	414	471	2	10	10	10	97	10	10	53	0
1221042248	进阶·远古·无双之术·精炼等级：48	0	15	18	4	0	0	每阶多提高百分之二的魔法攻击	0	无双暗影世界出品	10000000	0	0	0	1	0	0	6288	6426	10785	11472	-360	-360	55	11	167	179	421	478	2	10	10	10	99	10	10	54	0
1221042249	进阶·远古·无双之术·精炼等级：49	0	15	18	4	0	0	每阶多提高百分之二的魔法攻击	0	无双暗影世界出品	10000000	0	0	0	1	0	0	6378	6516	10926	11613	-360	-360	56	11	169	181	428	485	2	10	10	10	101	10	10	55	0
1221042250	进阶·远古·无双之术·精炼等级：50	0	15	18	4	0	0	每阶多提高百分之二的魔法攻击	0	无双暗影世界出品	10000000	0	0	0	1	0	0	6468	6606	11067	11754	-360	-360	57	11	171	183	435	492	2	10	10	10	103	10	10	56	0
1221042251	进阶·远古·无双之术·精炼等级：51	0	16	18	4	0	0	每阶多提高百分之二的魔法攻击	0	无双暗影世界出品	10000000	0	0	0	1	0	0	6558	6696	11208	11895	-360	-360	58	11	173	185	442	499	2	10	10	10	105	10	10	57	0
1221042252	进阶·远古·无双之术·精炼等级：52	0	16	18	4	0	0	每阶多提高百分之二的魔法攻击	0	无双暗影世界出品	10000000	0	0	0	1	0	0	6648	6786	11349	12036	-360	-360	59	11	175	187	449	506	2	10	10	10	107	10	10	58	0
1221042253	进阶·远古·无双之术·精炼等级：53	0	16	18	4	0	0	每阶多提高百分之二的魔法攻击	0	无双暗影世界出品	10000000	0	0	0	1	0	0	6738	6876	11490	12177	-360	-360	60	11	177	189	456	513	2	10	10	10	109	10	10	59	0
1221042254	进阶·远古·无双之术·精炼等级：54	0	16	18	4	0	0	每阶多提高百分之二的魔法攻击	0	无双暗影世界出品	10000000	0	0	0	1	0	0	6828	6966	11631	12318	-360	-360	61	11	179	191	463	520	2	10	10	10	111	10	10	60	0
1221042255	进阶·远古·无双之术·精炼等级：55	0	16	18	4	0	0	每阶多提高百分之二的魔法攻击	0	无双暗影世界出品	10000000	0	0	0	1	0	0	6918	7056	11772	12459	-360	-360	62	11	181	193	470	527	2	10	10	10	113	10	10	61	0
1221042256	进阶·远古·无双之术·精炼等级：56	0	16	18	4	0	0	每阶多提高百分之二的魔法攻击	0	无双暗影世界出品	10000000	0	0	0	1	0	0	7008	7146	11913	12600	-360	-360	63	11	183	195	477	534	2	10	10	10	115	10	10	62	0
1221042257	进阶·远古·无双之术·精炼等级：57	0	16	18	4	0	0	每阶多提高百分之二的魔法攻击	0	无双暗影世界出品	10000000	0	0	0	1	0	0	7098	7236	12054	12741	-360	-360	64	11	185	197	484	541	2	10	10	10	117	10	10	63	0
1221042258	进阶·远古·无双之术·精炼等级：58	0	16	18	4	0	0	每阶多提高百分之二的魔法攻击	0	无双暗影世界出品	10000000	0	0	0	1	0	0	7188	7326	12195	12882	-360	-360	65	11	187	199	491	548	2	10	10	10	119	10	10	64	0
1221042259	进阶·远古·无双之术·精炼等级：59	0	16	18	4	0	0	每阶多提高百分之二的魔法攻击	0	无双暗影世界出品	10000000	0	0	0	1	0	0	7278	7416	12336	13023	-360	-360	66	11	189	201	498	555	2	10	10	10	121	10	10	65	0
1221042260	进阶·远古·无双之术·精炼等级：60	0	16	18	4	0	0	每阶多提高百分之二的魔法攻击	0	无双暗影世界出品	10000000	0	0	0	1	0	0	7368	7506	12477	13164	-360	-360	67	11	191	203	505	562	2	10	10	10	123	10	10	66	0
1221042261	进阶·远古·无双之术·精炼等级：61	0	17	18	4	0	0	每阶多提高百分之二的魔法攻击	0	无双暗影世界出品	10000000	0	0	0	1	0	0	7458	7596	12618	13305	-360	-360	68	11	193	205	512	569	2	10	10	10	125	10	10	67	0
1221042262	进阶·远古·无双之术·精炼等级：62	0	17	18	4	0	0	每阶多提高百分之二的魔法攻击	0	无双暗影世界出品	10000000	0	0	0	1	0	0	7548	7686	12759	13446	-360	-360	69	11	195	207	519	576	2	10	10	10	127	10	10	68	0
1221042263	进阶·远古·无双之术·精炼等级：63	0	17	18	4	0	0	每阶多提高百分之二的魔法攻击	0	无双暗影世界出品	10000000	0	0	0	1	0	0	7638	7776	12900	13587	-360	-360	70	11	197	209	526	583	2	10	10	10	129	10	10	69	0
1221042264	进阶·远古·无双之术·精炼等级：64	0	17	18	4	0	0	每阶多提高百分之二的魔法攻击	0	无双暗影世界出品	10000000	0	0	0	1	0	0	7728	7866	13041	13728	-360	-360	36	11	199	211	533	590	2	10	10	10	131	10	10	70	0
1221042265	进阶·远古·无双之术·精炼等级：65	0	17	18	4	0	0	每阶多提高百分之二的魔法攻击	0	无双暗影世界出品	10000000	0	0	0	1	0	0	7818	7956	13182	13869	-360	-360	37	11	201	213	540	597	2	10	10	10	133	10	10	71	0
1221042266	进阶·远古·无双之术·精炼等级：66	0	17	18	4	0	0	每阶多提高百分之二的魔法攻击	0	无双暗影世界出品	10000000	0	0	0	1	0	0	7908	8046	13323	14010	-360	-360	38	11	203	215	547	604	2	10	10	10	135	10	10	72	0
1221042267	进阶·远古·无双之术·精炼等级：67	0	17	18	4	0	0	每阶多提高百分之二的魔法攻击	0	无双暗影世界出品	10000000	0	0	0	1	0	0	7998	8136	13464	14151	-360	-360	39	11	205	217	554	611	2	10	10	10	137	10	10	73	0
1221042268	进阶·远古·无双之术·精炼等级：68	0	17	18	4	0	0	每阶多提高百分之二的魔法攻击	0	无双暗影世界出品	10000000	0	0	0	1	0	0	8088	8226	13605	14292	-360	-360	40	11	207	219	561	618	2	10	10	10	139	10	10	74	0
1221042269	进阶·远古·无双之术·精炼等级：69	0	17	18	4	0	0	每阶多提高百分之二的魔法攻击	0	无双暗影世界出品	10000000	0	0	0	1	0	0	8178	8316	13746	14433	-360	-360	41	11	209	221	568	625	2	10	10	10	141	10	10	75	0
1221042270	进阶·远古·无双之术·精炼等级：70	0	17	18	4	0	0	每阶多提高百分之二的魔法攻击	0	无双暗影世界出品	10000000	0	0	0	1	0	0	8268	8406	13887	14574	-360	-360	42	11	211	223	575	632	2	10	10	10	143	10	10	76	0
1221042271	进阶·远古·无双之术·精炼等级：71	0	18	18	4	0	0	每阶多提高百分之二的魔法攻击	0	无双暗影世界出品	10000000	0	0	0	1	0	0	8358	8496	14028	14715	-360	-360	43	11	213	225	582	639	2	10	10	10	145	10	10	77	0
1221042272	进阶·远古·无双之术·精炼等级：72	0	18	18	4	0	0	每阶多提高百分之二的魔法攻击	0	无双暗影世界出品	10000000	0	0	0	1	0	0	8448	8586	14169	14856	-360	-360	44	11	215	227	589	646	2	10	10	10	147	10	10	78	0
1221042273	进阶·远古·无双之术·精炼等级：73	0	18	18	4	0	0	每阶多提高百分之二的魔法攻击	0	无双暗影世界出品	10000000	0	0	0	1	0	0	8538	8676	14310	14997	-360	-360	45	11	217	229	596	653	2	10	10	10	149	10	10	79	0
1221042274	进阶·远古·无双之术·精炼等级：74	0	18	18	4	0	0	每阶多提高百分之二的魔法攻击	0	无双暗影世界出品	10000000	0	0	0	1	0	0	8628	8766	14451	15138	-360	-360	46	11	219	231	603	660	2	10	10	10	151	10	10	80	0
1221042275	进阶·远古·无双之术·精炼等级：75	0	18	18	4	0	0	每阶多提高百分之二的魔法攻击	0	无双暗影世界出品	10000000	0	0	0	1	0	0	8718	8856	14592	15279	-360	-360	47	11	221	233	610	667	2	10	10	10	153	10	10	81	0
1221042276	进阶·远古·无双之术·精炼等级：76	0	18	18	4	0	0	每阶多提高百分之二的魔法攻击	0	无双暗影世界出品	10000000	0	0	0	1	0	0	8808	8946	14733	15420	-360	-360	48	11	223	235	617	674	2	10	10	10	155	10	10	82	0
1221042277	进阶·远古·无双之术·精炼等级：77	0	18	18	4	0	0	每阶多提高百分之二的魔法攻击	0	无双暗影世界出品	10000000	0	0	0	1	0	0	8898	9036	14874	15561	-360	-360	49	11	225	237	624	681	2	10	10	10	157	10	10	83	0
1221042278	进阶·远古·无双之术·精炼等级：78	0	18	18	4	0	0	每阶多提高百分之二的魔法攻击	0	无双暗影世界出品	10000000	0	0	0	1	0	0	8988	9126	15015	15702	-360	-360	50	11	227	239	631	688	2	10	10	10	159	10	10	84	0
1221042279	进阶·远古·无双之术·精炼等级：79	0	18	18	4	0	0	每阶多提高百分之二的魔法攻击	0	无双暗影世界出品	10000000	0	0	0	1	0	0	9078	9216	15156	15843	-360	-360	51	11	229	241	638	695	2	10	10	10	161	10	10	85	0
1221042280	进阶·远古·无双之术·精炼等级：80	0	18	18	4	0	0	每阶多提高百分之二的魔法攻击	0	无双暗影世界出品	0	0	0	0	1	0	0	9168	9306	15297	15984	-360	-360	51	11	231	243	645	702	2	10	10	10	163	10	10	86	0
