编号	名字	等级需求	光影等级	图标	品质	金币	元宝	功能描述	攻击距离增加	描述	升等费用	精炼几率	精炼费用	升级费用	种族要求	武器攻击附加状态	状态产生几率	最小物理攻击	最大物理攻击	最小魔法攻击	最大魔法攻击	增加攻击时间	增加攻击间隔	增加攻击命中	双倍攻击几率	附加最小物理攻击	附加最大物理攻击	附加最小魔法攻击	附加最大魔法攻击	物攻加成（等级）	物攻加成（强壮）	物攻加成（敏捷）	物攻加成（智慧）	魔攻加成（等级）	魔攻加成（强壮）	魔攻加成（敏捷）	魔攻加成（智慧）
1232000400	雷光剑	36	0	4	0	3937	0		0	挥动此剑的时候，剑身和空气摩擦会产生电光	1200	0	0	0	2	0	0	348	776	100	140	-500	-500	10	1	0	0	0	0	0	0	0	0	0	0	0	0
1232000401	雷光剑+1	36	0	4	0	3937	0		0	挥动此剑的时候，剑身和空气摩擦会产生电光	1300	0	0	0	2	0	0	374	802	110	150	-500	-500	11	1	0	0	0	0	0	0	0	0	0	0	0	0
1232000402	雷光剑+2	36	0	4	0	3937	0		0	挥动此剑的时候，剑身和空气摩擦会产生电光	1400	0	3000	0	2	0	0	400	828	120	160	-500	-500	12	1	0	0	0	0	0	0	0	0	0	0	0	0
1232000403	雷光剑+3	36	0	4	0	3937	0		0	挥动此剑的时候，剑身和空气摩擦会产生电光	1500	10000	3000	0	2	0	0	426	854	130	170	-500	-500	13	1	0	0	0	0	0	0	0	0	0	0	0	0
1232000404	雷光剑+4	36	0	4	0	3937	0		0	挥动此剑的时候，剑身和空气摩擦会产生电光	1600	10000	3000	0	2	0	0	452	880	140	180	-500	-500	14	1	0	0	0	0	0	0	0	0	0	0	0	0
1232000405	雷光剑+5	36	0	4	0	3937	0		0	挥动此剑的时候，剑身和空气摩擦会产生电光	1700	10000	3000	0	2	0	0	478	906	150	190	-500	-500	15	1	0	0	0	0	0	0	0	0	0	0	0	0
1232000406	雷光剑+6	36	0	4	0	3937	0		0	挥动此剑的时候，剑身和空气摩擦会产生电光	1800	10000	3000	0	2	0	0	504	932	160	200	-500	-500	16	1	0	0	0	0	0	0	0	0	0	0	0	0
1232000407	雷光剑+7	36	0	4	0	3937	0		0	挥动此剑的时候，剑身和空气摩擦会产生电光	1900	10000	3000	0	2	0	0	530	958	170	210	-500	-500	17	1	0	0	0	0	0	0	0	0	0	0	0	0
1232000408	雷光剑+8	36	0	4	0	3937	0		0	挥动此剑的时候，剑身和空气摩擦会产生电光	2000	10000	3000	0	2	0	0	556	984	180	220	-500	-500	18	1	0	0	0	0	0	0	0	0	0	0	0	0
1232000409	雷光剑+9	36	0	4	0	3937	0		0	挥动此剑的时候，剑身和空气摩擦会产生电光	2100	10000	3000	0	2	0	0	582	1010	190	230	-500	-500	19	1	0	0	0	0	0	0	0	0	0	0	0	0
1232000410	雷光剑+10	36	0	4	0	3937	0		0	挥动此剑的时候，剑身和空气摩擦会产生电光	0	10000	3000	0	2	0	0	608	1036	200	240	-500	-500	20	1	0	0	0	0	0	0	0	0	0	0	0	0
1232010400	精品雷光剑	36	0	4	1	3937	0		0	挥动此剑的时候，剑身和空气摩擦会产生电光	1200	0	0	0	2	0	0	348	776	100	140	-500	-500	10	1	43	97	0	0	0	0	0	0	0	0	0	0
1232010401	精品雷光剑+1	36	0	4	1	3937	0		0	挥动此剑的时候，剑身和空气摩擦会产生电光	1300	0	0	0	2	0	0	374	802	110	150	-500	-500	11	1	46	100	0	0	0	0	0	0	0	0	0	0
1232010402	精品雷光剑+2	36	0	4	1	3937	0		0	挥动此剑的时候，剑身和空气摩擦会产生电光	1400	0	0	0	2	0	0	400	828	120	160	-500	-500	12	1	50	103	0	0	0	0	0	0	0	0	0	0
1232010403	精品雷光剑+3	36	1	4	1	3937	0		0	挥动此剑的时候，剑身和空气摩擦会产生电光	1500	0	0	0	2	0	0	426	854	130	170	-500	-500	13	1	53	106	0	0	0	0	0	0	0	0	0	0
1232010404	精品雷光剑+4	36	1	4	1	3937	0		0	挥动此剑的时候，剑身和空气摩擦会产生电光	1600	5000	4000	0	2	0	0	452	880	140	180	-500	-500	14	1	56	110	0	0	0	0	0	0	0	0	0	0
1232010405	精品雷光剑+5	36	2	4	1	3937	0		0	挥动此剑的时候，剑身和空气摩擦会产生电光	1700	6000	4000	0	2	0	0	478	906	150	190	-500	-500	15	1	59	113	0	0	0	0	0	0	0	0	0	0
1232010406	精品雷光剑+6	36	2	4	1	3937	0		0	挥动此剑的时候，剑身和空气摩擦会产生电光	1800	7000	4000	0	2	0	0	504	932	160	200	-500	-500	16	1	63	116	0	0	0	0	0	0	0	0	0	0
1232010407	精品雷光剑+7	36	2	4	1	3937	0		0	挥动此剑的时候，剑身和空气摩擦会产生电光	1900	8000	4000	0	2	0	0	530	958	170	210	-500	-500	17	1	66	119	0	0	0	0	0	0	0	0	0	0
1232010408	精品雷光剑+8	36	3	4	1	3937	0		0	挥动此剑的时候，剑身和空气摩擦会产生电光	2000	9000	4000	0	2	0	0	556	984	180	220	-500	-500	18	1	69	123	0	0	0	0	0	0	0	0	0	0
1232010409	精品雷光剑+9	36	3	4	1	3937	0		0	挥动此剑的时候，剑身和空气摩擦会产生电光	2100	10000	4000	0	2	0	0	582	1010	190	230	-500	-500	19	1	72	126	0	0	0	0	0	0	0	0	0	0
1232010410	精品雷光剑+10	36	4	4	1	3937	0		0	挥动此剑的时候，剑身和空气摩擦会产生电光	0	10000	4000	0	2	0	0	608	1036	200	240	-500	-500	20	1	76	129	0	0	0	0	0	0	0	0	0	0
1232020400	极品雷光剑	36	0	4	2	3937	0		0	挥动此剑的时候，剑身和空气摩擦会产生电光	1200	0	0	0	2	0	0	348	776	100	140	-500	-500	10	1	43	97	12	17	2	0	0	0	2	0	0	0
1232020401	极品雷光剑+1	36	0	4	2	3937	0		0	挥动此剑的时候，剑身和空气摩擦会产生电光	1300	0	0	0	2	0	0	374	802	110	150	-500	-500	11	1	46	100	13	18	2	0	0	0	2	0	0	0
1232020402	极品雷光剑+2	36	0	4	2	3937	0		0	挥动此剑的时候，剑身和空气摩擦会产生电光	1400	0	0	0	2	0	0	400	828	120	160	-500	-500	12	1	50	103	15	20	2	0	0	0	2	0	0	0
1232020403	极品雷光剑+3	36	2	4	2	3937	0		0	挥动此剑的时候，剑身和空气摩擦会产生电光	1500	0	0	0	2	0	0	426	854	130	170	-500	-500	13	1	53	106	16	21	2	0	0	0	2	0	0	0
1232020404	极品雷光剑+4	36	2	4	2	3937	0		0	挥动此剑的时候，剑身和空气摩擦会产生电光	1600	0	0	0	2	0	0	452	880	140	180	-500	-500	14	1	56	110	17	22	2	0	0	0	2	0	0	0
1232020405	极品雷光剑+5	36	3	4	2	3937	0		0	挥动此剑的时候，剑身和空气摩擦会产生电光	1700	1000	5000	0	2	0	0	478	906	150	190	-500	-500	15	1	59	113	18	23	2	0	0	0	2	0	0	0
1232020406	极品雷光剑+6	36	3	4	2	3937	0		0	挥动此剑的时候，剑身和空气摩擦会产生电光	1800	2000	5000	0	2	0	0	504	932	160	200	-500	-500	16	1	63	116	20	25	2	0	0	0	2	0	0	0
1232020407	极品雷光剑+7	36	3	4	2	3937	0		0	挥动此剑的时候，剑身和空气摩擦会产生电光	1900	3500	5000	0	2	0	0	530	958	170	210	-500	-500	17	1	66	119	21	26	2	0	0	0	2	0	0	0
1232020408	极品雷光剑+8	36	4	4	2	3937	0		0	挥动此剑的时候，剑身和空气摩擦会产生电光	2000	5000	5000	0	2	0	0	556	984	180	220	-500	-500	18	1	69	123	22	27	2	0	0	0	2	0	0	0
1232020409	极品雷光剑+9	36	4	4	2	3937	0		0	挥动此剑的时候，剑身和空气摩擦会产生电光	2100	7000	5000	0	2	0	0	582	1010	190	230	-500	-500	19	1	72	126	23	28	2	0	0	0	2	0	0	0
1232020410	极品雷光剑+10	36	5	4	2	3937	0		0	挥动此剑的时候，剑身和空气摩擦会产生电光	0	10000	5000	0	2	0	0	608	1036	200	240	-500	-500	20	1	76	129	25	30	2	0	0	0	2	0	0	0
1232030400	完美雷光剑	36	0	4	3	1200000	90		0	挥动此剑的时候，剑身和空气摩擦会产生电光	1200	0	0	336	2	0	0	348	776	100	140	-500	-500	10	1	43	97	12	17	2	10	0	0	2	0	0	10
1232030401	完美雷光剑+1	36	0	4	3	1200000	90		0	挥动此剑的时候，剑身和空气摩擦会产生电光	1300	0	0	336	2	0	0	374	802	110	150	-500	-500	11	1	46	100	13	18	2	10	0	0	2	0	0	10
1232030402	完美雷光剑+2	36	0	4	3	1200000	90		0	挥动此剑的时候，剑身和空气摩擦会产生电光	1400	0	0	336	2	0	0	400	828	120	160	-500	-500	12	1	50	103	15	20	2	10	0	0	2	0	0	10
1232030403	完美雷光剑+3	36	3	4	3	1200000	90		0	挥动此剑的时候，剑身和空气摩擦会产生电光	1500	0	0	336	2	0	0	426	854	130	170	-500	-500	13	1	53	106	16	21	2	10	0	0	2	0	0	10
1232030404	完美雷光剑+4	36	3	4	3	1200000	90		0	挥动此剑的时候，剑身和空气摩擦会产生电光	1600	0	0	336	2	0	0	452	880	140	180	-500	-500	14	1	56	110	17	22	2	10	0	0	2	0	0	10
1232030405	完美雷光剑+5	36	4	4	3	1200000	90		0	挥动此剑的时候，剑身和空气摩擦会产生电光	1700	0	0	336	2	0	0	478	906	150	190	-500	-500	15	1	59	113	18	23	2	10	0	0	2	0	0	10
1232030406	完美雷光剑+6	36	4	4	3	1200000	90		0	挥动此剑的时候，剑身和空气摩擦会产生电光	1800	0	0	336	2	0	0	504	932	160	200	-500	-500	16	1	63	116	20	25	2	10	0	0	2	0	0	10
1232030407	完美雷光剑+7	36	4	4	3	1200000	90		0	挥动此剑的时候，剑身和空气摩擦会产生电光	1900	1000	6000	336	2	0	0	530	958	170	210	-500	-500	17	1	66	119	21	26	2	10	0	0	2	0	0	10
1232030408	完美雷光剑+8	36	5	4	3	1200000	90		0	挥动此剑的时候，剑身和空气摩擦会产生电光	2000	2000	6000	336	2	0	0	556	984	180	220	-500	-500	18	1	69	123	22	27	2	10	0	0	2	0	0	10
1232030409	完美雷光剑+9	36	5	4	3	1200000	90		0	挥动此剑的时候，剑身和空气摩擦会产生电光	2100	3000	6000	336	2	0	0	582	1010	190	230	-500	-500	19	1	72	126	23	28	2	10	0	0	2	0	0	10
1232030410	完美雷光剑+10	36	6	4	3	1200000	90		0	挥动此剑的时候，剑身和空气摩擦会产生电光	0	4000	6000	336	2	0	0	608	1036	200	240	-500	-500	20	1	76	129	25	30	2	10	0	0	2	0	0	10
1232040400	神品雷光剑	36	0	4	4	2000000	150		0	挥动此剑的时候，剑身和空气摩擦会产生电光	1200	0	0	560	2	0	0	348	776	100	140	-500	-500	10	1	43	97	12	17	2	10	10	10	2	10	10	10
1232040401	神品雷光剑+1	36	0	4	4	2000000	150		0	挥动此剑的时候，剑身和空气摩擦会产生电光	1300	0	0	560	2	0	0	374	802	110	150	-500	-500	11	1	46	100	13	18	2	10	10	10	2	10	10	10
1232040402	神品雷光剑+2	36	0	4	4	2000000	150		0	挥动此剑的时候，剑身和空气摩擦会产生电光	1400	0	0	560	2	0	0	400	828	120	160	-500	-500	12	1	50	103	15	20	2	10	10	10	2	10	10	10
1232040403	神品雷光剑+3	36	4	4	4	2000000	150		0	挥动此剑的时候，剑身和空气摩擦会产生电光	1500	0	0	560	2	0	0	426	854	130	170	-500	-500	13	1	53	106	16	21	2	10	10	10	2	10	10	10
1232040404	神品雷光剑+4	36	4	4	4	2000000	150		0	挥动此剑的时候，剑身和空气摩擦会产生电光	1600	0	0	560	2	0	0	452	880	140	180	-500	-500	14	1	56	110	17	22	2	10	10	10	2	10	10	10
1232040405	神品雷光剑+5	36	5	4	4	2000000	150		0	挥动此剑的时候，剑身和空气摩擦会产生电光	1700	0	0	560	2	0	0	478	906	150	190	-500	-500	15	1	59	113	18	23	2	10	10	10	2	10	10	10
1232040406	神品雷光剑+6	36	5	4	4	2000000	150		0	挥动此剑的时候，剑身和空气摩擦会产生电光	1800	0	0	560	2	0	0	504	932	160	200	-500	-500	16	1	63	116	20	25	2	10	10	10	2	10	10	10
1232040407	神品雷光剑+7	36	5	4	4	2000000	150		0	挥动此剑的时候，剑身和空气摩擦会产生电光	1900	0	0	560	2	0	0	530	958	170	210	-500	-500	17	1	66	119	21	26	2	10	10	10	2	10	10	10
1232040408	神品雷光剑+8	36	6	4	4	2000000	150		0	挥动此剑的时候，剑身和空气摩擦会产生电光	2000	0	0	560	2	0	0	556	984	180	220	-500	-500	18	1	69	123	22	27	2	10	10	10	2	10	10	10
1232040409	神品雷光剑+9	36	6	4	4	2000000	150		0	挥动此剑的时候，剑身和空气摩擦会产生电光	2100	0	0	560	2	0	0	582	1010	190	230	-500	-500	19	1	72	126	23	28	2	10	10	10	2	10	10	10
1232040410	神品雷光剑+10	36	7	4	4	2000000	150		0	挥动此剑的时候，剑身和空气摩擦会产生电光	0	0	0	560	2	0	0	608	1036	200	240	-500	-500	20	1	76	129	25	30	2	10	10	10	2	10	10	10
1232000500	破军剑	48	0	5	0	4921	0		0	极为锋利的剑，杀敌破军	1600	0	0	0	2	0	0	466	1020	142	178	-500	-500	15	1	0	0	0	0	0	0	0	0	0	0	0	0
1232000501	破军剑+1	48	0	5	0	4921	0		0	极为锋利的剑，杀敌破军	1800	0	0	0	2	0	0	492	1046	152	188	-500	-500	16	1	0	0	0	0	0	0	0	0	0	0	0	0
1232000502	破军剑+2	48	0	5	0	4921	0		0	极为锋利的剑，杀敌破军	2000	0	0	0	2	0	0	518	1072	162	198	-500	-500	17	1	0	0	0	0	0	0	0	0	0	0	0	0
1232000503	破军剑+3	48	0	5	0	4921	0		0	极为锋利的剑，杀敌破军	2200	9000	5000	0	2	0	0	544	1098	172	208	-500	-500	18	1	0	0	0	0	0	0	0	0	0	0	0	0
1232000504	破军剑+4	48	0	5	0	4921	0		0	极为锋利的剑，杀敌破军	2400	10000	5000	0	2	0	0	570	1124	182	218	-500	-500	19	1	0	0	0	0	0	0	0	0	0	0	0	0
1232000505	破军剑+5	48	0	5	0	4921	0		0	极为锋利的剑，杀敌破军	2600	10000	5000	0	2	0	0	596	1150	192	228	-500	-500	20	1	0	0	0	0	0	0	0	0	0	0	0	0
1232000506	破军剑+6	48	0	5	0	4921	0		0	极为锋利的剑，杀敌破军	2800	10000	5000	0	2	0	0	622	1176	202	238	-500	-500	21	1	0	0	0	0	0	0	0	0	0	0	0	0
1232000507	破军剑+7	48	0	5	0	4921	0		0	极为锋利的剑，杀敌破军	3000	10000	5000	0	2	0	0	648	1202	212	248	-500	-500	22	1	0	0	0	0	0	0	0	0	0	0	0	0
1232000508	破军剑+8	48	0	5	0	4921	0		0	极为锋利的剑，杀敌破军	3200	10000	5000	0	2	0	0	674	1228	222	258	-500	-500	23	1	0	0	0	0	0	0	0	0	0	0	0	0
1232000509	破军剑+9	48	0	5	0	4921	0		0	极为锋利的剑，杀敌破军	3400	10000	5000	0	2	0	0	700	1254	232	268	-500	-500	24	1	0	0	0	0	0	0	0	0	0	0	0	0
1232000510	破军剑+10	48	0	5	0	4921	0		0	极为锋利的剑，杀敌破军	0	10000	5000	0	2	0	0	726	1280	242	278	-500	-500	25	1	0	0	0	0	0	0	0	0	0	0	0	0
1232010500	精品破军剑	48	0	5	1	4921	0		0	极为锋利的剑，杀敌破军	1600	0	0	0	2	0	0	466	1020	142	178	-500	-500	15	1	58	127	0	0	0	0	0	0	0	0	0	0
1232010501	精品破军剑+1	48	0	5	1	4921	0		0	极为锋利的剑，杀敌破军	1800	0	0	0	2	0	0	492	1046	152	188	-500	-500	16	1	61	130	0	0	0	0	0	0	0	0	0	0
1232010502	精品破军剑+2	48	0	5	1	4921	0		0	极为锋利的剑，杀敌破军	2000	0	0	0	2	0	0	518	1072	162	198	-500	-500	17	1	64	134	0	0	0	0	0	0	0	0	0	0
1232010503	精品破军剑+3	48	1	5	1	4921	0		0	极为锋利的剑，杀敌破军	2200	0	0	0	2	0	0	544	1098	172	208	-500	-500	18	1	68	137	0	0	0	0	0	0	0	0	0	0
1232010504	精品破军剑+4	48	1	5	1	4921	0		0	极为锋利的剑，杀敌破军	2400	1000	6000	0	2	0	0	570	1124	182	218	-500	-500	19	1	71	140	0	0	0	0	0	0	0	0	0	0
1232010505	精品破军剑+5	48	2	5	1	4921	0		0	极为锋利的剑，杀敌破军	2600	3000	6000	0	2	0	0	596	1150	192	228	-500	-500	20	1	74	143	0	0	0	0	0	0	0	0	0	0
1232010506	精品破军剑+6	48	2	5	1	4921	0		0	极为锋利的剑，杀敌破军	2800	5000	6000	0	2	0	0	622	1176	202	238	-500	-500	21	1	77	147	0	0	0	0	0	0	0	0	0	0
1232010507	精品破军剑+7	48	2	5	1	4921	0		0	极为锋利的剑，杀敌破军	3000	7000	6000	0	2	0	0	648	1202	212	248	-500	-500	22	1	81	150	0	0	0	0	0	0	0	0	0	0
1232010508	精品破军剑+8	48	3	5	1	4921	0		0	极为锋利的剑，杀敌破军	3200	8000	6000	0	2	0	0	674	1228	222	258	-500	-500	23	1	84	153	0	0	0	0	0	0	0	0	0	0
1232010509	精品破军剑+9	48	3	5	1	4921	0		0	极为锋利的剑，杀敌破军	3400	9000	6000	0	2	0	0	700	1254	232	268	-500	-500	24	1	87	156	0	0	0	0	0	0	0	0	0	0
1232010510	精品破军剑+10	48	4	5	1	4921	0		0	极为锋利的剑，杀敌破军	0	10000	6000	0	2	0	0	726	1280	242	278	-500	-500	25	1	90	160	0	0	0	0	0	0	0	0	0	0
1232020500	极品破军剑	48	0	5	2	4921	0		0	极为锋利的剑，杀敌破军	1600	0	0	0	2	0	0	466	1020	142	178	-500	-500	15	1	58	127	17	22	2	0	0	0	2	0	0	0
1232020501	极品破军剑+1	48	0	5	2	4921	0		0	极为锋利的剑，杀敌破军	1800	0	0	0	2	0	0	492	1046	152	188	-500	-500	16	1	61	130	19	23	2	0	0	0	2	0	0	0
1232020502	极品破军剑+2	48	0	5	2	4921	0		0	极为锋利的剑，杀敌破军	2000	0	0	0	2	0	0	518	1072	162	198	-500	-500	17	1	64	134	20	24	2	0	0	0	2	0	0	0
1232020503	极品破军剑+3	48	2	5	2	4921	0		0	极为锋利的剑，杀敌破军	2200	0	0	0	2	0	0	544	1098	172	208	-500	-500	18	1	68	137	21	26	2	0	0	0	2	0	0	0
1232020504	极品破军剑+4	48	2	5	2	4921	0		0	极为锋利的剑，杀敌破军	2400	0	0	0	2	0	0	570	1124	182	218	-500	-500	19	1	71	140	22	27	2	0	0	0	2	0	0	0
1232020505	极品破军剑+5	48	3	5	2	4921	0		0	极为锋利的剑，杀敌破军	2600	1000	7000	0	2	0	0	596	1150	192	228	-500	-500	20	1	74	143	24	28	2	0	0	0	2	0	0	0
1232020506	极品破军剑+6	48	3	5	2	4921	0		0	极为锋利的剑，杀敌破军	2800	2000	7000	0	2	0	0	622	1176	202	238	-500	-500	21	1	77	147	25	29	2	0	0	0	2	0	0	0
1232020507	极品破军剑+7	48	3	5	2	4921	0		0	极为锋利的剑，杀敌破军	3000	3000	7000	0	2	0	0	648	1202	212	248	-500	-500	22	1	81	150	26	31	2	0	0	0	2	0	0	0
1232020508	极品破军剑+8	48	4	5	2	4921	0		0	极为锋利的剑，杀敌破军	3200	4000	7000	0	2	0	0	674	1228	222	258	-500	-500	23	1	84	153	27	32	2	0	0	0	2	0	0	0
1232020509	极品破军剑+9	48	4	5	2	4921	0		0	极为锋利的剑，杀敌破军	3400	5000	7000	0	2	0	0	700	1254	232	268	-500	-500	24	1	87	156	29	33	2	0	0	0	2	0	0	0
1232020510	极品破军剑+10	48	5	5	2	4921	0		0	极为锋利的剑，杀敌破军	0	6000	7000	0	2	0	0	726	1280	242	278	-500	-500	25	1	90	160	30	34	2	0	0	0	2	0	0	0
1232030500	完美破军剑	48	0	5	3	2040000	112		0	极为锋利的剑，杀敌破军	1600	0	0	432	2	0	0	466	1020	142	178	-500	-500	15	1	58	127	17	22	2	10	0	0	2	0	0	10
1232030501	完美破军剑+1	48	0	5	3	2040000	112		0	极为锋利的剑，杀敌破军	1800	0	0	432	2	0	0	492	1046	152	188	-500	-500	16	1	61	130	19	23	2	10	0	0	2	0	0	10
1232030502	完美破军剑+2	48	0	5	3	2040000	112		0	极为锋利的剑，杀敌破军	2000	0	0	432	2	0	0	518	1072	162	198	-500	-500	17	1	64	134	20	24	2	10	0	0	2	0	0	10
1232030503	完美破军剑+3	48	3	5	3	2040000	112		0	极为锋利的剑，杀敌破军	2200	0	0	432	2	0	0	544	1098	172	208	-500	-500	18	1	68	137	21	26	2	10	0	0	2	0	0	10
1232030504	完美破军剑+4	48	3	5	3	2040000	112		0	极为锋利的剑，杀敌破军	2400	0	0	432	2	0	0	570	1124	182	218	-500	-500	19	1	71	140	22	27	2	10	0	0	2	0	0	10
1232030505	完美破军剑+5	48	4	5	3	2040000	112		0	极为锋利的剑，杀敌破军	2600	0	0	432	2	0	0	596	1150	192	228	-500	-500	20	1	74	143	24	28	2	10	0	0	2	0	0	10
1232030506	完美破军剑+6	48	4	5	3	2040000	112		0	极为锋利的剑，杀敌破军	2800	0	0	432	2	0	0	622	1176	202	238	-500	-500	21	1	77	147	25	29	2	10	0	0	2	0	0	10
1232030507	完美破军剑+7	48	4	5	3	2040000	112		0	极为锋利的剑，杀敌破军	3000	100	8000	432	2	0	0	648	1202	212	248	-500	-500	22	1	81	150	26	31	2	10	0	0	2	0	0	10
1232030508	完美破军剑+8	48	5	5	3	2040000	112		0	极为锋利的剑，杀敌破军	3200	600	8000	432	2	0	0	674	1228	222	258	-500	-500	23	1	84	153	27	32	2	10	0	0	2	0	0	10
1232030509	完美破军剑+9	48	5	5	3	2040000	112		0	极为锋利的剑，杀敌破军	3400	1100	8000	432	2	0	0	700	1254	232	268	-500	-500	24	1	87	156	29	33	2	10	0	0	2	0	0	10
1232030510	完美破军剑+10	48	6	5	3	2040000	112		0	极为锋利的剑，杀敌破军	0	1600	8000	432	2	0	0	726	1280	242	278	-500	-500	25	1	90	160	30	34	2	10	0	0	2	0	0	10
1232040500	神品破军剑	48	0	5	4	3400000	187		0	极为锋利的剑，杀敌破军	1600	0	0	720	2	0	0	466	1020	142	178	-500	-500	15	1	58	127	17	22	2	10	10	10	2	10	10	10
1232040501	神品破军剑+1	48	0	5	4	3400000	187		0	极为锋利的剑，杀敌破军	1800	0	0	720	2	0	0	492	1046	152	188	-500	-500	16	1	61	130	19	23	2	10	10	10	2	10	10	10
1232040502	神品破军剑+2	48	0	5	4	3400000	187		0	极为锋利的剑，杀敌破军	2000	0	0	720	2	0	0	518	1072	162	198	-500	-500	17	1	64	134	20	24	2	10	10	10	2	10	10	10
1232040503	神品破军剑+3	48	4	5	4	3400000	187		0	极为锋利的剑，杀敌破军	2200	0	0	720	2	0	0	544	1098	172	208	-500	-500	18	1	68	137	21	26	2	10	10	10	2	10	10	10
1232040504	神品破军剑+4	48	4	5	4	3400000	187		0	极为锋利的剑，杀敌破军	2400	0	0	720	2	0	0	570	1124	182	218	-500	-500	19	1	71	140	22	27	2	10	10	10	2	10	10	10
1232040505	神品破军剑+5	48	5	5	4	3400000	187		0	极为锋利的剑，杀敌破军	2600	0	0	720	2	0	0	596	1150	192	228	-500	-500	20	1	74	143	24	28	2	10	10	10	2	10	10	10
1232040506	神品破军剑+6	48	5	5	4	3400000	187		0	极为锋利的剑，杀敌破军	2800	0	0	720	2	0	0	622	1176	202	238	-500	-500	21	1	77	147	25	29	2	10	10	10	2	10	10	10
1232040507	神品破军剑+7	48	5	5	4	3400000	187		0	极为锋利的剑，杀敌破军	3000	0	0	720	2	0	0	648	1202	212	248	-500	-500	22	1	81	150	26	31	2	10	10	10	2	10	10	10
1232040508	神品破军剑+8	48	6	5	4	3400000	187		0	极为锋利的剑，杀敌破军	3200	0	0	720	2	0	0	674	1228	222	258	-500	-500	23	1	84	153	27	32	2	10	10	10	2	10	10	10
1232040509	神品破军剑+9	48	6	5	4	3400000	187		0	极为锋利的剑，杀敌破军	3400	0	0	720	2	0	0	700	1254	232	268	-500	-500	24	1	87	156	29	33	2	10	10	10	2	10	10	10
1232040510	神品破军剑+10	48	7	5	4	3400000	187		0	极为锋利的剑，杀敌破军	0	0	0	720	2	0	0	726	1280	242	278	-500	-500	25	1	90	160	30	34	2	10	10	10	2	10	10	10
1232000600	杀戮之剑	60	0	6	0	7382	0		0	经过千百战争的血腥之剑	2200	0	0	0	2	0	0	592	1344	172	238	-500	-500	16	1	0	0	0	0	0	0	0	0	0	0	0	0
1232000601	杀戮之剑+1	60	0	6	0	7382	0		0	经过千百战争的血腥之剑	2400	0	0	0	2	0	0	620	1372	184	250	-500	-500	17	1	0	0	0	0	0	0	0	0	0	0	0	0
1232000602	杀戮之剑+2	60	0	6	0	7382	0		0	经过千百战争的血腥之剑	2600	0	0	0	2	0	0	648	1400	196	262	-500	-500	18	1	0	0	0	0	0	0	0	0	0	0	0	0
1232000603	杀戮之剑+3	60	0	6	0	7382	0		0	经过千百战争的血腥之剑	2800	9000	7000	0	2	0	0	676	1428	208	274	-500	-500	19	1	0	0	0	0	0	0	0	0	0	0	0	0
1232000604	杀戮之剑+4	60	0	6	0	7382	0		0	经过千百战争的血腥之剑	3000	10000	7000	0	2	0	0	704	1456	220	286	-500	-500	20	1	0	0	0	0	0	0	0	0	0	0	0	0
1232000605	杀戮之剑+5	60	0	6	0	7382	0		0	经过千百战争的血腥之剑	3200	10000	7000	0	2	0	0	732	1484	232	298	-500	-500	21	1	0	0	0	0	0	0	0	0	0	0	0	0
1232000606	杀戮之剑+6	60	0	6	0	7382	0		0	经过千百战争的血腥之剑	3400	10000	7000	0	2	0	0	760	1512	244	310	-500	-500	22	1	0	0	0	0	0	0	0	0	0	0	0	0
1232000607	杀戮之剑+7	60	0	6	0	7382	0		0	经过千百战争的血腥之剑	3600	10000	7000	0	2	0	0	788	1540	256	322	-500	-500	23	1	0	0	0	0	0	0	0	0	0	0	0	0
1232000608	杀戮之剑+8	60	0	6	0	7382	0		0	经过千百战争的血腥之剑	3800	10000	7000	0	2	0	0	816	1568	268	334	-500	-500	24	1	0	0	0	0	0	0	0	0	0	0	0	0
1232000609	杀戮之剑+9	60	0	6	0	7382	0		0	经过千百战争的血腥之剑	4000	10000	7000	0	2	0	0	844	1596	280	346	-500	-500	25	1	0	0	0	0	0	0	0	0	0	0	0	0
1232000610	杀戮之剑+10	60	0	6	0	7382	0		0	经过千百战争的血腥之剑	0	10000	7000	0	2	0	0	872	1624	292	358	-500	-500	26	1	0	0	0	0	0	0	0	0	0	0	0	0
1232010600	精品杀戮之剑	60	0	6	1	7382	0		0	经过千百战争的血腥之剑	2200	0	0	0	2	0	0	592	1344	172	238	-500	-500	16	1	74	168	0	0	0	0	0	0	0	0	0	0
1232010601	精品杀戮之剑+1	60	0	6	1	7382	0		0	经过千百战争的血腥之剑	2400	0	0	0	2	0	0	620	1372	184	250	-500	-500	17	1	77	171	0	0	0	0	0	0	0	0	0	0
1232010602	精品杀戮之剑+2	60	0	6	1	7382	0		0	经过千百战争的血腥之剑	2600	0	0	0	2	0	0	648	1400	196	262	-500	-500	18	1	81	175	0	0	0	0	0	0	0	0	0	0
1232010603	精品杀戮之剑+3	60	1	6	1	7382	0		0	经过千百战争的血腥之剑	2800	0	0	0	2	0	0	676	1428	208	274	-500	-500	19	1	84	178	0	0	0	0	0	0	0	0	0	0
1232010604	精品杀戮之剑+4	60	1	6	1	7382	0		0	经过千百战争的血腥之剑	3000	1000	9000	0	2	0	0	704	1456	220	286	-500	-500	20	1	88	182	0	0	0	0	0	0	0	0	0	0
