编号	名字	显示图标	头顶提示	能否移动	能否攻击	起效延迟时间	持续次数	每次时间间隔	每次加生命数量	每次加魔法数量	加最大生命百分比	增加移动时间	增加移动间隔	增加攻击时间	增加攻击间隔	增加最小物理攻击	增加最大物理攻击	增加最小魔法攻击	增加最大魔法攻击	增加物理防御 	增加魔法防御 	增加命中	增加躲闪	怪物中此状态时的仇恨计算系数	简介
85001407	躲闪	14	0	1	1	0	40	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	提高闪避
85001408	躲闪	14	0	1	1	0	40	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	提高闪避
85001409	躲闪	14	0	1	1	0	40	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	提高闪避
85001410	躲闪	14	0	1	1	0	40	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	提高闪避
85001501	治疗	0	0	1	1	0	1	200	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	增加生命力
85001502	治疗	0	0	1	1	0	1	200	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	增加生命力
85001503	治疗	0	0	1	1	0	1	200	250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	增加生命力
85001504	治疗	0	0	1	1	0	1	200	350	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	增加生命力
85001505	治疗	0	0	1	1	0	1	200	450	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	增加生命力
85001506	治疗	0	0	1	1	0	1	200	550	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	增加生命力
85001507	治疗	0	0	1	1	0	1	200	650	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	增加生命力
85001508	治疗	0	0	1	1	0	1	200	750	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	增加生命力
85001509	治疗	0	0	1	1	0	1	200	850	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	增加生命力
85001510	治疗	0	0	1	1	0	1	200	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	增加生命力
85001601	燃烧	0	0	1	1	600	1	200	-50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	300	减少生命力
85001602	燃烧	0	0	1	1	600	1	200	-100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	300	减少生命力
85001603	燃烧	0	0	1	1	600	1	200	-150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	300	减少生命力
85001604	燃烧	0	0	1	1	600	1	200	-200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	300	减少生命力
85001605	燃烧	0	0	1	1	600	1	200	-300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	300	减少生命力
85001606	燃烧	0	0	1	1	600	1	200	-400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	300	减少生命力
85001607	燃烧	0	0	1	1	600	1	200	-500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	300	减少生命力
85001608	燃烧	0	0	1	1	600	1	200	-600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	300	减少生命力
85001609	燃烧	0	0	1	1	600	1	200	-700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	300	减少生命力
85001610	燃烧	0	0	1	1	600	1	200	-800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	300	减少生命力
85001611	燃烧	0	0	1	1	600	1	200	-1100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	300	减少生命力
85001701	炙烤	4	0	1	1	200	2	200	-100	-200	0	0	0	0	0	0	0	0	0	0	0	0	0	300	减少生命和魔法
85001702	炙烤	4	0	1	1	200	2	200	-160	-240	0	0	0	0	0	0	0	0	0	0	0	0	0	300	减少生命和魔法
85001703	炙烤	4	0	1	1	200	2	200	-220	-280	0	0	0	0	0	0	0	0	0	0	0	0	0	300	减少生命和魔法
85001704	炙烤	4	0	1	1	200	3	200	-280	-320	0	0	0	0	0	0	0	0	0	0	0	0	0	300	减少生命和魔法
85001705	炙烤	4	0	1	1	200	3	200	-340	-360	0	0	0	0	0	0	0	0	0	0	0	0	0	300	减少生命和魔法
85001706	炙烤	4	0	1	1	200	3	200	-400	-400	0	0	0	0	0	0	0	0	0	0	0	0	0	300	减少生命和魔法
85001707	炙烤	4	0	1	1	200	4	200	-460	-440	0	0	0	0	0	0	0	0	0	0	0	0	0	300	减少生命和魔法
85001708	炙烤	4	0	1	1	200	4	200	-520	-480	0	0	0	0	0	0	0	0	0	0	0	0	0	300	减少生命和魔法
85001709	炙烤	4	0	1	1	200	4	200	-580	-520	0	0	0	0	0	0	0	0	0	0	0	0	0	300	减少生命和魔法
85001710	炙烤	4	0	1	1	200	5	200	-640	-560	0	0	0	0	0	0	0	0	0	0	0	0	0	300	减少生命和魔法
85001801	目盲	11	0	1	1	0	7	1000	0	0	0	0	0	0	0	0	0	0	0	-5	0	-5	0	300	减少5%的自身物理防御和5%的命中，持续7秒
85001802	目盲	11	0	1	1	0	7	1000	0	0	0	0	0	0	0	0	0	0	0	-8	0	-8	0	300	减少8%的自身物理防御和8%的命中，持续7秒
85001803	目盲	11	0	1	1	0	8	1000	0	0	0	0	0	0	0	0	0	0	0	-11	0	-11	0	300	减少11%的自身物理防御和11%的命中，持续8秒
85001804	目盲	11	0	1	1	0	8	1000	0	0	0	0	0	0	0	0	0	0	0	-14	0	-14	0	300	减少14%的自身物理防御和14%的命中，持续8秒
85001805	目盲	11	0	1	1	0	9	1000	0	0	0	0	0	0	0	0	0	0	0	-17	0	-17	0	300	减少17%的自身物理防御和17%的命中，持续9秒
85001806	目盲	11	0	1	1	0	9	1000	0	0	0	0	0	0	0	0	0	0	0	-20	0	-20	0	300	减少20%的自身物理防御和20%的命中，持续9秒
85001807	目盲	11	0	1	1	0	10	1000	0	0	0	0	0	0	0	0	0	0	0	-23	0	-23	0	300	减少23%的自身物理防御和23%的命中，持续10秒
85001808	目盲	11	0	1	1	0	10	1000	0	0	0	0	0	0	0	0	0	0	0	-26	0	-26	0	300	减少26%的自身物理防御和26%的命中，持续10秒
85001809	目盲	11	0	1	1	0	11	1000	0	0	0	0	0	0	0	0	0	0	0	-29	0	-29	0	300	减少29%的自身物理防御和29%的命中，持续11秒
85001810	目盲	11	0	1	1	0	12	1000	0	0	0	0	0	0	0	0	0	0	0	-32	0	-32	0	300	减少32%的自身物理防御和32%的命中，持续12秒
85001901	爆炸	0	0	1	1	200	1	200	-300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	400	减少生命
85001902	爆炸	0	0	1	1	200	1	200	-350	0	0	0	0	0	0	0	0	0	0	0	0	0	0	400	减少生命
85001903	爆炸	0	0	1	1	200	1	200	-400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	400	减少生命
85001904	爆炸	0	0	1	1	200	1	200	-450	0	0	0	0	0	0	0	0	0	0	0	0	0	0	400	减少生命
85001905	爆炸	0	0	1	1	200	1	200	-500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	400	减少生命
85001906	爆炸	0	0	1	1	200	1	200	-550	0	0	0	0	0	0	0	0	0	0	0	0	0	0	400	减少生命
85001907	爆炸	0	0	1	1	200	1	200	-600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	400	减少生命
85001908	爆炸	0	0	1	1	200	1	200	-650	0	0	0	0	0	0	0	0	0	0	0	0	0	0	400	减少生命
85001909	爆炸	0	0	1	1	200	1	200	-700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	400	减少生命
85001910	爆炸	0	0	1	1	200	1	200	-800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	400	减少生命
85002001	天眼	15	0	1	1	0	5	1000	0	0	0	0	0	0	0	0	0	50	50	0	0	0	0	0	增加魔法攻击
85002002	天眼	15	0	1	1	0	5	1000	0	0	0	0	0	0	0	0	0	50	50	0	0	0	0	0	增加魔法攻击
85002003	天眼	15	0	1	1	0	5	1000	0	0	0	0	0	0	0	0	0	50	50	0	0	0	0	0	增加魔法攻击
85002004	天眼	15	0	1	1	0	6	1000	0	0	0	0	0	0	0	0	0	50	50	0	0	0	0	0	增加魔法攻击
85002005	天眼	15	0	1	1	0	6	1000	0	0	0	0	0	0	0	0	0	50	50	0	0	0	0	0	增加魔法攻击
85002006	天眼	15	0	1	1	0	6	1000	0	0	0	0	0	0	0	0	0	50	50	0	0	0	0	0	增加魔法攻击
85002007	天眼	15	0	1	1	0	7	1000	0	0	0	0	0	0	0	0	0	50	50	0	0	0	0	0	增加魔法攻击
85002008	天眼	15	0	1	1	0	7	1000	0	0	0	0	0	0	0	0	0	50	50	0	0	0	0	0	增加魔法攻击
85002009	天眼	15	0	1	1	0	7	1000	0	0	0	0	0	0	0	0	0	50	50	0	0	0	0	0	增加魔法攻击
85002010	天眼	15	0	1	1	0	8	1000	0	0	0	0	0	0	0	0	0	50	50	0	0	0	0	0	增加魔法攻击
82002101	狂热	10	0	1	1	0	40	1000	0	0	0	0	0	-75	-25	0	0	0	0	0	0	0	0	0	提高攻击速度
82002102	狂热	10	0	1	1	0	40	1000	0	0	0	0	0	-100	-40	0	0	0	0	0	0	0	0	0	提高攻击速度
82002103	狂热	10	0	1	1	0	40	1000	0	0	0	0	0	-125	-55	0	0	0	0	0	0	0	0	0	提高攻击速度
82002104	狂热	10	0	1	1	0	40	1000	0	0	0	0	0	-150	-70	0	0	0	0	0	0	0	0	0	提高攻击速度
82002105	狂热	10	0	1	1	0	40	1000	0	0	0	0	0	-175	-85	0	0	0	0	0	0	0	0	0	提高攻击速度
82002106	狂热	10	0	1	1	0	40	1000	0	0	0	0	0	-200	-100	0	0	0	0	0	0	0	0	0	提高攻击速度
82002107	狂热	10	0	1	1	0	40	1000	0	0	0	0	0	-225	-115	0	0	0	0	0	0	0	0	0	提高攻击速度
82002108	狂热	10	0	1	1	0	40	1000	0	0	0	0	0	-250	-130	0	0	0	0	0	0	0	0	0	提高攻击速度
82002109	狂热	10	0	1	1	0	40	1000	0	0	0	0	0	-275	-145	0	0	0	0	0	0	0	0	0	提高攻击速度
82002110	狂热	10	0	1	1	0	40	1000	0	0	0	0	0	-300	-160	0	0	0	0	0	0	0	0	0	提高攻击速度
85010101	疾风	12	0	1	1	0	60	1000	0	0	0	-200	0	0	0	0	0	0	0	0	0	0	0	0	提高移动速度200，缩短移动间隔200，持续1分钟
85010102	疾风	12	0	1	1	0	300	1000	0	0	0	-200	0	0	0	0	0	0	0	0	0	0	0	0	提高移动速度200，缩短移动间隔200，持续5分钟
85010103	疾风	12	0	1	1	0	600	1000	0	0	0	-200	0	0	0	0	0	0	0	0	0	0	0	0	提高移动速度200，缩短移动间隔200，持续10分钟
85010201	强壮	11	0	1	1	0	60	1000	0	0	0	0	0	0	0	50	50	0	0	0	0	0	0	0	提高物理攻击力为自身除装备外的1.5倍，持续1分钟
85010202	强壮	11	0	1	1	0	300	1000	0	0	0	0	0	0	0	50	50	0	0	0	0	0	0	0	提高物理攻击力为自身除装备外的1.5倍，持续5分钟
85010203	强壮	11	0	1	1	0	600	1000	0	0	0	0	0	0	0	50	50	0	0	0	0	0	0	0	提高物理攻击力为自身除装备外的1.5倍，持续10分钟
85010204	强壮	11	0	1	1	0	60	1000	0	0	0	0	0	0	0	200	200	0	0	0	0	0	0	0	提高物理攻击力为自身除装备外的3倍，持续1分钟
85010205	强壮	11	0	1	1	0	300	1000	0	0	0	0	0	0	0	200	200	0	0	0	0	0	0	0	提高物理攻击力为自身除装备外的3倍，持续5分钟
85010206	强壮	11	0	1	1	0	600	1000	0	0	0	0	0	0	0	200	200	0	0	0	0	0	0	0	提高物理攻击力为自身除装备外的3倍，持续10分钟
85010301	魔法环绕	13	0	1	1	0	60	1000	0	0	0	0	0	0	0	0	0	50	50	0	0	0	0	0	提高魔法攻击力为自身除装备外的1.5倍，持续1分钟
85010302	魔法环绕	13	0	1	1	0	300	1000	0	0	0	0	0	0	0	0	0	50	50	0	0	0	0	0	提高魔法攻击力为自身除装备外的1.5倍，持续5分钟
85010303	魔法环绕	13	0	1	1	0	600	1000	0	0	0	0	0	0	0	0	0	50	50	0	0	0	0	0	提高魔法攻击力为自身除装备外的1.5倍，持续10分钟
85010304	魔法环绕	13	0	1	1	0	60	1000	0	0	0	0	0	0	0	0	0	200	200	0	0	0	0	0	提高魔法攻击力为自身除装备外的3倍，持续1分钟
85010305	魔法环绕	13	0	1	1	0	300	1000	0	0	0	0	0	0	0	0	0	200	200	0	0	0	0	0	提高魔法攻击力为自身除装备外的3倍，持续5分钟
85010306	魔法环绕	13	0	1	1	0	600	1000	0	0	0	0	0	0	0	0	0	200	200	0	0	0	0	0	提高魔法攻击力为自身除装备外的3倍，持续10分钟
85010401	防护	8	0	1	1	0	60	1000	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	提高物理防御力为自身除装备外的1.5倍，持续1分钟
85010402	防护	8	0	1	1	0	300	1000	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	提高物理防御力为自身除装备外的1.5倍，持续5分钟
85010403	防护	8	0	1	1	0	600	1000	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	提高物理防御力为自身除装备外的1.5倍，持续10分钟
85010404	防护	8	0	1	1	0	60	1000	0	0	0	0	0	0	0	0	0	0	0	200	0	0	0	0	提高物理防御力为自身除装备外的3倍，持续1分钟
85010405	防护	8	0	1	1	0	300	1000	0	0	0	0	0	0	0	0	0	0	0	200	0	0	0	0	提高物理防御力为自身除装备外的3倍，持续5分钟
85010406	防护	8	0	1	1	0	600	1000	0	0	0	0	0	0	0	0	0	0	0	200	0	0	0	0	提高物理防御力为自身除装备外的3倍，持续10分钟
85010501	圣盾	9	0	1	1	0	60	1000	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	提高魔法防御力为自身除装备外的1.5倍，持续1分钟
85010502	圣盾	9	0	1	1	0	300	1000	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	提高魔法防御力为自身除装备外的1.5倍，持续5分钟
85010503	圣盾	9	0	1	1	0	600	1000	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	提高魔法防御力为自身除装备外的1.5倍，持续10分钟
85010504	圣盾	9	0	1	1	0	60	1000	0	0	0	0	0	0	0	0	0	0	0	0	200	0	0	0	提高魔法防御力为自身除装备外的3倍，持续1分钟
85010505	圣盾	9	0	1	1	0	300	1000	0	0	0	0	0	0	0	0	0	0	0	0	200	0	0	0	提高魔法防御力为自身除装备外的3倍，持续5分钟
85010506	圣盾	9	0	1	1	0	600	1000	0	0	0	0	0	0	0	0	0	0	0	0	200	0	0	0	提高魔法防御力为自身除装备外的3倍，持续10分钟
85010601	敏捷	14	0	1	1	0	60	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	20	20	0	提高命中和闪避为自身除装备外的1.2倍，持续1分钟
85010602	敏捷	14	0	1	1	0	300	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	20	20	0	提高命中和闪避为自身除装备外的1.2倍，持续5分钟
85010603	敏捷	14	0	1	1	0	600	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	20	20	0	提高命中和闪避为自身除装备外的1.2倍，持续10分钟
85010604	敏捷	14	0	1	1	0	60	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	50	50	0	提高命中和闪避为自身除装备外的1.5倍，持续1分钟
85010605	敏捷	14	0	1	1	0	300	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	50	50	0	提高命中和闪避为自身除装备外的1.5倍，持续5分钟
85010606	敏捷	14	0	1	1	0	600	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	50	50	0	提高命中和闪避为自身除装备外的1.5倍，持续10分钟
85010701	疯狂	10	0	1	1	0	60	1000	0	0	0	0	0	0	0	50	50	50	50	50	50	0	0	0	提高攻击力和防御力为自身除装备外的1.5倍，持续1分钟
85010702	疯狂	10	0	1	1	0	300	1000	0	0	0	0	0	0	0	50	50	50	50	50	50	0	0	0	提高攻击力和防御力为自身除装备外的1.5倍，持续5分钟
85010703	疯狂	10	0	1	1	0	600	1000	0	0	0	0	0	0	0	50	50	50	50	50	50	0	0	0	提高攻击力和防御力为自身除装备外的1.5倍，持续10分钟
85020202	剧毒	5	0	1	1	200	13	800	-300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	每0.8秒减少生命300，持续10秒
85020401	流血不止	4	0	1	1	200	15	800	-125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	每0.8秒减少生命120，持续12秒
85020402	冰冻	3	0	1	1	0	24	1000	0	0	0	400	200	450	200	0	0	0	0	0	0	0	0	0	行动变得迟缓
85020413	剧毒	5	0	1	1	200	20	800	-500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	每0.8秒减少生命500，持续16秒
85020414	诅咒	6	0	1	1	0	15	1000	0	0	0	400	0	450	200	-30	-30	-30	-30	-30	-30	-30	-30	0	减少玩家自身攻击力的30%、自身防御力的30%、命中的30%、闪避的30%，持续15秒
85020431	冰冻	3	0	1	1	0	15	1000	0	0	0	400	200	450	200	0	0	0	0	0	0	0	0	0	行动变得迟缓，持续15秒
85020452	爆伤	0	0	1	1	0	1	200	-4500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	产生爆炸造成伤害
85020454	流血	4	0	1	1	200	12	1500	-800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	每1.5秒减少生命800，持续18秒
85009900	测试连射	0	0	1	1	1000	2	200	-1200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	测试用的
85021001	诅咒之箭	4	0	1	1	0	12	800	-75	0	0	0	0	0	0	0	0	0	0	0	0	-28	-10	0	目标每0.8秒减血75，降低28%的命中以及10%的闪避，持续10秒
85021002	灼烧	2	0	1	1	0	8	1000	0	0	0	0	0	0	0	0	0	0	0	-40	-40	-28	-10	0	降低目标自身物理防御40%，降低28%的命中以及10%的闪避，持续8秒
85021003	虚弱	6	0	1	1	0	15	1000	0	0	0	0	0	0	0	-20	-20	-20	-20	0	0	-28	-10	0	降低目标自身物理攻击和魔法攻击20%，降低28%的命中以及10%的闪避，持续15秒
85021004	冰冻箭	3	0	1	1	0	15	1000	0	0	0	600	200	550	300	0	0	0	0	0	0	-28	-10	0	降低目标400的移动速度以及450的攻击速度，降低28%的命中以及10%的闪避，持续10秒
85021005	定身	15	0	0	1	0	10	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	-28	-10	0	使目标无法移动,降低28%的命中以及10%的闪避，持续10秒
85021011	诅咒	4	0	1	1	0	15	1000	0	0	0	0	0	0	0	0	0	0	0	-44	-44	0	0	0	降低目标44%的物防和魔防，持续15秒
85021012	妖摄	0	0	1	1	0	1	200	-520	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	减少目标520的生命
85021013	钝击	3	0	1	1	0	10	1000	0	0	0	0	0	300	300	0	0	0	0	0	0	0	0	0	降低目标300的攻击速度，持续10秒
85021014	迟缓	3	0	1	1	0	10	1000	0	0	0	500	200	0	0	0	0	0	0	0	0	0	0	0	降低目标300的移动速度，持续10秒
85021015	吓人球头领	0	0	1	1	0	1	200	-120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	减少目标120的生命
85021016	食魔初	0	0	1	1	0	1	200	0	-300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	减少目标300的魔法值
85021017	食魔持	0	0	1	1	0	1	200	0	-360	0	0	0	0	0	0	0	0	0	0	0	0	0	0	减少目标360的魔法值
85021018	食魔中	0	0	1	1	0	1	200	0	-420	0	0	0	0	0	0	0	0	0	0	0	0	0	0	减少目标420的魔法值
85021019	破甲	6	0	1	1	0	5	1000	0	0	0	0	0	0	0	0	0	0	0	-90	-75	0	0	0	降低目标90%的物防和75%的魔防，持续5秒
85020101	魔噬	0	0	1	1	0	1	200	-500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	减少500的生命
85020102	诅咒	6	0	1	1	0	12	1000	0	0	0	0	0	0	0	-20	-20	-20	-20	0	0	0	0	0	降低攻击20%，持续12秒
85020103	流血	4	0	1	1	0	10	800	-200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	每0.8秒减少生命200，持续10次
85020104	麻痹	7	0	1	1	0	12	1000	0	0	0	0	0	0	0	0	0	0	0	0	-60	0	0	0	降低目标自身魔法防御60%，持续12秒
85020105	灼烧	2	0	1	1	0	12	1000	0	0	0	0	0	0	0	0	0	0	0	-60	0	0	0	0	降低目标自身物理防御60%，持续12秒
85020106	炸裂	4	0	1	1	0	1	800	-700	-500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	减少目标700的生命以及500的魔法
85100001	公会防御	9	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	50	0	0	0	在公会标识物范围内即可生效，增加自身物理防御和魔法防御50%
85100002	公会生命上限	11	0	1	1	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	在公会标识物范围内即可生效，增加当前生命上限10%
85100003	公会攻击	10	0	1	1	0	0	0	0	0	0	0	0	0	0	30	30	30	30	0	0	0	0	0	在公会标识物范围内即可生效，增加自身物理攻击和魔法攻击30%
85100004	公会命中	14	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	10	0	在公会标识物范围内即可生效，增加自身命中和闪避10%
85200001	加血蓝	0	0	1	1	0	1	200	1500	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	增加生命1500，增加魔法1000
85200002	催眠	6	0	0	1	0	6	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	会让人无法控制自已的身体
85200003	兽人抽蓝	0	0	1	1	0	1	200	0	-2500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	减少魔法2500
85200104	流血	4	0	1	1	0	10	800	-250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	每0.8秒减少生命250，持续8秒
85200205	治疗	0	0	1	1	0	1	200	800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	增加800的生命
85200306	光盾	9	0	1	1	0	3000	100	0	0	0	0	0	0	0	0	0	0	0	200	360	0	0	0	增加自身物理防御200%和魔法防御360%，持续5分钟。
85200407	衰弱	6	0	1	1	0	10	1000	0	0	0	0	0	0	0	-30	-30	-30	-30	0	0	0	0	0	减少自身物理攻击和魔法攻击20%，持续10秒
85200508	冰冻	3	0	1	1	0	20	1000	0	0	0	400	200	450	200	0	0	0	0	0	0	0	0	0	行动变得迟缓
85200609	治疗	14	0	1	1	0	1	100	60000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	恢复12000生命
85200710	神化	11	0	1	1	0	1200	100	0	0	0	0	0	0	0	500	500	500	500	500	500	0	0	0	增加5倍的攻击和防御，持续2分钟。
85200811	巨龙力量	12	0	1	1	0	1200	100	0	0	75	-250	-150	-350	-150	0	0	0	0	0	0	0	0	0	提高移动速度和攻击速度,并增加75%的生命上限，持续2分钟。
85200912	炮台	0	0	1	1	0	1	200	-150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	减少生命150
85100401	圣诞糖果	11	0	1	1	0	300	1000	0	0	0	0	0	0	0	10	10	0	0	0	0	0	0	0	增加自身10%的物理攻击，持续5分钟
85100501	圣诞铃铛	8	0	1	1	0	300	1000	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	增加自身10%的物理防御，持续5分钟
85100601	圣诞雪球	13	0	1	1	0	300	1000	0	0	0	0	0	0	0	0	0	10	10	0	0	0	0	0	增加自身10%的魔法攻击，持续5分钟
85100701	圣诞袜子	9	0	1	1	0	300	1000	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	增加自身10%的魔法防御，持续5分钟
85100100	圣诞弓	0	0	1	1	0	1	200	-120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	减少目标120的生命
85100101	圣诞弓	0	0	1	1	0	1	200	-180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	减少目标180的生命
85100102	圣诞弓	0	0	1	1	0	1	200	-240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	减少目标240的生命
85100103	圣诞弓	0	0	1	1	0	1	200	-280	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	减少目标280的生命
85100200	圣诞杖	0	0	1	1	0	1	200	-120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	减少目标120的生命
85100201	圣诞杖	0	0	1	1	0	1	200	-180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	减少目标180的生命
85100202	圣诞杖	0	0	1	1	0	1	200	-240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	减少目标240的生命
85100203	圣诞杖	0	0	1	1	0	1	200	-280	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	减少目标280的生命
85100300	圣诞剑	0	0	1	1	0	1	200	-100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	减少目标100的生命
85100301	圣诞剑	0	0	1	1	0	1	200	-120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	减少目标120的生命
85100302	圣诞剑	0	0	1	1	0	1	200	-140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	减少目标140的生命
85100303	圣诞剑	0	0	1	1	0	1	200	-160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	减少目标160的生命
