编号	名字	级别	经验最小值	经验最大值	金钱最小值	金钱最大值	物品是否直接放入玩家背包	公共保护时间（秒）（无归属）	掉落药品数量	每个药品的几率	大爆几率	大爆百分比	品质1装备掉落数	品质1每个装备掉落几率	品质1武器掉落数	品质1每个武器掉落几率	品质2装备掉落数	品质2每个装备掉落几率	品质2武器掉落数	品质2每个武器掉落几率	品质3装备掉落数	品质3每个装备掉落几率	品质3武器掉落数	品质3每个武器掉落几率	品质4装备掉落数	品质4每个装备掉落几率	品质4武器掉落数	品质4每个武器掉落几率	品质5装备掉落数	品质5每个装备掉落几率	品质5武器掉落数	品质5每个武器掉落几率	附加物品编号1	附加物品几率1	附加物品编号2	附加物品几率2	附加物品编号11	附加物品几率11	附加物品编号12	附加物品几率12	附加物品编号3	附加物品几率3	附加物品编号4	附加物品几率4	附加物品编号5	附加物品几率5	附加物品编号6	附加物品几率6	附加物品编号7	附加物品几率7	附加物品编号8	附加物品几率8	附加物品编号9	附加物品几率9	附加物品编号10	附加物品几率10	附加物品编号10	附加物品几率10	附加物品编号10	附加物品几率10	附加物品编号10	附加物品几率10	附加物品编号10	附加物品几率10	附加物品编号10	附加物品几率10	附加物品编号10	附加物品几率10	附加物品编号10	附加物品几率10	附加物品编号10	附加物品几率10	附加物品编号10	附加物品几率10	附加物品编号10	附加物品几率10	附加物品编号10	附加物品几率10	附加物品编号10	附加物品几率10	附加物品编号10	附加物品几率10	附加物品编号10	附加物品几率10	附加物品编号10	附加物品几率10	附加物品编号10	附加物品几率10	附加物品编号10	附加物品几率10	附加物品编号10	附加物品几率10	附加物品编号10	附加物品几率10	附加物品编号10	附加物品几率10	附加物品编号10	附加物品几率10	附加物品编号10	附加物品几率10	附加物品编号10	附加物品几率10	附加物品编号10	附加物品几率10	附加物品编号10	附加物品几率10	附加物品编号10	附加物品几率10	附加物品编号10	附加物品几率10	附加物品编号10	附加物品几率10	附加物品编号10	附加物品几率10	附加物品编号10	附加物品几率10	附加物品编号10	附加物品几率10	附加物品编号10	附加物品几率10
70000040	邪恶巨人	79	628	638	195	281	0	0	0	0	1	3	1	60	1	25	1	6	1	3	0	0	0	0	0	0	0	0	0	0	0	0	1333001804	2	1333030600	3	1333001901	1	0	0	0	0	1433000803	50	1433000903	25	0	0	0	0	0	0	1333110001	50	0	0	1333100103	20	0	0	0	0	1433000203	138	1433000603	69	0	0	0	0	0	0	0	0	1433001001	3	1433001002	1	1333110001	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
70000041	爆炸球	81	660	670	200	288	0	0	0	0	1	3	1	60	1	25	1	6	1	3	0	0	0	0	0	0	0	0	0	0	0	0	1333001804	2	1333030700	3	1333001901	1	0	0	1333010300	700	1433000803	50	1433000903	25	0	0	0	0	0	0	1333110001	65	0	0	1333100103	20	0	0	0	0	1433000103	161	1433000303	208	0	0	0	0	0	0	0	0	1433001001	3	1433001002	1	1333110001	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
70000042	爆炸球	83	692	702	204	296	0	0	0	0	1	3	1	60	1	25	1	6	1	3	0	0	0	0	0	0	0	0	0	0	0	0	1333001804	2	1333030700	3	1333001901	1	0	0	1333010300	700	1433000803	50	1433000903	25	0	0	0	0	0	0	1333110001	65	0	0	1333100103	20	0	0	0	0	1433000103	161	1433000303	208	0	0	0	0	0	0	0	0	1433001001	3	1433001002	1	1333110001	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
70000043	木乃伊领主	85	726	736	209	303	0	0	0	0	1	3	1	60	1	25	1	6	1	3	0	0	0	0	0	0	0	0	0	0	0	0	1333001804	2	1333030700	3	1333001901	1	0	0	0	0	1433000804	50	1433000904	25	0	0	0	0	0	0	1333110001	65	0	0	1333100103	20	0	0	0	0	1433000403	92	1433000503	92	1433000703	138	0	0	0	0	0	0	1433001001	3	1433001002	1	1333110001	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
70000044	木乃伊领主	87	760	770	213	311	0	0	0	0	1	3	1	60	1	25	1	6	1	3	0	0	0	0	0	0	0	0	0	0	0	0	1333001804	2	1333030700	3	1333001901	1	0	0	0	0	1433000804	50	1433000904	25	0	0	0	0	0	0	1333110001	65	0	0	1333100103	20	0	0	0	0	1433000403	92	1433000503	92	1433000703	138	0	0	0	0	0	0	1433001001	3	1433001002	1	1333110001	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
70000045	烈火元素	89	794	804	217	319	0	0	0	0	1	3	1	60	1	25	1	6	1	3	0	0	0	0	0	0	0	0	0	0	0	0	1333001804	2	1333030700	3	1333001901	1	0	0	1333010700	700	1433000804	50	1433000904	25	0	0	0	0	0	0	1333110001	65	0	0	1333100104	5	0	0	0	0	1433000203	62	1433000603	31	0	0	1433000204	61	1433000604	30	0	0	1433001001	3	1433001002	1	1333110001	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
70000046	烈火元素	91	830	840	222	326	0	0	0	0	1	3	1	60	1	25	1	6	1	3	0	0	0	0	0	0	0	0	0	0	0	0	1333001805	2	1333030700	3	1333001901	1	0	0	1333010700	700	1433000804	50	1433000904	25	0	0	0	0	0	0	1333110001	65	0	0	1333100104	5	0	0	0	0	1433000203	62	1433000603	31	0	0	1433000204	61	1433000604	30	0	0	1433001001	3	1433001002	1	1333110001	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
70000047	深渊恶魔	93	866	876	226	334	0	0	0	0	1	3	1	60	1	25	1	6	1	3	0	0	0	0	0	0	0	0	0	0	0	0	1333001805	2	1333030800	3	1333001901	1	0	0	0	0	1433000804	50	1433000904	25	0	0	0	0	0	0	1333110001	65	0	0	1333100104	5	0	0	0	0	1433000303	92	1433000403	41	1433000503	41	1433000304	92	1433000404	41	1433000504	41	1433001001	3	1433001002	1	1333110001	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
70000048	深渊恶魔	95	904	914	230	342	0	0	0	0	1	3	1	60	1	25	1	6	1	3	0	0	0	0	0	0	0	0	0	0	0	0	1333001805	2	1333030800	3	1333001901	1	0	0	0	0	1433000804	50	1433000904	25	0	0	0	0	0	0	1333110001	65	0	0	1333100104	5	0	0	0	0	1433000303	92	1433000403	41	1433000503	41	1433000304	92	1433000404	41	1433000504	41	1433001001	3	1433001002	1	1333110001	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
70000049	骷髅战士	97	942	952	234	350	0	0	0	0	1	3	1	40	1	17	1	4	1	2	0	0	0	0	0	0	0	0	0	0	0	0	1333001805	2	1333030800	3	1333001901	1	0	0	1333012200	700	1433000804	50	1433000904	25	0	0	0	0	0	0	1333110001	65	0	0	1333100104	5	0	0	0	0	1433000103	72	1433000703	62	0	0	1433000104	71	1433000704	61	0	0	1433001001	3	1433001002	1	1333110001	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
70000050	骷髅战士	99	980	990	239	357	0	0	0	0	1	3	1	40	1	17	1	4	1	2	0	0	0	0	0	0	0	0	0	0	0	0	1333001805	2	1333030800	3	1333001901	1	0	0	1333012200	700	1433000804	50	1433000904	25	0	0	0	0	0	0	1333110001	65	0	0	1333100104	5	0	0	0	0	1433000103	72	1433000703	62	0	0	1433000104	71	1433000704	61	0	0	1433001001	3	1433001002	1	1333110001	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
70000051	骷髅弓箭手	101	1020	1030	243	365	0	0	0	0	1	3	1	40	1	17	1	4	1	2	0	0	0	0	0	0	0	0	0	0	0	0	1333001805	2	1333030800	3	1333001901	1	0	0	0	0	1433000804	50	1433000904	25	0	0	0	0	0	0	1333110001	80	0	0	1333100104	5	0	0	0	0	1433000104	106	1433000204	91	0	0	0	0	0	0	0	0	1433001001	3	1433001002	1	1333110001	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
70000052	骷髅弓箭手	103	1060	1070	247	373	0	0	0	0	1	3	1	40	1	17	1	4	1	2	0	0	0	0	0	0	0	0	0	0	0	0	1333001805	2	1333030800	3	1333001901	1	0	0	0	0	1433000804	50	1433000904	25	0	0	0	0	0	0	1333110001	80	0	0	1333100104	5	0	0	0	0	1433000104	106	1433000204	91	0	0	0	0	0	0	0	0	1433001001	3	1433001002	1	1333110001	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
70000053	尸兵	105	1102	1112	251	381	0	0	0	0	1	3	1	40	1	17	1	4	1	2	0	0	0	0	0	0	0	0	0	0	0	0	1333001805	2	1333030900	3	1333001901	1	0	0	0	0	1433000804	50	1433000904	25	0	0	0	0	0	0	1333110001	80	0	0	1333100104	5	0	0	0	0	1433000304	137	1433000504	61	1433000704	91	0	0	0	0	0	0	1433001001	3	1433001002	1	1333110001	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
70000054	尸兵	107	1144	1154	255	389	0	0	0	0	1	3	1	40	1	17	1	4	1	2	0	0	0	0	0	0	0	0	0	0	0	0	1333001806	2	1333030900	3	1333001901	1	0	0	0	0	1433000804	50	1433000904	25	0	0	0	0	0	0	1333110001	80	0	0	1333100104	5	0	0	0	0	1433000304	137	1433000504	61	1433000704	91	0	0	0	0	0	0	1433001001	3	1433001002	1	1333110001	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
70000055	鬼将	109	1186	1196	259	397	0	0	0	0	1	3	1	40	1	17	1	4	1	2	0	0	0	0	0	0	0	0	0	0	0	0	1333001806	2	1333030900	3	1333001901	1	0	0	0	0	1433000809	50	1433000909	25	0	0	0	0	0	0	1333110001	80	0	0	1333100104	5	0	0	0	0	1433000404	61	1433000604	45	0	0	0	0	0	0	0	0	1433001001	3	1433001002	1	1333110001	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
70000056	鬼将	111	1230	1240	263	405	0	0	0	0	1	3	1	40	1	17	1	4	1	2	0	0	0	0	0	0	0	0	0	0	0	0	1333001806	2	1333030900	3	1333001901	1	0	0	0	0	1433000809	50	1433000909	25	0	0	0	0	0	0	1333110001	80	0	0	1333100104	5	0	0	0	0	1433000404	61	1433000604	45	0	0	0	0	0	0	0	0	1433001001	3	1433001002	1	1333110001	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
70000057	怨灵	113	1274	1284	267	413	0	0	0	0	1	3	1	40	1	17	1	4	1	2	0	0	0	0	0	0	0	0	0	0	0	0	1333001806	2	1333030900	3	1333001901	1	0	0	0	0	1433000809	50	1433000909	25	0	0	0	0	0	0	1333110001	80	0	0	1333100104	5	0	0	0	0	1433000305	91	1433000405	40	1433000505	40	1433000705	60	0	0	0	0	1433001001	3	1433001002	1	1333110001	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
70000058	怨灵	115	1320	1330	272	420	0	0	0	0	1	3	1	40	1	17	1	4	1	2	0	0	0	0	0	0	0	0	0	0	0	0	1333001807	2	1333030900	3	1333001901	1	0	0	0	0	1433000809	50	1433000909	25	0	0	0	0	0	0	1333110001	80	0	0	1333100104	5	0	0	0	0	1433000305	91	1433000405	40	1433000505	40	1433000705	60	0	0	0	0	1433001001	3	1433001002	1	1333110001	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
70000059	燃烧巨人	117	1366	1376	276	428	0	0	0	0	1	3	1	40	1	17	1	4	1	2	0	0	0	0	0	0	0	0	0	0	0	0	1333001807	2	1333031000	3	1333001901	1	0	0	1333012100	700	1433000809	50	1433000909	25	0	0	0	0	0	0	1333110001	80	0	0	1333100104	5	0	0	0	0	1433000105	71	1433000205	60	1433000605	30	0	0	0	0	0	0	1433001001	3	1433001002	1	1333110001	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
70000060	燃烧巨人	119	1412	1422	279	437	0	0	0	0	1	3	1	40	1	17	1	4	1	2	0	0	0	0	0	0	0	0	0	0	0	0	1333001807	2	1333031000	3	1333001901	1	0	0	1333012100	700	1433000809	50	1433000909	25	0	0	0	0	0	0	1333110001	80	0	0	1333100104	5	0	0	0	0	1433000105	71	1433000205	60	1433000605	30	0	0	0	0	0	0	1433001001	3	1433001002	1	1333110001	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
70000061	小蝙蝠	41	180	190	106	142	0	0	0	0	1	3	1	100	1	41	1	10	1	5	0	0	0	0	0	0	0	0	0	0	0	0	1333001801	2	1333030300	3	1333001901	1	0	0	0	0	1433000802	50	1433000902	25	0	0	0	0	0	0	1333110001	35	0	0	1333100102	40	0	0	0	0	1433000102	233	1433000302	299	0	0	0	0	0	0	0	0	1433001001	3	1433001002	1	1333110001	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
70000062	小蝙蝠	43	196	206	111	149	0	0	0	0	1	3	1	100	1	41	1	10	1	5	0	0	0	0	0	0	0	0	0	0	0	0	1333001801	2	1333030300	3	1333001901	1	0	0	0	0	1433000802	50	1433000902	25	0	0	0	0	0	0	1333110001	35	0	0	1333100102	40	0	0	0	0	1433000102	233	1433000302	299	0	0	0	0	0	0	0	0	1433001001	3	1433001002	1	1333110001	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
70000063	幽灵	45	214	224	116	156	0	0	0	0	1	3	1	100	1	41	1	10	1	5	0	0	0	0	0	0	0	0	0	0	0	0	1333001802	2	1333030400	3	1333001901	1	0	0	0	0	1433000802	50	1433000902	25	0	0	0	0	0	0	1333110001	35	0	0	1333100102	40	0	0	0	0	1433000402	133	1433000602	99	0	0	0	0	0	0	0	0	1433001001	3	1433001002	1	1333110001	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
70000064	幽灵	47	232	242	121	163	0	0	0	0	1	3	1	100	1	41	1	10	1	5	0	0	0	0	0	0	0	0	0	0	0	0	1333001802	2	1333030400	3	1333001901	1	0	0	0	0	1433000802	50	1433000902	25	0	0	0	0	0	0	1333110001	35	0	0	1333100102	40	0	0	0	0	1433000402	133	1433000602	99	0	0	0	0	0	0	0	0	1433001001	3	1433001002	1	1333110001	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
70000065	僵尸	49	250	260	126	170	0	0	0	0	1	3	1	60	1	25	1	6	1	3	0	0	0	0	0	0	0	0	0	0	0	0	1333001802	2	1333030400	3	1333001901	1	0	0	0	0	1433000802	50	1433000902	25	0	0	0	0	0	0	1333110001	50	0	0	1333100102	40	0	0	0	0	1433000202	199	1433000502	133	1433000702	199	0	0	0	0	0	0	1433001001	3	1433001002	1	1333110001	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
70000066	僵尸	51	270	280	131	177	0	0	0	0	1	3	1	60	1	25	1	6	1	3	0	0	0	0	0	0	0	0	0	0	0	0	1333001802	2	1333030400	3	1333001901	1	0	0	0	0	1433000802	50	1433000902	25	0	0	0	0	0	0	1333110001	50	0	0	1333100102	40	0	0	0	0	1433000202	199	1433000502	133	1433000702	199	0	0	0	0	0	0	1433001001	3	1433001002	1	1333110001	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
70000067	小恶魔	53	290	300	135	185	0	0	0	0	1	3	1	60	1	25	1	6	1	3	0	0	0	0	0	0	0	0	0	0	0	0	1333001802	2	1333030400	3	1333001901	1	0	0	1333011800	700	1433000802	50	1433000902	25	0	0	0	0	0	0	1333110001	50	0	0	1333100102	40	0	0	0	0	1433000202	69	1433000602	35	0	0	1433000203	69	1433000603	34	0	0	1433001001	3	1433001002	1	1333110001	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
70000068	小恶魔	55	312	322	140	192	0	0	0	0	1	3	1	60	1	25	1	6	1	3	0	0	0	0	0	0	0	0	0	0	0	0	1333001802	2	1333030400	3	1333001901	1	0	0	1333011800	700	1433000802	50	1433000902	25	0	0	0	0	0	0	1333110001	50	0	0	1333100102	40	0	0	0	0	1433000202	69	1433000602	35	0	0	1433000203	69	1433000603	34	0	0	1433001001	3	1433001002	1	1333110001	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
70000069	骷髅	57	334	344	145	199	0	0	0	0	1	3	1	60	1	25	1	6	1	3	0	0	0	0	0	0	0	0	0	0	0	0	1333001802	2	1333030500	3	1333001901	1	0	0	0	0	1433000802	50	1433000902	25	0	0	0	0	0	0	1333110001	50	0	0	1333100102	40	0	0	0	0	1433000102	81	1433000502	46	0	0	1433000103	80	1433000503	46	0	0	1433001001	3	1433001002	1	1333110001	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
70000070	骷髅	59	356	366	150	206	0	0	0	0	1	3	1	60	1	25	1	6	1	3	0	0	0	0	0	0	0	0	0	0	0	0	1333001802	2	1333030500	3	1333001901	1	0	0	0	0	1433000802	50	1433000902	25	0	0	0	0	0	0	1333110001	50	0	0	1333100102	40	0	0	0	0	1433000102	81	1433000502	46	0	0	1433000103	80	1433000503	46	0	0	1433001001	3	1433001002	1	1333110001	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
70000071	木乃伊	61	380	390	154	214	0	0	0	0	1	3	1	60	1	25	1	6	1	3	0	0	0	0	0	0	0	0	0	0	0	0	1333001803	2	1333030500	3	1333001901	1	0	0	0	0	1433000803	50	1433000903	25	0	0	0	0	0	0	1333110001	50	0	0	1333100102	40	0	0	0	0	1433000302	104	1433000402	46	1433000702	69	1433000303	104	1433000403	46	1433000703	69	1433001001	3	1433001002	1	1333110001	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
70000072	木乃伊	63	404	414	159	221	0	0	0	0	1	3	1	60	1	25	1	6	1	3	0	0	0	0	0	0	0	0	0	0	0	0	1333001803	2	1333030500	3	1333001901	1	0	0	0	0	1433000803	50	1433000903	25	0	0	0	0	0	0	1333110001	50	0	0	1333100103	20	0	0	0	0	1433000302	104	1433000402	46	1433000702	69	1433000303	104	1433000403	46	1433000703	69	1433001001	3	1433001002	1	1333110001	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
70000073	鬼魂	65	430	440	164	228	0	0	0	0	1	3	1	60	1	25	1	6	1	3	0	0	0	0	0	0	0	0	0	0	0	0	1333001803	2	1333030500	3	1333001901	1	0	0	0	0	1433000803	50	1433000903	25	0	0	0	0	0	0	1333110001	50	0	0	1333100103	20	0	0	0	0	1433000403	92	1433000703	138	0	0	0	0	0	0	0	0	1433001001	3	1433001002	1	1333110001	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
70000074	鬼魂	67	456	466	168	236	0	0	0	0	1	3	1	60	1	25	1	6	1	3	0	0	0	0	0	0	0	0	0	0	0	0	1333001803	2	1333030500	3	1333001901	1	0	0	0	0	1433000803	50	1433000903	25	0	0	0	0	0	0	1333110001	50	0	0	1333100103	20	0	0	0	0	1433000403	92	1433000703	138	0	0	0	0	0	0	0	0	1433001001	3	1433001002	1	1333110001	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
70000075	火元素	69	482	492	173	243	0	0	0	0	1	3	1	60	1	25	1	6	1	3	0	0	0	0	0	0	0	0	0	0	0	0	1333001803	2	1333030600	3	1333001901	1	0	0	0	0	1433000803	50	1433000903	25	0	0	0	0	0	0	1333110001	50	0	0	1333100103	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1433001001	3	1433001002	1	1333110001	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
70000076	火元素	71	510	520	177	251	0	0	0	0	1	3	1	60	1	25	1	6	1	3	0	0	0	0	0	0	0	0	0	0	0	0	1333001803	2	1333030600	3	1333001901	1	0	0	0	0	1433000803	50	1433000903	25	0	0	0	0	0	0	1333110001	50	0	0	1333100103	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1433001001	3	1433001002	1	1333110001	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
70000077	火焰巨人	73	538	548	182	258	0	0	0	0	1	3	1	60	1	25	1	6	1	3	0	0	0	0	0	0	0	0	0	0	0	0	1333001803	2	1333030600	3	1333001901	1	0	0	0	0	1433000803	50	1433000903	25	0	0	0	0	0	0	1333110001	50	0	0	1333100103	20	0	0	0	0	1433000103	161	1433000603	69	0	0	0	0	0	0	0	0	1433001001	3	1433001002	1	1333110001	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
70000078	火焰巨人	75	568	578	186	266	0	0	0	0	1	3	1	60	1	25	1	6	1	3	0	0	0	0	0	0	0	0	0	0	0	0	1333001803	2	1333030600	3	1333001901	1	0	0	0	0	1433000803	50	1433000903	25	0	0	0	0	0	0	1333110001	50	0	0	1333100103	20	0	0	0	0	1433000103	161	1433000603	69	0	0	0	0	0	0	0	0	1433001001	3	1433001002	1	1333110001	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
70000079	地狱恶魔	77	598	608	191	273	0	0	0	0	1	3	1	60	1	25	1	6	1	3	0	0	0	0	0	0	0	0	0	0	0	0	1333001804	2	1333030600	3	1333001901	1	0	0	0	0	1433000803	50	1433000903	25	0	0	0	0	0	0	1333110001	50	0	0	1333100103	20	0	0	0	0	1433000203	138	1433000303	208	1433000503	92	0	0	0	0	0	0	1433001001	3	1433001002	1	1333110001	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
70000080	地狱恶魔	79	628	638	195	281	0	0	0	0	1	3	1	60	1	25	1	6	1	3	0	0	0	0	0	0	0	0	0	0	0	0	1333001804	2	1333030600	3	1333001901	1	0	0	0	0	1433000803	50	1433000903	25	0	0	0	0	0	0	1333110001	50	0	0	1333100103	20	0	0	0	0	1433000203	138	1433000303	208	1433000503	92	0	0	0	0	0	0	1433001001	3	1433001002	1	1333110001	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
70000081	地狱星	102	2088	2488	243	365	0	0	0	0	1	3	1	40	1	30	1	4	1	2	0	0	0	0	0	0	0	0	0	0	0	0	1333001807	2	1333031000	3	1333001901	1	0	0	0	0	1433000809	50	1433000909	25	0	0	0	0	0	0	0	0	0	0	1333100104	5	0	0	0	0	1433000605	100	1433001003	60	1433001004	20	1433001105	1	1433001106	1	1433001114	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
70000084	魔域妖草	108	2348	2748	255	389	0	0	0	0	1	3	1	40	1	30	1	4	1	2	0	0	0	0	0	0	0	0	0	0	0	0	1333001807	2	1333031000	3	1333001901	1	0	0	0	0	1433000809	50	1433000909	25	0	0	0	0	0	0	0	0	0	0	1333100104	5	0	0	0	0	1433000505	100	1433001003	60	1433001004	20	1433001107	1	1433001108	1	1433001115	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
70000085	多目邪眼	110	2440	2840	259	397	0	0	0	0	1	3	1	40	1	30	1	4	1	2	0	0	0	0	0	0	0	0	0	0	0	0	1333001807	2	1333031000	3	1333001901	1	0	0	0	0	1433000809	50	1433000909	25	0	0	0	0	0	0	0	0	0	0	1333100104	5	0	0	0	0	1433000305	100	1433001003	60	1433001004	20	1433001107	1	1433001108	1	1433001115	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
